,cycle,population_active__t1,population_passive__t1,population_total__t1,uptake_active__t1,uptake_passive__t1,metabolic_active__t1,metabolic_passive__t1,population_active__t2,population_passive__t2,population_total__t2,uptake_active__t2,uptake_passive__t2,metabolic_active__t2,metabolic_passive__t2,population_active__t3,population_passive__t3,population_total__t3,uptake_active__t3,uptake_passive__t3,metabolic_active__t3,metabolic_passive__t3
1290,1290,513,266,779,755,24,0,779,711,215,926,908,18,0,926,711,215,926,908,18,0,926
1291,1291,513,266,779,755,24,0,779,711,215,926,908,18,0,926,711,215,926,908,18,0,926
1292,1292,513,266,779,755,24,0,779,711,215,926,908,18,0,926,711,215,926,908,18,0,926
1293,1293,514,266,780,756,24,0,780,711,215,926,908,18,0,926,711,215,926,908,18,0,926
1294,1294,514,266,780,756,24,0,780,711,215,926,908,18,0,926,711,215,926,908,18,0,926
1295,1295,514,266,780,756,24,0,780,711,216,927,909,18,0,927,711,216,927,909,18,0,927
1296,1296,514,266,780,756,24,0,780,711,216,927,909,18,0,927,711,216,927,909,18,0,927
1297,1297,514,266,780,756,24,0,780,712,216,928,910,18,0,928,712,216,928,910,18,0,928
1298,1298,514,266,780,756,24,0,780,712,216,928,910,18,0,928,712,216,928,910,18,0,928
1299,1299,514,266,780,756,24,0,780,712,216,928,910,18,0,928,712,216,928,910,18,0,928
1300,1300,514,266,780,756,24,0,780,712,216,928,910,18,0,928,712,216,928,910,18,0,928
1301,1301,514,266,780,756,24,0,780,712,216,928,910,18,0,928,712,216,928,910,18,0,928
1302,1302,514,266,780,756,24,0,780,712,216,928,910,18,0,928,712,216,928,910,18,0,928
1303,1303,514,266,780,756,24,0,780,712,216,928,910,18,0,928,712,216,928,910,18,0,928
1304,1304,514,266,780,756,24,0,780,712,217,929,911,18,0,929,712,217,929,911,18,0,929
1305,1305,514,266,780,756,24,0,780,712,217,929,911,18,0,929,712,217,929,911,18,0,929
1306,1306,514,266,780,756,24,0,780,712,217,929,911,18,0,929,712,217,929,911,18,0,929
1307,1307,514,266,780,756,24,0,780,712,217,929,911,18,0,929,712,217,929,911,18,0,929
1308,1308,515,266,781,757,24,0,781,712,217,929,911,18,0,929,712,217,929,911,18,0,929
1309,1309,516,266,782,758,24,0,782,712,217,929,911,18,0,929,712,217,929,911,18,0,929
1310,1310,516,266,782,758,24,0,782,713,217,930,912,18,0,930,713,217,930,912,18,0,930
1311,1311,516,266,782,758,24,0,782,713,217,930,912,18,0,930,713,217,930,912,18,0,930
1312,1312,516,266,782,758,24,0,782,713,217,930,912,18,0,930,713,217,930,912,18,0,930
1313,1313,516,266,782,758,24,0,782,713,217,930,912,18,0,930,713,217,930,912,18,0,930
1314,1314,517,266,783,759,24,0,783,713,217,930,912,18,0,930,713,217,930,912,18,0,930
1315,1315,517,266,783,759,24,0,783,713,217,930,912,18,0,930,713,217,930,912,18,0,930
1316,1316,517,266,783,759,24,0,783,713,217,930,912,18,0,930,713,217,930,912,18,0,930
1317,1317,517,266,783,759,24,0,783,713,217,930,912,18,0,930,713,217,930,912,18,0,930
1318,1318,518,266,784,760,24,0,784,713,217,930,912,18,0,930,713,217,930,912,18,0,930
1319,1319,518,266,784,760,24,0,784,714,217,931,913,18,0,931,714,217,931,913,18,0,931
1320,1320,518,266,784,760,24,0,784,714,217,931,913,18,0,931,714,217,931,913,18,0,931
1321,1321,518,266,784,760,24,0,784,714,217,931,913,18,0,931,714,217,931,913,18,0,931
1322,1322,518,266,784,760,24,0,784,714,217,931,913,18,0,931,714,217,931,913,18,0,931
1323,1323,518,266,784,760,24,0,784,714,218,932,914,18,0,932,714,218,932,914,18,0,932
1324,1324,518,266,784,760,24,0,784,714,218,932,914,18,0,932,714,218,932,914,18,0,932
1325,1325,518,266,784,760,24,0,784,714,218,932,914,18,0,932,714,218,932,914,18,0,932
1326,1326,518,266,784,760,24,0,784,714,218,932,914,18,0,932,714,218,932,914,18,0,932
1327,1327,518,266,784,760,24,0,784,715,218,933,915,18,0,933,715,218,933,915,18,0,933
1328,1328,518,266,784,760,24,0,784,715,218,933,915,18,0,933,715,218,933,915,18,0,933
1329,1329,519,266,785,761,24,0,785,715,218,933,915,18,0,933,715,218,933,915,18,0,933
1330,1330,519,266,785,761,24,0,785,715,218,933,915,18,0,933,715,218,933,915,18,0,933
1331,1331,519,266,785,761,24,0,785,715,218,933,915,18,0,933,715,218,933,915,18,0,933
1332,1332,519,266,785,761,24,0,785,715,218,933,915,18,0,933,715,218,933,915,18,0,933
1333,1333,520,266,786,762,24,0,786,715,218,933,915,18,0,933,715,218,933,915,18,0,933
1334,1334,520,266,786,762,24,0,786,715,218,933,915,18,0,933,715,218,933,915,18,0,933
1335,1335,520,266,786,762,24,0,786,715,218,933,915,18,0,933,715,218,933,915,18,0,933
1336,1336,520,266,786,762,24,0,786,715,218,933,915,18,0,933,715,218,933,915,18,0,933
1337,1337,520,266,786,762,24,0,786,715,218,933,915,18,0,933,715,218,933,915,18,0,933
1338,1338,520,266,786,762,24,0,786,715,218,933,915,18,0,933,715,218,933,915,18,0,933
1339,1339,520,266,786,762,24,0,786,715,219,934,916,18,0,934,715,219,934,916,18,0,934
1340,1340,521,266,787,763,24,0,787,715,219,934,916,18,0,934,715,219,934,916,18,0,934
1341,1341,521,266,787,763,24,0,787,715,219,934,916,18,0,934,715,219,934,916,18,0,934
1342,1342,521,266,787,763,24,0,787,715,219,934,916,18,0,934,715,219,934,916,18,0,934
1343,1343,521,266,787,763,24,0,787,715,219,934,916,18,0,934,715,219,934,916,18,0,934
1344,1344,522,266,788,764,24,0,788,715,219,934,916,18,0,934,715,219,934,916,18,0,934
1345,1345,522,266,788,764,24,0,788,715,219,934,916,18,0,934,715,219,934,916,18,0,934
1346,1346,522,266,788,764,24,0,788,715,219,934,916,18,0,934,715,219,934,916,18,0,934
1347,1347,522,266,788,764,24,0,788,715,219,934,916,18,0,934,715,219,934,916,18,0,934
1348,1348,522,266,788,764,24,0,788,715,219,934,916,18,0,934,715,219,934,916,18,0,934
1349,1349,522,266,788,764,24,0,788,715,219,934,916,18,0,934,715,219,934,916,18,0,934
1350,1350,522,266,788,764,24,0,788,715,219,934,916,18,0,934,715,219,934,916,18,0,934
1351,1351,522,266,788,764,24,0,788,715,219,934,916,18,0,934,715,219,934,916,18,0,934
1352,1352,522,266,788,764,24,0,788,715,219,934,916,18,0,934,715,219,934,916,18,0,934
1353,1353,523,266,789,765,24,0,789,715,219,934,916,18,0,934,715,219,934,916,18,0,934
1354,1354,523,266,789,765,24,0,789,715,219,934,916,18,0,934,715,219,934,916,18,0,934
1355,1355,523,266,789,765,24,0,789,715,219,934,916,18,0,934,715,219,934,916,18,0,934
1356,1356,523,266,789,765,24,0,789,715,220,935,917,18,0,935,715,220,935,917,18,0,935
1357,1357,523,266,789,765,24,0,789,715,220,935,917,18,0,935,715,220,935,917,18,0,935
1358,1358,523,266,789,765,24,0,789,716,220,936,918,18,0,936,716,220,936,918,18,0,936
1359,1359,523,266,789,765,24,0,789,716,220,936,918,18,0,936,716,220,936,918,18,0,936
1360,1360,523,266,789,765,24,0,789,716,220,936,918,18,0,936,716,220,936,918,18,0,936
1361,1361,523,266,789,765,24,0,789,716,220,936,918,18,0,936,716,220,936,918,18,0,936
1362,1362,523,266,789,765,24,0,789,716,220,936,918,18,0,936,716,220,936,918,18,0,936
1363,1363,523,266,789,765,24,0,789,716,220,936,918,18,0,936,716,220,936,918,18,0,936
1364,1364,523,266,789,765,24,0,789,716,220,936,918,18,0,936,716,220,936,918,18,0,936
1365,1365,523,266,789,765,24,0,789,716,220,936,918,18,0,936,716,220,936,918,18,0,936
1366,1366,523,266,789,765,24,0,789,716,220,936,918,18,0,936,716,220,936,918,18,0,936
1367,1367,523,266,789,765,24,0,789,716,220,936,918,18,0,936,716,220,936,918,18,0,936
1368,1368,523,266,789,765,24,0,789,716,220,936,918,18,0,936,716,220,936,918,18,0,936
1369,1369,523,266,789,765,24,0,789,716,220,936,918,18,0,936,716,220,936,918,18,0,936
1370,1370,524,266,790,766,24,0,790,716,220,936,918,18,0,936,716,220,936,918,18,0,936
1371,1371,524,266,790,766,24,0,790,716,220,936,918,18,0,936,716,220,936,918,18,0,936
1372,1372,525,266,791,767,24,0,791,716,220,936,918,18,0,936,716,220,936,918,18,0,936
1373,1373,525,266,791,767,24,0,791,716,220,936,918,18,0,936,716,220,936,918,18,0,936
1374,1374,525,266,791,767,24,0,791,716,220,936,918,18,0,936,716,220,936,918,18,0,936
1375,1375,525,266,791,767,24,0,791,716,220,936,918,18,0,936,716,220,936,918,18,0,936
1376,1376,525,266,791,767,24,0,791,716,220,936,918,18,0,936,716,220,936,918,18,0,936
1377,1377,525,266,791,767,24,0,791,716,220,936,918,18,0,936,716,220,936,918,18,0,936
1378,1378,525,266,791,767,24,0,791,716,221,937,919,18,0,937,716,221,937,919,18,0,937
1379,1379,525,266,791,767,24,0,791,716,221,937,919,18,0,937,716,221,937,919,18,0,937
1380,1380,525,266,791,767,24,0,791,716,221,937,919,18,0,937,716,221,937,919,18,0,937
1381,1381,525,266,791,767,24,0,791,716,221,937,919,18,0,937,716,221,937,919,18,0,937
1382,1382,525,266,791,767,24,0,791,716,221,937,919,18,0,937,716,221,937,919,18,0,937
1383,1383,525,266,791,767,24,0,791,716,221,937,919,18,0,937,716,221,937,919,18,0,937
1384,1384,526,266,792,768,24,0,792,716,221,937,919,18,0,937,716,221,937,919,18,0,937
1385,1385,526,266,792,768,24,0,792,716,221,937,919,18,0,937,716,221,937,919,18,0,937
1386,1386,526,266,792,768,24,0,792,716,221,937,919,18,0,937,716,221,937,919,18,0,937
1387,1387,526,266,792,768,24,0,792,717,221,938,920,18,0,938,717,221,938,920,18,0,938
1388,1388,526,266,792,768,24,0,792,717,221,938,920,18,0,938,717,221,938,920,18,0,938
1389,1389,528,266,794,770,24,0,794,718,221,939,921,18,0,939,718,221,939,921,18,0,939
1390,1390,528,266,794,770,24,0,794,718,221,939,921,18,0,939,718,221,939,921,18,0,939
1391,1391,528,266,794,770,24,0,794,718,221,939,921,18,0,939,718,221,939,921,18,0,939
1392,1392,528,266,794,770,24,0,794,718,221,939,921,18,0,939,718,221,939,921,18,0,939
1393,1393,528,266,794,770,24,0,794,719,221,940,922,18,0,940,719,221,940,922,18,0,940
1394,1394,528,266,794,770,24,0,794,719,221,940,922,18,0,940,719,221,940,922,18,0,940
1395,1395,528,266,794,770,24,0,794,719,221,940,922,18,0,940,719,221,940,922,18,0,940
1396,1396,530,266,796,772,24,0,796,719,221,940,922,18,0,940,719,221,940,922,18,0,940
1397,1397,530,266,796,772,24,0,796,719,221,940,922,18,0,940,719,221,940,922,18,0,940
1398,1398,532,266,798,774,24,0,798,719,221,940,922,18,0,940,719,221,940,922,18,0,940
1399,1399,532,266,798,774,24,0,798,719,221,940,922,18,0,940,719,221,940,922,18,0,940
1400,1400,532,266,798,774,24,0,798,719,221,940,922,18,0,940,719,221,940,922,18,0,940
1401,1401,532,266,798,774,24,0,798,719,221,940,922,18,0,940,719,221,940,922,18,0,940
1402,1402,532,266,798,774,24,0,798,720,221,941,923,18,0,941,720,221,941,923,18,0,941
1403,1403,532,266,798,774,24,0,798,720,221,941,923,18,0,941,720,221,941,923,18,0,941
1404,1404,532,266,798,774,24,0,798,720,221,941,923,18,0,941,720,221,941,923,18,0,941
1405,1405,532,266,798,774,24,0,798,720,221,941,923,18,0,941,720,221,941,923,18,0,941
1406,1406,532,266,798,774,24,0,798,720,221,941,923,18,0,941,720,221,941,923,18,0,941
1407,1407,532,266,798,774,24,0,798,720,221,941,923,18,0,941,720,221,941,923,18,0,941
1408,1408,532,266,798,774,24,0,798,720,221,941,923,18,0,941,720,221,941,923,18,0,941
1409,1409,532,266,798,774,24,0,798,720,221,941,923,18,0,941,720,221,941,923,18,0,941
1410,1410,532,266,798,774,24,0,798,720,221,941,923,18,0,941,720,221,941,923,18,0,941
1411,1411,532,266,798,774,24,0,798,720,221,941,923,18,0,941,720,221,941,923,18,0,941
1412,1412,532,266,798,774,24,0,798,720,221,941,923,18,0,941,720,221,941,923,18,0,941
1413,1413,532,266,798,774,24,0,798,720,221,941,923,18,0,941,720,221,941,923,18,0,941
1414,1414,533,266,799,775,24,0,799,720,221,941,923,18,0,941,720,221,941,923,18,0,941
1415,1415,533,266,799,775,24,0,799,720,221,941,923,18,0,941,720,221,941,923,18,0,941
1416,1416,533,266,799,775,24,0,799,720,221,941,923,18,0,941,720,221,941,923,18,0,941
1417,1417,533,266,799,775,24,0,799,720,221,941,923,18,0,941,720,221,941,923,18,0,941
1418,1418,533,266,799,775,24,0,799,720,221,941,923,18,0,941,720,221,941,923,18,0,941
1419,1419,533,266,799,775,24,0,799,720,221,941,923,18,0,941,720,221,941,923,18,0,941
1420,1420,533,266,799,775,24,0,799,720,221,941,923,18,0,941,720,221,941,923,18,0,941
1421,1421,533,266,799,775,24,0,799,720,221,941,923,18,0,941,720,221,941,923,18,0,941
1422,1422,533,266,799,775,24,0,799,720,221,941,923,18,0,941,720,221,941,923,18,0,941
1423,1423,533,266,799,775,24,0,799,721,221,942,924,18,0,942,721,221,942,924,18,0,942
1424,1424,533,266,799,775,24,0,799,721,221,942,924,18,0,942,721,221,942,924,18,0,942
1425,1425,533,266,799,775,24,0,799,721,221,942,924,18,0,942,721,221,942,924,18,0,942
1426,1426,533,266,799,775,24,0,799,721,221,942,924,18,0,942,721,221,942,924,18,0,942
1427,1427,533,266,799,775,24,0,799,721,221,942,924,18,0,942,721,221,942,924,18,0,942
1428,1428,533,266,799,775,24,0,799,722,221,943,925,18,0,943,722,221,943,925,18,0,943
1429,1429,533,266,799,775,24,0,799,722,221,943,925,18,0,943,722,221,943,925,18,0,943
1430,1430,533,266,799,775,24,0,799,722,221,943,925,18,0,943,722,221,943,925,18,0,943
1431,1431,533,266,799,775,24,0,799,722,222,944,926,18,0,944,722,222,944,926,18,0,944
1432,1432,533,266,799,775,24,0,799,722,222,944,926,18,0,944,722,222,944,926,18,0,944
1433,1433,533,266,799,775,24,0,799,722,222,944,926,18,0,944,722,222,944,926,18,0,944
1434,1434,533,266,799,775,24,0,799,722,222,944,926,18,0,944,722,222,944,926,18,0,944
1435,1435,533,266,799,775,24,0,799,722,222,944,926,18,0,944,722,222,944,926,18,0,944
1436,1436,533,266,799,775,24,0,799,723,222,945,927,18,0,945,723,222,945,927,18,0,945
1437,1437,533,266,799,775,24,0,799,723,222,945,927,18,0,945,723,222,945,927,18,0,945
1438,1438,533,266,799,775,24,0,799,723,222,945,927,18,0,945,723,222,945,927,18,0,945
1439,1439,534,266,800,776,24,0,800,723,222,945,927,18,0,945,723,222,945,927,18,0,945
1440,1440,534,266,800,776,24,0,800,723,222,945,927,18,0,945,723,222,945,927,18,0,945
1441,1441,535,266,801,777,24,0,801,723,223,946,928,18,0,946,723,223,946,928,18,0,946
1442,1442,535,266,801,777,24,0,801,724,223,947,929,18,0,947,724,223,947,929,18,0,947
1443,1443,535,266,801,777,24,0,801,724,223,947,929,18,0,947,724,223,947,929,18,0,947
1444,1444,535,266,801,777,24,0,801,724,223,947,929,18,0,947,724,223,947,929,18,0,947
1445,1445,535,266,801,777,24,0,801,724,223,947,929,18,0,947,724,223,947,929,18,0,947
1446,1446,535,266,801,777,24,0,801,724,223,947,929,18,0,947,724,223,947,929,18,0,947
1447,1447,535,266,801,777,24,0,801,724,223,947,929,18,0,947,724,223,947,929,18,0,947
1448,1448,535,266,801,777,24,0,801,725,223,948,930,18,0,948,725,223,948,930,18,0,948
1449,1449,535,266,801,777,24,0,801,725,223,948,930,18,0,948,725,223,948,930,18,0,948
1450,1450,535,266,801,777,24,0,801,725,223,948,930,18,0,948,725,223,948,930,18,0,948
1451,1451,535,266,801,777,24,0,801,725,223,948,930,18,0,948,725,223,948,930,18,0,948
1452,1452,535,266,801,777,24,0,801,725,223,948,930,18,0,948,725,223,948,930,18,0,948
1453,1453,535,266,801,777,24,0,801,726,223,949,931,18,0,949,726,223,949,931,18,0,949
1454,1454,535,266,801,777,24,0,801,726,223,949,931,18,0,949,726,223,949,931,18,0,949
1455,1455,536,266,802,778,24,0,802,726,224,950,932,18,0,950,726,224,950,932,18,0,950
1456,1456,536,266,802,778,24,0,802,726,224,950,932,18,0,950,726,224,950,932,18,0,950
1457,1457,536,266,802,778,24,0,802,726,224,950,932,18,0,950,726,224,950,932,18,0,950
1458,1458,536,266,802,778,24,0,802,726,224,950,932,18,0,950,726,224,950,932,18,0,950
1459,1459,536,266,802,778,24,0,802,727,224,951,933,18,0,951,727,224,951,933,18,0,951
1460,1460,536,266,802,778,24,0,802,727,224,951,933,18,0,951,727,224,951,933,18,0,951
1461,1461,536,266,802,778,24,0,802,727,224,951,933,18,0,951,727,224,951,933,18,0,951
1462,1462,536,266,802,778,24,0,802,727,224,951,933,18,0,951,727,224,951,933,18,0,951
1463,1463,536,266,802,778,24,0,802,727,224,951,933,18,0,951,727,224,951,933,18,0,951
1464,1464,536,266,802,778,24,0,802,727,224,951,933,18,0,951,727,224,951,933,18,0,951
1465,1465,536,266,802,778,24,0,802,727,224,951,933,18,0,951,727,224,951,933,18,0,951
1466,1466,536,266,802,778,24,0,802,728,224,952,934,18,0,952,728,224,952,934,18,0,952
1467,1467,536,266,802,778,24,0,802,729,224,953,935,18,0,953,729,224,953,935,18,0,953
1468,1468,536,266,802,778,24,0,802,729,224,953,935,18,0,953,729,224,953,935,18,0,953
1469,1469,536,266,802,778,24,0,802,729,224,953,935,18,0,953,729,224,953,935,18,0,953
1470,1470,536,266,802,778,24,0,802,729,224,953,935,18,0,953,729,224,953,935,18,0,953
1471,1471,537,266,803,779,24,0,803,729,224,953,935,18,0,953,729,224,953,935,18,0,953
1472,1472,537,266,803,779,24,0,803,729,224,953,935,18,0,953,729,224,953,935,18,0,953
1473,1473,538,266,804,780,24,0,804,729,224,953,935,18,0,953,729,224,953,935,18,0,953
1474,1474,538,266,804,780,24,0,804,729,224,953,935,18,0,953,729,224,953,935,18,0,953
1475,1475,539,266,805,781,24,0,805,729,224,953,935,18,0,953,729,224,953,935,18,0,953
1476,1476,539,266,805,781,24,0,805,729,224,953,935,18,0,953,729,224,953,935,18,0,953
1477,1477,539,266,805,781,24,0,805,729,224,953,935,18,0,953,729,224,953,935,18,0,953
1478,1478,539,266,805,781,24,0,805,729,224,953,935,18,0,953,729,224,953,935,18,0,953
1479,1479,539,266,805,781,24,0,805,730,224,954,936,18,0,954,730,224,954,936,18,0,954
1480,1480,539,266,805,781,24,0,805,730,224,954,936,18,0,954,730,224,954,936,18,0,954
1481,1481,539,266,805,781,24,0,805,730,224,954,936,18,0,954,730,224,954,936,18,0,954
1482,1482,539,266,805,781,24,0,805,730,224,954,936,18,0,954,730,224,954,936,18,0,954
1483,1483,539,266,805,781,24,0,805,730,224,954,936,18,0,954,730,224,954,936,18,0,954
1484,1484,539,266,805,781,24,0,805,730,224,954,936,18,0,954,730,224,954,936,18,0,954
1485,1485,539,266,805,781,24,0,805,730,224,954,936,18,0,954,730,224,954,936,18,0,954
1486,1486,539,266,805,781,24,0,805,730,224,954,936,18,0,954,730,224,954,936,18,0,954
1487,1487,539,266,805,781,24,0,805,730,224,954,936,18,0,954,730,224,954,936,18,0,954
1488,1488,540,266,806,782,24,0,806,730,224,954,936,18,0,954,730,224,954,936,18,0,954
1489,1489,540,266,806,782,24,0,806,730,224,954,936,18,0,954,730,224,954,936,18,0,954
1490,1490,540,266,806,782,24,0,806,730,224,954,936,18,0,954,730,224,954,936,18,0,954
1491,1491,540,266,806,782,24,0,806,730,224,954,936,18,0,954,730,224,954,936,18,0,954
1492,1492,540,266,806,782,24,0,806,730,224,954,936,18,0,954,730,224,954,936,18,0,954
1493,1493,540,266,806,782,24,0,806,730,224,954,936,18,0,954,730,224,954,936,18,0,954
1494,1494,540,266,806,782,24,0,806,730,224,954,936,18,0,954,730,224,954,936,18,0,954
1495,1495,540,266,806,782,24,0,806,731,224,955,937,18,0,955,731,224,955,937,18,0,955
1496,1496,540,266,806,782,24,0,806,731,224,955,937,18,0,955,731,224,955,937,18,0,955
1497,1497,540,266,806,782,24,0,806,731,224,955,937,18,0,955,731,224,955,937,18,0,955
1498,1498,540,266,806,782,24,0,806,731,224,955,937,18,0,955,731,224,955,937,18,0,955
1499,1499,540,266,806,782,24,0,806,731,224,955,937,18,0,955,731,224,955,937,18,0,955
1500,1500,541,266,807,783,24,0,807,731,224,955,937,18,0,955,731,224,955,937,18,0,955
1501,1501,541,266,807,783,24,0,807,731,224,955,937,18,0,955,731,224,955,937,18,0,955
1502,1502,541,266,807,783,24,0,807,732,224,956,938,18,0,956,732,224,956,938,18,0,956
1503,1503,541,266,807,783,24,0,807,732,224,956,938,18,0,956,732,224,956,938,18,0,956
1504,1504,541,266,807,783,24,0,807,732,224,956,938,18,0,956,732,224,956,938,18,0,956
1505,1505,541,266,807,783,24,0,807,732,224,956,938,18,0,956,732,224,956,938,18,0,956
1506,1506,541,266,807,783,24,0,807,732,224,956,938,18,0,956,732,224,956,938,18,0,956
1507,1507,541,266,807,783,24,0,807,732,224,956,938,18,0,956,732,224,956,938,18,0,956
1508,1508,542,266,808,784,24,0,808,732,224,956,938,18,0,956,732,224,956,938,18,0,956
1509,1509,543,266,809,785,24,0,809,732,224,956,938,18,0,956,732,224,956,938,18,0,956
1510,1510,543,266,809,785,24,0,809,733,224,957,939,18,0,957,733,224,957,939,18,0,957
1511,1511,544,266,810,786,24,0,810,733,224,957,939,18,0,957,733,224,957,939,18,0,957
1512,1512,544,266,810,786,24,0,810,733,224,957,939,18,0,957,733,224,957,939,18,0,957
1513,1513,544,266,810,786,24,0,810,733,224,957,939,18,0,957,733,224,957,939,18,0,957
1514,1514,544,266,810,786,24,0,810,733,224,957,939,18,0,957,733,224,957,939,18,0,957
1515,1515,544,266,810,786,24,0,810,733,224,957,939,18,0,957,733,224,957,939,18,0,957
1516,1516,544,266,810,786,24,0,810,733,224,957,939,18,0,957,733,224,957,939,18,0,957
1517,1517,544,266,810,786,24,0,810,733,224,957,939,18,0,957,733,224,957,939,18,0,957
1518,1518,544,266,810,786,24,0,810,733,224,957,939,18,0,957,733,224,957,939,18,0,957
1519,1519,544,266,810,786,24,0,810,733,224,957,939,18,0,957,733,224,957,939,18,0,957
1520,1520,544,266,810,786,24,0,810,733,224,957,939,18,0,957,733,224,957,939,18,0,957
1521,1521,544,266,810,786,24,0,810,733,224,957,939,18,0,957,733,224,957,939,18,0,957
1522,1522,544,266,810,786,24,0,810,733,224,957,939,18,0,957,733,224,957,939,18,0,957
1523,1523,544,266,810,786,24,0,810,733,225,958,940,18,0,958,733,225,958,940,18,0,958
1524,1524,544,266,810,786,24,0,810,733,225,958,940,18,0,958,733,225,958,940,18,0,958
1525,1525,544,266,810,786,24,0,810,733,225,958,940,18,0,958,733,225,958,940,18,0,958
1526,1526,544,266,810,786,24,0,810,734,225,959,941,18,0,959,734,225,959,941,18,0,959
1527,1527,544,266,810,786,24,0,810,734,226,960,942,18,0,960,734,226,960,942,18,0,960
1528,1528,544,266,810,786,24,0,810,735,226,961,943,18,0,961,735,226,961,943,18,0,961
1529,1529,544,266,810,786,24,0,810,736,226,962,944,18,0,962,736,226,962,944,18,0,962
1530,1530,544,266,810,786,24,0,810,736,226,962,944,18,0,962,736,226,962,944,18,0,962
1531,1531,544,266,810,786,24,0,810,736,226,962,944,18,0,962,736,226,962,944,18,0,962
1532,1532,544,266,810,786,24,0,810,737,226,963,945,18,0,963,737,226,963,945,18,0,963
1533,1533,544,266,810,786,24,0,810,738,226,964,946,18,0,964,738,226,964,946,18,0,964
1534,1534,544,266,810,786,24,0,810,738,226,964,946,18,0,964,738,226,964,946,18,0,964
1535,1535,544,266,810,786,24,0,810,738,226,964,946,18,0,964,738,226,964,946,18,0,964
1536,1536,545,266,811,787,24,0,811,738,226,964,946,18,0,964,738,226,964,946,18,0,964
1537,1537,545,266,811,787,24,0,811,738,226,964,946,18,0,964,738,226,964,946,18,0,964
1538,1538,545,266,811,787,24,0,811,738,226,964,946,18,0,964,738,226,964,946,18,0,964
1539,1539,545,266,811,787,24,0,811,738,226,964,946,18,0,964,738,226,964,946,18,0,964
1540,1540,545,266,811,787,24,0,811,738,226,964,946,18,0,964,738,226,964,946,18,0,964
1541,1541,545,266,811,787,24,0,811,738,226,964,946,18,0,964,738,226,964,946,18,0,964
1542,1542,545,266,811,787,24,0,811,738,226,964,946,18,0,964,738,226,964,946,18,0,964
1543,1543,545,266,811,787,24,0,811,738,226,964,946,18,0,964,738,226,964,946,18,0,964
1544,1544,545,266,811,787,24,0,811,738,226,964,946,18,0,964,738,226,964,946,18,0,964
1545,1545,545,266,811,787,24,0,811,738,226,964,946,18,0,964,738,226,964,946,18,0,964
1546,1546,545,266,811,787,24,0,811,738,226,964,946,18,0,964,738,226,964,946,18,0,964
1547,1547,545,266,811,787,24,0,811,738,226,964,946,18,0,964,738,226,964,946,18,0,964
1548,1548,545,266,811,787,24,0,811,738,226,964,946,18,0,964,738,226,964,946,18,0,964
1549,1549,545,266,811,787,24,0,811,738,226,964,946,18,0,964,738,226,964,946,18,0,964
1550,1550,545,266,811,787,24,0,811,739,226,965,947,18,0,965,739,226,965,947,18,0,965
1551,1551,545,266,811,787,24,0,811,739,226,965,947,18,0,965,739,226,965,947,18,0,965
1552,1552,545,266,811,787,24,0,811,739,226,965,947,18,0,965,739,226,965,947,18,0,965
1553,1553,545,266,811,787,24,0,811,739,226,965,947,18,0,965,739,226,965,947,18,0,965
1554,1554,546,266,812,788,24,0,812,739,226,965,947,18,0,965,739,226,965,947,18,0,965
1555,1555,546,266,812,788,24,0,812,739,226,965,947,18,0,965,739,226,965,947,18,0,965
1556,1556,546,266,812,788,24,0,812,739,226,965,947,18,0,965,739,226,965,947,18,0,965
1557,1557,546,266,812,788,24,0,812,739,226,965,947,18,0,965,739,226,965,947,18,0,965
1558,1558,546,266,812,788,24,0,812,739,226,965,947,18,0,965,739,226,965,947,18,0,965
1559,1559,546,266,812,788,24,0,812,739,226,965,947,18,0,965,739,226,965,947,18,0,965
1560,1560,546,266,812,788,24,0,812,739,226,965,947,18,0,965,739,226,965,947,18,0,965
1561,1561,546,266,812,788,24,0,812,739,226,965,947,18,0,965,739,226,965,947,18,0,965
1562,1562,546,266,812,788,24,0,812,739,226,965,947,18,0,965,739,226,965,947,18,0,965
1563,1563,547,266,813,789,24,0,813,739,226,965,947,18,0,965,739,226,965,947,18,0,965
1564,1564,547,266,813,789,24,0,813,739,227,966,948,18,0,966,739,227,966,948,18,0,966
1565,1565,547,266,813,789,24,0,813,739,227,966,948,18,0,966,739,227,966,948,18,0,966
1566,1566,547,266,813,789,24,0,813,739,227,966,948,18,0,966,739,227,966,948,18,0,966
1567,1567,547,266,813,789,24,0,813,739,227,966,948,18,0,966,739,227,966,948,18,0,966
1568,1568,548,266,814,790,24,0,814,739,227,966,948,18,0,966,739,227,966,948,18,0,966
1569,1569,549,266,815,791,24,0,815,739,227,966,948,18,0,966,739,227,966,948,18,0,966
1570,1570,549,266,815,791,24,0,815,739,227,966,948,18,0,966,739,227,966,948,18,0,966
1571,1571,549,266,815,791,24,0,815,739,227,966,948,18,0,966,739,227,966,948,18,0,966
1572,1572,549,266,815,791,24,0,815,740,227,967,949,18,0,967,740,227,967,949,18,0,967
1573,1573,549,266,815,791,24,0,815,740,227,967,949,18,0,967,740,227,967,949,18,0,967
1574,1574,549,266,815,791,24,0,815,740,227,967,949,18,0,967,740,227,967,949,18,0,967
1575,1575,549,266,815,791,24,0,815,740,227,967,949,18,0,967,740,227,967,949,18,0,967
1576,1576,549,266,815,791,24,0,815,740,227,967,949,18,0,967,740,227,967,949,18,0,967
