,cycle,population_active__t1,population_passive__t1,population_total__t1,uptake_active__t1,uptake_passive__t1,metabolic_active__t1,metabolic_passive__t1,population_active__t2,population_passive__t2,population_total__t2,uptake_active__t2,uptake_passive__t2,metabolic_active__t2,metabolic_passive__t2,population_active__t3,population_passive__t3,population_total__t3,uptake_active__t3,uptake_passive__t3,metabolic_active__t3,metabolic_passive__t3
1577,1577,549,266,815,791,24,0,815,740,227,967,949,18,0,967,740,227,967,949,18,0,967
1578,1578,549,266,815,791,24,0,815,740,227,967,949,18,0,967,740,227,967,949,18,0,967
1579,1579,549,266,815,791,24,0,815,740,227,967,949,18,0,967,740,227,967,949,18,0,967
1580,1580,549,266,815,791,24,0,815,741,227,968,950,18,0,968,741,227,968,950,18,0,968
1581,1581,549,266,815,791,24,0,815,742,227,969,951,18,0,969,742,227,969,951,18,0,969
1582,1582,549,266,815,791,24,0,815,742,227,969,951,18,0,969,742,227,969,951,18,0,969
1583,1583,549,266,815,791,24,0,815,742,227,969,951,18,0,969,742,227,969,951,18,0,969
1584,1584,549,266,815,791,24,0,815,742,227,969,951,18,0,969,742,227,969,951,18,0,969
1585,1585,549,266,815,791,24,0,815,742,227,969,951,18,0,969,742,227,969,951,18,0,969
1586,1586,549,266,815,791,24,0,815,742,227,969,951,18,0,969,742,227,969,951,18,0,969
1587,1587,549,266,815,791,24,0,815,742,227,969,951,18,0,969,742,227,969,951,18,0,969
1588,1588,549,266,815,791,24,0,815,742,227,969,951,18,0,969,742,227,969,951,18,0,969
1589,1589,549,266,815,791,24,0,815,742,227,969,951,18,0,969,742,227,969,951,18,0,969
1590,1590,549,266,815,791,24,0,815,742,227,969,951,18,0,969,742,227,969,951,18,0,969
1591,1591,550,266,816,792,24,0,816,742,227,969,951,18,0,969,742,227,969,951,18,0,969
1592,1592,550,266,816,792,24,0,816,743,227,970,952,18,0,970,743,227,970,952,18,0,970
1593,1593,550,266,816,792,24,0,816,743,227,970,952,18,0,970,743,227,970,952,18,0,970
1594,1594,550,266,816,792,24,0,816,743,227,970,952,18,0,970,743,227,970,952,18,0,970
1595,1595,550,266,816,792,24,0,816,743,227,970,952,18,0,970,743,227,970,952,18,0,970
1596,1596,550,266,816,792,24,0,816,743,227,970,952,18,0,970,743,227,970,952,18,0,970
1597,1597,550,266,816,792,24,0,816,743,227,970,952,18,0,970,743,227,970,952,18,0,970
1598,1598,551,266,817,793,24,0,817,743,227,970,952,18,0,970,743,227,970,952,18,0,970
1599,1599,551,266,817,793,24,0,817,743,227,970,952,18,0,970,743,227,970,952,18,0,970
1600,1600,551,266,817,793,24,0,817,743,227,970,952,18,0,970,743,227,970,952,18,0,970
1601,1601,551,266,817,793,24,0,817,743,227,970,952,18,0,970,743,227,970,952,18,0,970
1602,1602,551,266,817,793,24,0,817,743,227,970,952,18,0,970,743,227,970,952,18,0,970
1603,1603,551,266,817,793,24,0,817,743,227,970,952,18,0,970,743,227,970,952,18,0,970
1604,1604,551,266,817,793,24,0,817,743,227,970,952,18,0,970,743,227,970,952,18,0,970
1605,1605,551,266,817,793,24,0,817,743,227,970,952,18,0,970,743,227,970,952,18,0,970
1606,1606,551,266,817,793,24,0,817,743,227,970,952,18,0,970,743,227,970,952,18,0,970
1607,1607,551,266,817,793,24,0,817,743,227,970,952,18,0,970,743,227,970,952,18,0,970
1608,1608,551,266,817,793,24,0,817,743,227,970,952,18,0,970,743,227,970,952,18,0,970
1609,1609,551,266,817,793,24,0,817,743,227,970,952,18,0,970,743,227,970,952,18,0,970
1610,1610,552,266,818,792,26,0,818,743,227,970,952,18,0,970,743,227,970,952,18,0,970
1611,1611,552,266,818,792,26,0,818,743,227,970,952,18,0,970,743,227,970,952,18,0,970
1612,1612,552,266,818,792,26,0,818,743,227,970,952,18,0,970,743,227,970,952,18,0,970
1613,1613,552,266,818,792,26,0,818,743,227,970,952,18,0,970,743,227,970,952,18,0,970
1614,1614,552,266,818,792,26,0,818,743,227,970,952,18,0,970,743,227,970,952,18,0,970
1615,1615,552,266,818,792,26,0,818,743,228,971,951,20,0,971,743,228,971,951,20,0,971
1616,1616,552,266,818,792,26,0,818,743,228,971,951,20,0,971,743,228,971,951,20,0,971
1617,1617,552,266,818,792,26,0,818,743,228,971,951,20,0,971,743,228,971,951,20,0,971
1618,1618,552,266,818,792,26,0,818,743,228,971,951,20,0,971,743,228,971,951,20,0,971
1619,1619,552,266,818,792,26,0,818,743,228,971,951,20,0,971,743,228,971,951,20,0,971
1620,1620,552,266,818,792,26,0,818,743,228,971,951,20,0,971,743,228,971,951,20,0,971
1621,1621,552,266,818,792,26,0,818,744,228,972,952,20,0,972,744,228,972,952,20,0,972
1622,1622,552,266,818,792,26,0,818,744,228,972,952,20,0,972,744,228,972,952,20,0,972
1623,1623,552,266,818,792,26,0,818,744,228,972,952,20,0,972,744,228,972,952,20,0,972
1624,1624,552,266,818,792,26,0,818,744,228,972,952,20,0,972,744,228,972,952,20,0,972
1625,1625,552,266,818,792,26,0,818,744,228,972,952,20,0,972,744,228,972,952,20,0,972
1626,1626,552,266,818,792,26,0,818,745,228,973,953,20,0,973,745,228,973,953,20,0,973
1627,1627,553,266,819,793,26,0,819,745,228,973,953,20,0,973,745,228,973,953,20,0,973
1628,1628,553,266,819,793,26,0,819,745,228,973,953,20,0,973,745,228,973,953,20,0,973
1629,1629,553,266,819,793,26,0,819,745,228,973,953,20,0,973,745,228,973,953,20,0,973
1630,1630,553,266,819,793,26,0,819,745,228,973,953,20,0,973,745,228,973,953,20,0,973
1631,1631,553,266,819,793,26,0,819,745,228,973,953,20,0,973,745,228,973,953,20,0,973
1632,1632,554,266,820,794,26,0,820,745,228,973,953,20,0,973,745,228,973,953,20,0,973
1633,1633,554,266,820,794,26,0,820,745,228,973,953,20,0,973,745,228,973,953,20,0,973
1634,1634,554,266,820,794,26,0,820,746,228,974,954,20,0,974,746,228,974,954,20,0,974
1635,1635,554,266,820,794,26,0,820,746,228,974,954,20,0,974,746,228,974,954,20,0,974
1636,1636,554,266,820,794,26,0,820,746,228,974,954,20,0,974,746,228,974,954,20,0,974
1637,1637,554,266,820,794,26,0,820,747,228,975,955,20,0,975,747,228,975,955,20,0,975
1638,1638,554,266,820,794,26,0,820,747,228,975,955,20,0,975,747,228,975,955,20,0,975
1639,1639,554,266,820,794,26,0,820,747,228,975,955,20,0,975,747,228,975,955,20,0,975
1640,1640,554,266,820,794,26,0,820,747,228,975,955,20,0,975,747,228,975,955,20,0,975
1641,1641,554,266,820,794,26,0,820,747,228,975,955,20,0,975,747,228,975,955,20,0,975
1642,1642,554,266,820,794,26,0,820,747,228,975,955,20,0,975,747,228,975,955,20,0,975
1643,1643,554,266,820,794,26,0,820,747,228,975,955,20,0,975,747,228,975,955,20,0,975
1644,1644,554,266,820,794,26,0,820,747,228,975,955,20,0,975,747,228,975,955,20,0,975
1645,1645,554,266,820,794,26,0,820,747,228,975,955,20,0,975,747,228,975,955,20,0,975
1646,1646,554,266,820,794,26,0,820,747,228,975,955,20,0,975,747,228,975,955,20,0,975
1647,1647,554,266,820,794,26,0,820,747,228,975,955,20,0,975,747,228,975,955,20,0,975
1648,1648,554,266,820,794,26,0,820,747,228,975,955,20,0,975,747,228,975,955,20,0,975
1649,1649,555,266,821,795,26,0,821,747,228,975,955,20,0,975,747,228,975,955,20,0,975
1650,1650,555,266,821,795,26,0,821,747,228,975,955,20,0,975,747,228,975,955,20,0,975
1651,1651,555,266,821,795,26,0,821,747,228,975,955,20,0,975,747,228,975,955,20,0,975
1652,1652,555,266,821,795,26,0,821,747,228,975,955,20,0,975,747,228,975,955,20,0,975
1653,1653,555,266,821,795,26,0,821,747,228,975,955,20,0,975,747,228,975,955,20,0,975
1654,1654,555,266,821,795,26,0,821,747,228,975,955,20,0,975,747,228,975,955,20,0,975
1655,1655,555,266,821,795,26,0,821,747,228,975,955,20,0,975,747,228,975,955,20,0,975
1656,1656,555,266,821,795,26,0,821,749,228,977,957,20,0,977,749,228,977,957,20,0,977
1657,1657,555,266,821,795,26,0,821,749,228,977,957,20,0,977,749,228,977,957,20,0,977
1658,1658,555,266,821,795,26,0,821,749,228,977,957,20,0,977,749,228,977,957,20,0,977
1659,1659,555,266,821,795,26,0,821,749,228,977,957,20,0,977,749,228,977,957,20,0,977
1660,1660,556,266,822,796,26,0,822,749,228,977,957,20,0,977,749,228,977,957,20,0,977
1661,1661,556,266,822,796,26,0,822,749,228,977,957,20,0,977,749,228,977,957,20,0,977
1662,1662,556,266,822,796,26,0,822,749,228,977,957,20,0,977,749,228,977,957,20,0,977
1663,1663,556,266,822,796,26,0,822,749,228,977,957,20,0,977,749,228,977,957,20,0,977
1664,1664,556,266,822,796,26,0,822,749,228,977,957,20,0,977,749,228,977,957,20,0,977
1665,1665,556,266,822,796,26,0,822,749,228,977,957,20,0,977,749,228,977,957,20,0,977
1666,1666,556,266,822,796,26,0,822,749,228,977,957,20,0,977,749,228,977,957,20,0,977
1667,1667,556,266,822,796,26,0,822,749,228,977,957,20,0,977,749,228,977,957,20,0,977
1668,1668,556,266,822,796,26,0,822,749,229,978,958,20,0,978,749,229,978,958,20,0,978
1669,1669,556,266,822,796,26,0,822,750,229,979,959,20,0,979,750,229,979,959,20,0,979
1670,1670,556,266,822,796,26,0,822,750,229,979,959,20,0,979,750,229,979,959,20,0,979
1671,1671,556,266,822,796,26,0,822,750,229,979,959,20,0,979,750,229,979,959,20,0,979
1672,1672,556,266,822,796,26,0,822,750,229,979,959,20,0,979,750,229,979,959,20,0,979
1673,1673,556,266,822,796,26,0,822,750,229,979,959,20,0,979,750,229,979,959,20,0,979
1674,1674,556,266,822,796,26,0,822,750,229,979,959,20,0,979,750,229,979,959,20,0,979
1675,1675,556,266,822,796,26,0,822,750,229,979,959,20,0,979,750,229,979,959,20,0,979
1676,1676,556,266,822,796,26,0,822,750,229,979,959,20,0,979,750,229,979,959,20,0,979
1677,1677,556,266,822,796,26,0,822,750,229,979,959,20,0,979,750,229,979,959,20,0,979
1678,1678,556,266,822,796,26,0,822,750,229,979,959,20,0,979,750,229,979,959,20,0,979
1679,1679,556,266,822,796,26,0,822,750,229,979,959,20,0,979,750,229,979,959,20,0,979
1680,1680,556,266,822,796,26,0,822,750,229,979,959,20,0,979,750,229,979,959,20,0,979
1681,1681,556,266,822,796,26,0,822,750,229,979,959,20,0,979,750,229,979,959,20,0,979
1682,1682,556,266,822,796,26,0,822,750,229,979,959,20,0,979,750,229,979,959,20,0,979
1683,1683,557,266,823,797,26,0,823,750,229,979,959,20,0,979,750,229,979,959,20,0,979
1684,1684,557,266,823,797,26,0,823,750,229,979,959,20,0,979,750,229,979,959,20,0,979
1685,1685,557,266,823,797,26,0,823,750,229,979,959,20,0,979,750,229,979,959,20,0,979
1686,1686,557,266,823,797,26,0,823,750,229,979,959,20,0,979,750,229,979,959,20,0,979
1687,1687,557,266,823,797,26,0,823,750,229,979,959,20,0,979,750,229,979,959,20,0,979
1688,1688,557,266,823,797,26,0,823,751,229,980,960,20,0,980,751,229,980,960,20,0,980
1689,1689,557,266,823,797,26,0,823,751,229,980,960,20,0,980,751,229,980,960,20,0,980
1690,1690,557,266,823,797,26,0,823,751,229,980,960,20,0,980,751,229,980,960,20,0,980
1691,1691,557,266,823,797,26,0,823,752,229,981,961,20,0,981,752,229,981,961,20,0,981
1692,1692,557,266,823,797,26,0,823,752,229,981,961,20,0,981,752,229,981,961,20,0,981
1693,1693,557,266,823,797,26,0,823,752,229,981,961,20,0,981,752,229,981,961,20,0,981
1694,1694,557,266,823,797,26,0,823,752,229,981,961,20,0,981,752,229,981,961,20,0,981
1695,1695,557,266,823,797,26,0,823,752,229,981,961,20,0,981,752,229,981,961,20,0,981
1696,1696,557,266,823,797,26,0,823,752,229,981,961,20,0,981,752,229,981,961,20,0,981
1697,1697,557,266,823,797,26,0,823,752,229,981,961,20,0,981,752,229,981,961,20,0,981
1698,1698,557,266,823,797,26,0,823,752,229,981,961,20,0,981,752,229,981,961,20,0,981
1699,1699,557,266,823,797,26,0,823,752,229,981,961,20,0,981,752,229,981,961,20,0,981
1700,1700,557,266,823,797,26,0,823,752,229,981,961,20,0,981,752,229,981,961,20,0,981
1701,1701,557,266,823,797,26,0,823,753,229,982,962,20,0,982,753,229,982,962,20,0,982
1702,1702,557,266,823,797,26,0,823,753,229,982,962,20,0,982,753,229,982,962,20,0,982
1703,1703,557,266,823,797,26,0,823,753,229,982,962,20,0,982,753,229,982,962,20,0,982
1704,1704,557,266,823,797,26,0,823,753,229,982,962,20,0,982,753,229,982,962,20,0,982
1705,1705,557,266,823,797,26,0,823,753,229,982,962,20,0,982,753,229,982,962,20,0,982
1706,1706,557,266,823,797,26,0,823,753,229,982,962,20,0,982,753,229,982,962,20,0,982
1707,1707,557,266,823,797,26,0,823,753,229,982,962,20,0,982,753,229,982,962,20,0,982
1708,1708,557,266,823,797,26,0,823,753,229,982,962,20,0,982,753,229,982,962,20,0,982
1709,1709,557,266,823,797,26,0,823,753,229,982,962,20,0,982,753,229,982,962,20,0,982
1710,1710,557,266,823,797,26,0,823,753,229,982,962,20,0,982,753,229,982,962,20,0,982
1711,1711,557,266,823,797,26,0,823,753,229,982,962,20,0,982,753,229,982,962,20,0,982
1712,1712,557,266,823,797,26,0,823,753,229,982,962,20,0,982,753,229,982,962,20,0,982
1713,1713,557,266,823,797,26,0,823,753,229,982,962,20,0,982,753,229,982,962,20,0,982
1714,1714,557,266,823,797,26,0,823,754,229,983,963,20,0,983,754,229,983,963,20,0,983
1715,1715,557,266,823,797,26,0,823,754,229,983,963,20,0,983,754,229,983,963,20,0,983
1716,1716,557,266,823,797,26,0,823,754,229,983,963,20,0,983,754,229,983,963,20,0,983
1717,1717,557,266,823,797,26,0,823,755,229,984,964,20,0,984,755,229,984,964,20,0,984
1718,1718,557,266,823,797,26,0,823,756,229,985,965,20,0,985,756,229,985,965,20,0,985
1719,1719,557,266,823,797,26,0,823,756,229,985,965,20,0,985,756,229,985,965,20,0,985
1720,1720,557,266,823,797,26,0,823,756,229,985,965,20,0,985,756,229,985,965,20,0,985
1721,1721,558,266,824,798,26,0,824,756,229,985,965,20,0,985,756,229,985,965,20,0,985
1722,1722,558,266,824,798,26,0,824,757,229,986,966,20,0,986,757,229,986,966,20,0,986
1723,1723,558,266,824,798,26,0,824,757,229,986,966,20,0,986,757,229,986,966,20,0,986
1724,1724,558,266,824,798,26,0,824,757,229,986,966,20,0,986,757,229,986,966,20,0,986
1725,1725,558,266,824,798,26,0,824,757,229,986,966,20,0,986,757,229,986,966,20,0,986
1726,1726,558,266,824,798,26,0,824,757,229,986,966,20,0,986,757,229,986,966,20,0,986
1727,1727,558,266,824,798,26,0,824,757,229,986,966,20,0,986,757,229,986,966,20,0,986
1728,1728,558,266,824,798,26,0,824,757,229,986,966,20,0,986,757,229,986,966,20,0,986
1729,1729,558,266,824,798,26,0,824,757,229,986,966,20,0,986,757,229,986,966,20,0,986
1730,1730,558,266,824,798,26,0,824,758,229,987,967,20,0,987,758,229,987,967,20,0,987
1731,1731,558,266,824,798,26,0,824,758,229,987,967,20,0,987,758,229,987,967,20,0,987
1732,1732,559,266,825,799,26,0,825,758,229,987,967,20,0,987,758,229,987,967,20,0,987
1733,1733,559,266,825,799,26,0,825,758,229,987,967,20,0,987,758,229,987,967,20,0,987
1734,1734,559,266,825,799,26,0,825,758,229,987,967,20,0,987,758,229,987,967,20,0,987
1735,1735,559,266,825,799,26,0,825,758,229,987,967,20,0,987,758,229,987,967,20,0,987
1736,1736,559,266,825,799,26,0,825,758,229,987,967,20,0,987,758,229,987,967,20,0,987
1737,1737,559,266,825,799,26,0,825,758,229,987,967,20,0,987,758,229,987,967,20,0,987
1738,1738,559,266,825,799,26,0,825,758,229,987,967,20,0,987,758,229,987,967,20,0,987
1739,1739,559,266,825,799,26,0,825,758,229,987,967,20,0,987,758,229,987,967,20,0,987
1740,1740,559,266,825,799,26,0,825,758,229,987,967,20,0,987,758,229,987,967,20,0,987
1741,1741,560,266,826,800,26,0,826,758,229,987,967,20,0,987,758,229,987,967,20,0,987
1742,1742,560,266,826,800,26,0,826,758,229,987,967,20,0,987,758,229,987,967,20,0,987
1743,1743,560,266,826,800,26,0,826,758,229,987,967,20,0,987,758,229,987,967,20,0,987
1744,1744,560,266,826,800,26,0,826,758,229,987,967,20,0,987,758,229,987,967,20,0,987
1745,1745,560,266,826,800,26,0,826,759,229,988,968,20,0,988,759,229,988,968,20,0,988
1746,1746,560,266,826,800,26,0,826,759,229,988,968,20,0,988,759,229,988,968,20,0,988
1747,1747,560,266,826,800,26,0,826,759,229,988,968,20,0,988,759,229,988,968,20,0,988
1748,1748,560,266,826,800,26,0,826,759,229,988,968,20,0,988,759,229,988,968,20,0,988
1749,1749,560,266,826,800,26,0,826,759,229,988,968,20,0,988,759,229,988,968,20,0,988
1750,1750,560,266,826,800,26,0,826,759,229,988,968,20,0,988,759,229,988,968,20,0,988
1751,1751,560,266,826,800,26,0,826,759,229,988,968,20,0,988,759,229,988,968,20,0,988
1752,1752,560,266,826,800,26,0,826,759,229,988,968,20,0,988,759,229,988,968,20,0,988
1753,1753,560,266,826,800,26,0,826,759,229,988,968,20,0,988,759,229,988,968,20,0,988
1754,1754,560,266,826,800,26,0,826,759,229,988,968,20,0,988,759,229,988,968,20,0,988
1755,1755,560,266,826,800,26,0,826,759,229,988,968,20,0,988,759,229,988,968,20,0,988
1756,1756,560,266,826,800,26,0,826,759,229,988,968,20,0,988,759,229,988,968,20,0,988
1757,1757,560,266,826,800,26,0,826,759,229,988,968,20,0,988,759,229,988,968,20,0,988
1758,1758,560,266,826,800,26,0,826,760,229,989,969,20,0,989,760,229,989,969,20,0,989
1759,1759,560,266,826,800,26,0,826,760,229,989,969,20,0,989,760,229,989,969,20,0,989
1760,1760,560,266,826,800,26,0,826,761,229,990,970,20,0,990,761,229,990,970,20,0,990
1761,1761,560,266,826,800,26,0,826,762,229,991,971,20,0,991,762,229,991,971,20,0,991
1762,1762,561,266,827,801,26,0,827,762,229,991,971,20,0,991,762,229,991,971,20,0,991
1763,1763,561,266,827,801,26,0,827,762,229,991,971,20,0,991,762,229,991,971,20,0,991
1764,1764,562,266,828,802,26,0,828,762,229,991,971,20,0,991,762,229,991,971,20,0,991
1765,1765,563,266,829,803,26,0,829,762,229,991,971,20,0,991,762,229,991,971,20,0,991
1766,1766,563,266,829,803,26,0,829,763,229,992,972,20,0,992,763,229,992,972,20,0,992
1767,1767,563,266,829,803,26,0,829,764,229,993,973,20,0,993,764,229,993,973,20,0,993
1768,1768,563,266,829,803,26,0,829,764,229,993,973,20,0,993,764,229,993,973,20,0,993
1769,1769,563,266,829,803,26,0,829,765,229,994,974,20,0,994,765,229,994,974,20,0,994
1770,1770,563,266,829,803,26,0,829,765,229,994,974,20,0,994,765,229,994,974,20,0,994
1771,1771,563,266,829,803,26,0,829,765,229,994,974,20,0,994,765,229,994,974,20,0,994
1772,1772,563,266,829,803,26,0,829,765,229,994,974,20,0,994,765,229,994,974,20,0,994
1773,1773,563,266,829,803,26,0,829,765,229,994,974,20,0,994,765,229,994,974,20,0,994
1774,1774,563,266,829,803,26,0,829,765,229,994,974,20,0,994,765,229,994,974,20,0,994
1775,1775,563,266,829,803,26,0,829,765,229,994,974,20,0,994,765,229,994,974,20,0,994
1776,1776,563,266,829,803,26,0,829,765,229,994,974,20,0,994,765,229,994,974,20,0,994
1777,1777,563,266,829,803,26,0,829,765,229,994,974,20,0,994,765,229,994,974,20,0,994
1778,1778,563,266,829,803,26,0,829,765,229,994,974,20,0,994,765,229,994,974,20,0,994
1779,1779,563,266,829,803,26,0,829,765,229,994,974,20,0,994,765,229,994,974,20,0,994
1780,1780,563,266,829,803,26,0,829,765,229,994,974,20,0,994,765,229,994,974,20,0,994
1781,1781,563,266,829,803,26,0,829,765,229,994,974,20,0,994,765,229,994,974,20,0,994
1782,1782,563,266,829,803,26,0,829,765,229,994,974,20,0,994,765,229,994,974,20,0,994
1783,1783,564,266,830,804,26,0,830,765,229,994,974,20,0,994,765,229,994,974,20,0,994
1784,1784,564,266,830,804,26,0,830,765,229,994,974,20,0,994,765,229,994,974,20,0,994
1785,1785,564,266,830,804,26,0,830,765,229,994,974,20,0,994,765,229,994,974,20,0,994
1786,1786,564,266,830,804,26,0,830,765,229,994,974,20,0,994,765,229,994,974,20,0,994
1787,1787,564,266,830,804,26,0,830,765,229,994,974,20,0,994,765,229,994,974,20,0,994
1788,1788,564,266,830,804,26,0,830,765,229,994,974,20,0,994,765,229,994,974,20,0,994
1789,1789,564,266,830,804,26,0,830,765,229,994,974,20,0,994,765,229,994,974,20,0,994
1790,1790,564,266,830,804,26,0,830,765,229,994,974,20,0,994,765,229,994,974,20,0,994
1791,1791,564,266,830,804,26,0,830,765,229,994,974,20,0,994,765,229,994,974,20,0,994
1792,1792,564,266,830,804,26,0,830,765,229,994,974,20,0,994,765,229,994,974,20,0,994
1793,1793,564,266,830,804,26,0,830,765,229,994,974,20,0,994,765,229,994,974,20,0,994
1794,1794,564,266,830,804,26,0,830,765,229,994,974,20,0,994,765,229,994,974,20,0,994
1795,1795,564,266,830,804,26,0,830,765,229,994,974,20,0,994,765,229,994,974,20,0,994
1796,1796,564,266,830,804,26,0,830,765,229,994,974,20,0,994,765,229,994,974,20,0,994
1797,1797,564,266,830,804,26,0,830,765,229,994,974,20,0,994,765,229,994,974,20,0,994
1798,1798,565,266,831,805,26,0,831,765,229,994,974,20,0,994,765,229,994,974,20,0,994
1799,1799,565,266,831,805,26,0,831,765,229,994,974,20,0,994,765,229,994,974,20,0,994
1800,1800,565,266,831,805,26,0,831,765,229,994,974,20,0,994,765,229,994,974,20,0,994
1801,1801,565,266,831,805,26,0,831,765,229,994,974,20,0,994,765,229,994,974,20,0,994
1802,1802,565,266,831,805,26,0,831,765,229,994,974,20,0,994,765,229,994,974,20,0,994
1803,1803,565,266,831,805,26,0,831,765,229,994,974,20,0,994,765,229,994,974,20,0,994
1804,1804,565,266,831,805,26,0,831,765,229,994,974,20,0,994,765,229,994,974,20,0,994
1805,1805,565,266,831,805,26,0,831,765,229,994,974,20,0,994,765,229,994,974,20,0,994
1806,1806,565,266,831,805,26,0,831,766,229,995,975,20,0,995,766,229,995,975,20,0,995
1807,1807,565,266,831,805,26,0,831,766,229,995,975,20,0,995,766,229,995,975,20,0,995
1808,1808,565,266,831,805,26,0,831,766,229,995,975,20,0,995,766,229,995,975,20,0,995
1809,1809,565,266,831,805,26,0,831,766,229,995,975,20,0,995,766,229,995,975,20,0,995
1810,1810,565,266,831,805,26,0,831,766,229,995,975,20,0,995,766,229,995,975,20,0,995
1811,1811,565,266,831,805,26,0,831,766,229,995,975,20,0,995,766,229,995,975,20,0,995
1812,1812,565,266,831,805,26,0,831,766,230,996,976,20,0,996,766,230,996,976,20,0,996
1813,1813,565,266,831,805,26,0,831,766,230,996,976,20,0,996,766,230,996,976,20,0,996
1814,1814,565,266,831,805,26,0,831,766,230,996,976,20,0,996,766,230,996,976,20,0,996
1815,1815,565,266,831,805,26,0,831,766,230,996,976,20,0,996,766,230,996,976,20,0,996
1816,1816,565,266,831,805,26,0,831,766,230,996,976,20,0,996,766,230,996,976,20,0,996
1817,1817,565,266,831,805,26,0,831,766,230,996,976,20,0,996,766,230,996,976,20,0,996
1818,1818,565,266,831,805,26,0,831,766,231,997,977,20,0,997,766,231,997,977,20,0,997
1819,1819,565,266,831,805,26,0,831,766,231,997,977,20,0,997,766,231,997,977,20,0,997
1820,1820,565,266,831,805,26,0,831,766,231,997,977,20,0,997,766,231,997,977,20,0,997
1821,1821,565,266,831,805,26,0,831,766,231,997,977,20,0,997,766,231,997,977,20,0,997
1822,1822,565,266,831,805,26,0,831,766,231,997,977,20,0,997,766,231,997,977,20,0,997
1823,1823,565,266,831,805,26,0,831,766,231,997,977,20,0,997,766,231,997,977,20,0,997
1824,1824,565,266,831,805,26,0,831,766,231,997,977,20,0,997,766,231,997,977,20,0,997
1825,1825,566,266,832,804,28,0,832,766,231,997,977,20,0,997,766,231,997,977,20,0,997
1826,1826,566,266,832,804,28,0,832,767,231,998,978,20,0,998,767,231,998,978,20,0,998
1827,1827,566,266,832,804,28,0,832,767,231,998,978,20,0,998,767,231,998,978,20,0,998
1828,1828,566,266,832,804,28,0,832,767,231,998,978,20,0,998,767,231,998,978,20,0,998
1829,1829,566,266,832,804,28,0,832,767,231,998,978,20,0,998,767,231,998,978,20,0,998
1830,1830,566,266,832,804,28,0,832,767,231,998,978,20,0,998,767,231,998,978,20,0,998
1831,1831,567,266,833,805,28,0,833,767,231,998,978,20,0,998,767,231,998,978,20,0,998
1832,1832,567,266,833,805,28,0,833,767,231,998,978,20,0,998,767,231,998,978,20,0,998
1833,1833,567,266,833,805,28,0,833,768,231,999,979,20,0,999,768,231,999,979,20,0,999
1834,1834,567,266,833,805,28,0,833,768,231,999,979,20,0,999,768,231,999,979,20,0,999
1835,1835,567,266,833,805,28,0,833,768,231,999,979,20,0,999,768,231,999,979,20,0,999
1836,1836,567,266,833,805,28,0,833,768,231,999,979,20,0,999,768,231,999,979,20,0,999
1837,1837,567,266,833,805,28,0,833,768,231,999,979,20,0,999,768,231,999,979,20,0,999
1838,1838,567,266,833,805,28,0,833,768,231,999,979,20,0,999,768,231,999,979,20,0,999
1839,1839,567,266,833,805,28,0,833,769,231,1000,980,20,0,1000,769,231,1000,980,20,0,1000
1840,1840,567,266,833,805,28,0,833,769,231,1000,980,20,0,1000,769,231,1000,980,20,0,1000
1841,1841,567,266,833,805,28,0,833,769,231,1000,980,20,0,1000,769,231,1000,980,20,0,1000
1842,1842,567,266,833,805,28,0,833,770,231,1001,981,20,0,1001,770,231,1001,981,20,0,1001
1843,1843,567,266,833,805,28,0,833,770,231,1001,981,20,0,1001,770,231,1001,981,20,0,1001
1844,1844,567,266,833,805,28,0,833,770,231,1001,981,20,0,1001,770,231,1001,981,20,0,1001
1845,1845,567,266,833,805,28,0,833,771,231,1002,982,20,0,1002,771,231,1002,982,20,0,1002
1846,1846,567,266,833,805,28,0,833,771,231,1002,982,20,0,1002,771,231,1002,982,20,0,1002
1847,1847,567,266,833,805,28,0,833,771,231,1002,982,20,0,1002,771,231,1002,982,20,0,1002
1848,1848,567,266,833,805,28,0,833,771,231,1002,982,20,0,1002,771,231,1002,982,20,0,1002
1849,1849,567,266,833,805,28,0,833,771,231,1002,982,20,0,1002,771,231,1002,982,20,0,1002
1850,1850,567,266,833,805,28,0,833,771,231,1002,982,20,0,1002,771,231,1002,982,20,0,1002
1851,1851,567,266,833,805,28,0,833,771,231,1002,982,20,0,1002,771,231,1002,982,20,0,1002
1852,1852,567,266,833,805,28,0,833,771,231,1002,982,20,0,1002,771,231,1002,982,20,0,1002
1853,1853,567,266,833,805,28,0,833,771,231,1002,982,20,0,1002,771,231,1002,982,20,0,1002
1854,1854,567,266,833,805,28,0,833,771,231,1002,982,20,0,1002,771,231,1002,982,20,0,1002
1855,1855,567,266,833,805,28,0,833,771,231,1002,982,20,0,1002,771,231,1002,982,20,0,1002
1856,1856,567,266,833,805,28,0,833,771,231,1002,982,20,0,1002,771,231,1002,982,20,0,1002
1857,1857,567,266,833,805,28,0,833,771,231,1002,982,20,0,1002,771,231,1002,982,20,0,1002
1858,1858,567,266,833,805,28,0,833,771,231,1002,982,20,0,1002,771,231,1002,982,20,0,1002
1859,1859,567,266,833,805,28,0,833,771,231,1002,982,20,0,1002,771,231,1002,982,20,0,1002
1860,1860,567,266,833,805,28,0,833,771,231,1002,982,20,0,1002,771,231,1002,982,20,0,1002
1861,1861,567,266,833,805,28,0,833,771,231,1002,982,20,0,1002,771,231,1002,982,20,0,1002
