,cycle,population_active__t1,population_passive__t1,population_total__t1,mut_population_active__t1,mut_population_passive__t1,mut_population_total__t1,population_active__t2,population_passive__t2,population_total__t2,mut_population_active__t2,mut_population_passive__t2,mut_population_total__t2,population_active__t3,population_passive__t3,population_total__t3,mut_population_active__t3,mut_population_passive__t3,mut_population_total__t3
1183,1183,0,946,946,0,478,478,0,998,998,0,998,998,0,1052,1052,0,978,978
1184,1184,0,946,946,0,478,478,0,997,997,0,997,997,0,1052,1052,0,978,978
1185,1185,0,946,946,0,478,478,0,997,997,0,997,997,0,1052,1052,0,978,978
1186,1186,0,946,946,0,478,478,0,997,997,0,997,997,0,1053,1053,0,979,979
1187,1187,0,947,947,0,478,478,0,998,998,0,998,998,0,1053,1053,0,979,979
1188,1188,0,947,947,0,478,478,0,999,999,0,999,999,0,1054,1054,0,980,980
1189,1189,0,947,947,0,478,478,0,999,999,0,999,999,0,1054,1054,0,980,980
1190,1190,0,947,947,0,478,478,0,998,998,0,998,998,0,1054,1054,0,980,980
1191,1191,0,947,947,0,478,478,0,998,998,0,998,998,0,1054,1054,0,980,980
1192,1192,0,947,947,0,478,478,0,999,999,0,999,999,0,1054,1054,0,980,980
1193,1193,0,947,947,0,478,478,0,999,999,0,999,999,0,1054,1054,0,980,980
1194,1194,0,947,947,0,478,478,0,999,999,0,999,999,0,1054,1054,0,980,980
1195,1195,0,949,949,0,479,479,0,999,999,0,999,999,0,1055,1055,0,981,981
1196,1196,0,949,949,0,479,479,0,997,997,0,997,997,0,1055,1055,0,981,981
1197,1197,0,949,949,0,479,479,0,998,998,0,998,998,0,1055,1055,0,981,981
1198,1198,0,949,949,0,479,479,0,998,998,0,998,998,0,1055,1055,0,981,981
1199,1199,0,949,949,0,479,479,0,998,998,0,998,998,0,1055,1055,0,981,981
1200,1200,0,949,949,0,479,479,0,998,998,0,998,998,0,1055,1055,0,981,981
1201,1201,0,949,949,0,479,479,0,999,999,0,999,999,0,1055,1055,0,981,981
1202,1202,0,949,949,0,479,479,0,998,998,0,998,998,0,1055,1055,0,981,981
1203,1203,0,950,950,0,480,480,0,999,999,0,999,999,0,1055,1055,0,981,981
1204,1204,0,950,950,0,480,480,0,999,999,0,999,999,0,1055,1055,0,981,981
1205,1205,0,951,951,0,481,481,0,999,999,0,999,999,0,1055,1055,0,981,981
1206,1206,0,951,951,0,482,482,0,999,999,0,999,999,0,1056,1056,0,982,982
1207,1207,0,952,952,0,483,483,0,1000,1000,0,1000,1000,0,1056,1056,0,982,982
1208,1208,0,952,952,0,483,483,0,1000,1000,0,1000,1000,0,1057,1057,0,983,983
1209,1209,0,952,952,0,483,483,0,1000,1000,0,1000,1000,0,1057,1057,0,983,983
1210,1210,0,952,952,0,483,483,0,1000,1000,0,1000,1000,0,1058,1058,0,984,984
1211,1211,0,952,952,0,483,483,0,1000,1000,0,1000,1000,0,1058,1058,0,984,984
1212,1212,0,953,953,0,484,484,0,1001,1001,0,1001,1001,0,1057,1057,0,983,983
1213,1213,0,953,953,0,484,484,0,1002,1002,0,1002,1002,0,1057,1057,0,983,983
1214,1214,0,953,953,0,484,484,0,1002,1002,0,1002,1002,0,1057,1057,0,983,983
1215,1215,0,953,953,0,484,484,0,1002,1002,0,1002,1002,0,1057,1057,0,983,983
1216,1216,0,953,953,0,484,484,0,1002,1002,0,1002,1002,0,1057,1057,0,983,983
1217,1217,0,953,953,0,484,484,0,1003,1003,0,1003,1003,0,1057,1057,0,983,983
1218,1218,0,953,953,0,484,484,0,1003,1003,0,1003,1003,0,1057,1057,0,983,983
1219,1219,0,953,953,0,484,484,0,1003,1003,0,1003,1003,0,1057,1057,0,983,983
1220,1220,0,952,952,0,484,484,0,1003,1003,0,1003,1003,0,1057,1057,0,983,983
1221,1221,0,952,952,0,484,484,0,1003,1003,0,1003,1003,0,1057,1057,0,983,983
1222,1222,0,952,952,0,484,484,0,1004,1004,0,1004,1004,0,1058,1058,0,984,984
1223,1223,0,952,952,0,484,484,0,1004,1004,0,1004,1004,0,1058,1058,0,984,984
1224,1224,0,952,952,0,484,484,0,1005,1005,0,1005,1005,0,1058,1058,0,984,984
1225,1225,0,952,952,0,484,484,0,1005,1005,0,1005,1005,0,1058,1058,0,984,984
1226,1226,0,952,952,0,484,484,0,1005,1005,0,1005,1005,0,1058,1058,0,984,984
1227,1227,0,952,952,0,484,484,0,1005,1005,0,1005,1005,0,1058,1058,0,984,984
1228,1228,0,953,953,0,484,484,0,1004,1004,0,1004,1004,0,1058,1058,0,984,984
1229,1229,0,953,953,0,484,484,0,1004,1004,0,1004,1004,0,1057,1057,0,983,983
1230,1230,0,952,952,0,484,484,0,1004,1004,0,1004,1004,0,1057,1057,0,983,983
1231,1231,0,952,952,0,484,484,0,1004,1004,0,1004,1004,0,1058,1058,0,984,984
1232,1232,0,952,952,0,484,484,0,1004,1004,0,1004,1004,0,1058,1058,0,984,984
1233,1233,0,952,952,0,484,484,0,1004,1004,0,1004,1004,0,1058,1058,0,984,984
1234,1234,0,952,952,0,484,484,0,1004,1004,0,1004,1004,0,1058,1058,0,984,984
1235,1235,0,952,952,0,484,484,0,1005,1005,0,1005,1005,0,1058,1058,0,984,984
1236,1236,0,952,952,0,484,484,0,1006,1006,0,1006,1006,0,1058,1058,0,984,984
1237,1237,0,953,953,0,484,484,0,1007,1007,0,1007,1007,0,1058,1058,0,984,984
1238,1238,0,953,953,0,484,484,0,1007,1007,0,1007,1007,0,1058,1058,0,984,984
1239,1239,0,953,953,0,484,484,0,1008,1008,0,1008,1008,0,1058,1058,0,984,984
1240,1240,0,953,953,0,484,484,0,1008,1008,0,1008,1008,0,1058,1058,0,984,984
1241,1241,0,953,953,0,484,484,0,1007,1007,0,1007,1007,0,1058,1058,0,984,984
1242,1242,0,953,953,0,484,484,0,1007,1007,0,1007,1007,0,1058,1058,0,984,984
1243,1243,0,953,953,0,484,484,0,1006,1006,0,1006,1006,0,1058,1058,0,984,984
1244,1244,0,953,953,0,484,484,0,1006,1006,0,1006,1006,0,1058,1058,0,984,984
1245,1245,0,953,953,0,484,484,0,1006,1006,0,1006,1006,0,1058,1058,0,984,984
1246,1246,0,953,953,0,484,484,0,1006,1006,0,1006,1006,0,1058,1058,0,984,984
1247,1247,0,953,953,0,484,484,0,1006,1006,0,1006,1006,0,1059,1059,0,985,985
1248,1248,0,954,954,0,485,485,0,1006,1006,0,1006,1006,0,1060,1060,0,986,986
1249,1249,0,955,955,0,486,486,0,1006,1006,0,1006,1006,0,1060,1060,0,986,986
1250,1250,0,955,955,0,486,486,0,1006,1006,0,1006,1006,0,1060,1060,0,986,986
1251,1251,0,955,955,0,486,486,0,1006,1006,0,1006,1006,0,1060,1060,0,986,986
1252,1252,0,955,955,0,486,486,0,1005,1005,0,1005,1005,0,1060,1060,0,986,986
1253,1253,0,955,955,0,486,486,0,1006,1006,0,1006,1006,0,1060,1060,0,986,986
1254,1254,0,955,955,0,487,487,0,1006,1006,0,1006,1006,0,1059,1059,0,985,985
1255,1255,0,955,955,0,487,487,0,1006,1006,0,1006,1006,0,1059,1059,0,985,985
1256,1256,0,956,956,0,487,487,0,1006,1006,0,1006,1006,0,1060,1060,0,986,986
1257,1257,0,956,956,0,487,487,0,1006,1006,0,1006,1006,0,1062,1062,0,988,988
1258,1258,0,957,957,0,488,488,0,1006,1006,0,1006,1006,0,1062,1062,0,988,988
1259,1259,0,957,957,0,488,488,0,1006,1006,0,1006,1006,0,1062,1062,0,988,988
1260,1260,0,957,957,0,488,488,0,1006,1006,0,1006,1006,0,1064,1064,0,990,990
1261,1261,0,957,957,0,488,488,0,1006,1006,0,1006,1006,0,1063,1063,0,989,989
1262,1262,0,957,957,0,488,488,0,1006,1006,0,1006,1006,0,1061,1061,0,987,987
1263,1263,0,957,957,0,488,488,0,1006,1006,0,1006,1006,0,1061,1061,0,987,987
1264,1264,0,957,957,0,488,488,0,1006,1006,0,1006,1006,0,1061,1061,0,987,987
1265,1265,0,957,957,0,488,488,0,1006,1006,0,1006,1006,0,1061,1061,0,987,987
1266,1266,0,957,957,0,488,488,0,1006,1006,0,1006,1006,0,1061,1061,0,987,987
1267,1267,0,957,957,0,488,488,0,1006,1006,0,1006,1006,0,1061,1061,0,987,987
1268,1268,0,957,957,0,488,488,0,1007,1007,0,1007,1007,0,1061,1061,0,987,987
1269,1269,0,957,957,0,488,488,0,1007,1007,0,1007,1007,0,1060,1060,0,986,986
1270,1270,0,957,957,0,488,488,0,1006,1006,0,1006,1006,0,1060,1060,0,986,986
1271,1271,0,957,957,0,488,488,0,1006,1006,0,1006,1006,0,1060,1060,0,986,986
1272,1272,0,957,957,0,488,488,0,1007,1007,0,1007,1007,0,1059,1059,0,985,985
1273,1273,0,957,957,0,488,488,0,1007,1007,0,1007,1007,0,1059,1059,0,985,985
1274,1274,0,957,957,0,488,488,0,1007,1007,0,1007,1007,0,1059,1059,0,985,985
1275,1275,0,957,957,0,488,488,0,1007,1007,0,1007,1007,0,1059,1059,0,985,985
1276,1276,0,958,958,0,489,489,0,1007,1007,0,1007,1007,0,1058,1058,0,984,984
1277,1277,0,958,958,0,489,489,0,1007,1007,0,1007,1007,0,1058,1058,0,984,984
1278,1278,0,958,958,0,489,489,0,1007,1007,0,1007,1007,0,1058,1058,0,984,984
1279,1279,0,958,958,0,489,489,0,1006,1006,0,1006,1006,0,1058,1058,0,984,984
1280,1280,0,959,959,0,489,489,0,1006,1006,0,1006,1006,0,1058,1058,0,984,984
1281,1281,0,959,959,0,489,489,0,1006,1006,0,1006,1006,0,1058,1058,0,984,984
1282,1282,0,959,959,0,489,489,0,1006,1006,0,1006,1006,0,1058,1058,0,984,984
1283,1283,0,959,959,0,489,489,0,1006,1006,0,1006,1006,0,1057,1057,0,983,983
1284,1284,0,959,959,0,489,489,0,1006,1006,0,1006,1006,0,1057,1057,0,983,983
1285,1285,0,960,960,0,489,489,0,1006,1006,0,1006,1006,0,1057,1057,0,983,983
1286,1286,0,961,961,0,490,490,0,1006,1006,0,1006,1006,0,1057,1057,0,983,983
1287,1287,0,961,961,0,490,490,0,1006,1006,0,1006,1006,0,1057,1057,0,983,983
1288,1288,0,961,961,0,490,490,0,1005,1005,0,1005,1005,0,1057,1057,0,983,983
1289,1289,0,961,961,0,490,490,0,1005,1005,0,1005,1005,0,1057,1057,0,983,983
1290,1290,0,961,961,0,490,490,0,1005,1005,0,1005,1005,0,1057,1057,0,983,983
1291,1291,0,961,961,0,490,490,0,1006,1006,0,1006,1006,0,1057,1057,0,983,983
1292,1292,0,961,961,0,490,490,0,1006,1006,0,1006,1006,0,1057,1057,0,983,983
1293,1293,0,963,963,0,492,492,0,1006,1006,0,1006,1006,0,1057,1057,0,983,983
1294,1294,0,963,963,0,492,492,0,1006,1006,0,1006,1006,0,1057,1057,0,983,983
1295,1295,0,963,963,0,492,492,0,1006,1006,0,1006,1006,0,1058,1058,0,984,984
1296,1296,0,964,964,0,492,492,0,1006,1006,0,1006,1006,0,1058,1058,0,984,984
1297,1297,0,964,964,0,492,492,0,1006,1006,0,1006,1006,0,1058,1058,0,984,984
1298,1298,0,964,964,0,492,492,0,1007,1007,0,1007,1007,0,1058,1058,0,984,984
1299,1299,0,964,964,0,492,492,0,1008,1008,0,1008,1008,0,1057,1057,0,983,983
1300,1300,0,964,964,0,492,492,0,1008,1008,0,1008,1008,0,1057,1057,0,983,983
1301,1301,0,964,964,0,492,492,0,1008,1008,0,1008,1008,0,1057,1057,0,983,983
1302,1302,0,964,964,0,492,492,0,1008,1008,0,1008,1008,0,1057,1057,0,983,983
1303,1303,0,964,964,0,492,492,0,1008,1008,0,1008,1008,0,1057,1057,0,983,983
1304,1304,0,965,965,0,492,492,0,1008,1008,0,1008,1008,0,1057,1057,0,983,983
1305,1305,0,965,965,0,492,492,0,1008,1008,0,1008,1008,0,1056,1056,0,982,982
1306,1306,0,966,966,0,493,493,0,1008,1008,0,1008,1008,0,1057,1057,0,983,983
1307,1307,0,967,967,0,495,495,0,1008,1008,0,1008,1008,0,1056,1056,0,982,982
1308,1308,0,968,968,0,495,495,0,1008,1008,0,1008,1008,0,1056,1056,0,982,982
1309,1309,0,968,968,0,495,495,0,1009,1009,0,1009,1009,0,1056,1056,0,982,982
1310,1310,0,969,969,0,496,496,0,1008,1008,0,1008,1008,0,1057,1057,0,983,983
1311,1311,0,969,969,0,496,496,0,1008,1008,0,1008,1008,0,1057,1057,0,983,983
1312,1312,0,969,969,0,496,496,0,1009,1009,0,1009,1009,0,1057,1057,0,983,983
1313,1313,0,969,969,0,496,496,0,1010,1010,0,1010,1010,0,1057,1057,0,983,983
1314,1314,0,969,969,0,496,496,0,1011,1011,0,1011,1011,0,1056,1056,0,982,982
1315,1315,0,969,969,0,496,496,0,1011,1011,0,1011,1011,0,1056,1056,0,982,982
1316,1316,0,968,968,0,495,495,0,1011,1011,0,1011,1011,0,1056,1056,0,982,982
1317,1317,0,968,968,0,495,495,0,1011,1011,0,1011,1011,0,1056,1056,0,982,982
1318,1318,0,968,968,0,495,495,0,1011,1011,0,1011,1011,0,1057,1057,0,983,983
1319,1319,0,968,968,0,495,495,0,1011,1011,0,1011,1011,0,1057,1057,0,983,983
1320,1320,0,968,968,0,495,495,0,1011,1011,0,1011,1011,0,1057,1057,0,983,983
1321,1321,0,968,968,0,495,495,0,1010,1010,0,1010,1010,0,1056,1056,0,982,982
1322,1322,0,967,967,0,495,495,0,1010,1010,0,1010,1010,0,1056,1056,0,982,982
1323,1323,0,967,967,0,495,495,0,1010,1010,0,1010,1010,0,1056,1056,0,982,982
1324,1324,0,968,968,0,495,495,0,1010,1010,0,1010,1010,0,1056,1056,0,982,982
1325,1325,0,968,968,0,495,495,0,1009,1009,0,1009,1009,0,1056,1056,0,982,982
1326,1326,0,968,968,0,495,495,0,1009,1009,0,1009,1009,0,1056,1056,0,982,982
1327,1327,0,968,968,0,495,495,0,1010,1010,0,1010,1010,0,1056,1056,0,982,982
1328,1328,0,968,968,0,495,495,0,1010,1010,0,1010,1010,0,1056,1056,0,982,982
1329,1329,0,968,968,0,495,495,0,1010,1010,0,1010,1010,0,1056,1056,0,982,982
1330,1330,0,968,968,0,495,495,0,1010,1010,0,1010,1010,0,1056,1056,0,982,982
1331,1331,0,968,968,0,495,495,0,1010,1010,0,1010,1010,0,1056,1056,0,982,982
1332,1332,0,968,968,0,495,495,0,1011,1011,0,1011,1011,0,1056,1056,0,982,982
1333,1333,0,969,969,0,495,495,0,1011,1011,0,1011,1011,0,1056,1056,0,982,982
1334,1334,0,968,968,0,495,495,0,1010,1010,0,1010,1010,0,1056,1056,0,982,982
1335,1335,0,969,969,0,496,496,0,1010,1010,0,1010,1010,0,1056,1056,0,982,982
1336,1336,0,969,969,0,496,496,0,1010,1010,0,1010,1010,0,1055,1055,0,981,981
1337,1337,0,969,969,0,496,496,0,1011,1011,0,1011,1011,0,1057,1057,0,983,983
1338,1338,0,969,969,0,496,496,0,1012,1012,0,1012,1012,0,1057,1057,0,983,983
1339,1339,0,971,971,0,497,497,0,1012,1012,0,1012,1012,0,1057,1057,0,983,983
1340,1340,0,972,972,0,498,498,0,1012,1012,0,1012,1012,0,1057,1057,0,983,983
1341,1341,0,972,972,0,498,498,0,1012,1012,0,1012,1012,0,1057,1057,0,983,983
1342,1342,0,972,972,0,498,498,0,1012,1012,0,1012,1012,0,1057,1057,0,983,983
1343,1343,0,972,972,0,498,498,0,1012,1012,0,1012,1012,0,1058,1058,0,984,984
1344,1344,0,974,974,0,498,498,0,1012,1012,0,1012,1012,0,1057,1057,0,983,983
1345,1345,0,975,975,0,499,499,0,1012,1012,0,1012,1012,0,1057,1057,0,983,983
1346,1346,0,976,976,0,500,500,0,1012,1012,0,1012,1012,0,1057,1057,0,983,983
1347,1347,0,976,976,0,499,499,0,1012,1012,0,1012,1012,0,1057,1057,0,983,983
1348,1348,0,976,976,0,499,499,0,1013,1013,0,1013,1013,0,1057,1057,0,983,983
1349,1349,0,978,978,0,500,500,0,1014,1014,0,1014,1014,0,1057,1057,0,983,983
1350,1350,0,978,978,0,500,500,0,1014,1014,0,1014,1014,0,1057,1057,0,983,983
1351,1351,0,978,978,0,500,500,0,1014,1014,0,1014,1014,0,1057,1057,0,983,983
1352,1352,0,978,978,0,500,500,0,1015,1015,0,1015,1015,0,1057,1057,0,983,983
1353,1353,0,978,978,0,500,500,0,1015,1015,0,1015,1015,0,1057,1057,0,983,983
1354,1354,0,978,978,0,500,500,0,1015,1015,0,1015,1015,0,1057,1057,0,983,983
1355,1355,0,978,978,0,500,500,0,1015,1015,0,1015,1015,0,1057,1057,0,983,983
1356,1356,0,978,978,0,500,500,0,1015,1015,0,1015,1015,0,1057,1057,0,983,983
1357,1357,0,978,978,0,500,500,0,1015,1015,0,1015,1015,0,1057,1057,0,983,983
1358,1358,0,978,978,0,500,500,0,1015,1015,0,1015,1015,0,1056,1056,0,982,982
1359,1359,0,978,978,0,500,500,0,1015,1015,0,1015,1015,0,1056,1056,0,982,982
1360,1360,0,978,978,0,500,500,0,1015,1015,0,1015,1015,0,1055,1055,0,981,981
1361,1361,0,978,978,0,500,500,0,1015,1015,0,1015,1015,0,1055,1055,0,981,981
1362,1362,0,979,979,0,501,501,0,1016,1016,0,1016,1016,0,1055,1055,0,981,981
1363,1363,0,979,979,0,501,501,0,1016,1016,0,1016,1016,0,1054,1054,0,980,980
1364,1364,0,979,979,0,501,501,0,1016,1016,0,1016,1016,0,1054,1054,0,980,980
1365,1365,0,979,979,0,501,501,0,1016,1016,0,1016,1016,0,1053,1053,0,979,979
1366,1366,0,981,981,0,503,503,0,1016,1016,0,1016,1016,0,1054,1054,0,980,980
1367,1367,0,981,981,0,503,503,0,1017,1017,0,1017,1017,0,1052,1052,0,978,978
1368,1368,0,981,981,0,503,503,0,1017,1017,0,1017,1017,0,1052,1052,0,978,978
1369,1369,0,981,981,0,503,503,0,1017,1017,0,1017,1017,0,1052,1052,0,978,978
1370,1370,0,982,982,0,504,504,0,1017,1017,0,1017,1017,0,1052,1052,0,978,978
1371,1371,0,982,982,0,504,504,0,1016,1016,0,1016,1016,0,1052,1052,0,978,978
1372,1372,0,982,982,0,504,504,0,1018,1018,0,1018,1018,0,1052,1052,0,978,978
1373,1373,0,982,982,0,504,504,0,1018,1018,0,1018,1018,0,1052,1052,0,978,978
1374,1374,0,981,981,0,504,504,0,1019,1019,0,1019,1019,0,1052,1052,0,978,978
1375,1375,0,981,981,0,504,504,0,1019,1019,0,1019,1019,0,1052,1052,0,978,978
1376,1376,0,981,981,0,504,504,0,1019,1019,0,1019,1019,0,1051,1051,0,977,977
1377,1377,0,981,981,0,504,504,0,1019,1019,0,1019,1019,0,1051,1051,0,977,977
1378,1378,0,981,981,0,504,504,0,1018,1018,0,1018,1018,0,1052,1052,0,978,978
1379,1379,0,981,981,0,504,504,0,1017,1017,0,1017,1017,0,1052,1052,0,978,978
1380,1380,0,981,981,0,504,504,0,1017,1017,0,1017,1017,0,1053,1053,0,979,979
1381,1381,0,981,981,0,504,504,0,1017,1017,0,1017,1017,0,1053,1053,0,979,979
1382,1382,0,981,981,0,504,504,0,1017,1017,0,1017,1017,0,1053,1053,0,979,979
1383,1383,0,981,981,0,504,504,0,1017,1017,0,1017,1017,0,1053,1053,0,979,979
1384,1384,0,981,981,0,504,504,0,1017,1017,0,1017,1017,0,1053,1053,0,979,979
1385,1385,0,981,981,0,504,504,0,1017,1017,0,1017,1017,0,1053,1053,0,979,979
1386,1386,0,981,981,0,504,504,0,1017,1017,0,1017,1017,0,1052,1052,0,978,978
1387,1387,0,982,982,0,505,505,0,1017,1017,0,1017,1017,0,1052,1052,0,978,978
1388,1388,0,982,982,0,505,505,0,1017,1017,0,1017,1017,0,1051,1051,0,977,977
1389,1389,0,982,982,0,505,505,0,1017,1017,0,1017,1017,0,1051,1051,0,977,977
1390,1390,0,982,982,0,505,505,0,1018,1018,0,1018,1018,0,1051,1051,0,977,977
1391,1391,0,982,982,0,505,505,0,1018,1018,0,1018,1018,0,1051,1051,0,977,977
1392,1392,0,982,982,0,505,505,0,1019,1019,0,1019,1019,0,1051,1051,0,977,977
1393,1393,0,983,983,0,506,506,0,1019,1019,0,1019,1019,0,1052,1052,0,978,978
1394,1394,0,983,983,0,506,506,0,1018,1018,0,1018,1018,0,1052,1052,0,978,978
1395,1395,0,983,983,0,506,506,0,1017,1017,0,1017,1017,0,1051,1051,0,978,978
1396,1396,0,984,984,0,506,506,0,1016,1016,0,1016,1016,0,1051,1051,0,978,978
1397,1397,0,984,984,0,506,506,0,1016,1016,0,1016,1016,0,1051,1051,0,978,978
1398,1398,0,984,984,0,506,506,0,1016,1016,0,1016,1016,0,1051,1051,0,978,978
1399,1399,0,985,985,0,506,506,0,1016,1016,0,1016,1016,0,1052,1052,0,979,979
1400,1400,0,986,986,0,507,507,0,1016,1016,0,1016,1016,0,1052,1052,0,979,979
1401,1401,0,986,986,0,507,507,0,1018,1018,0,1018,1018,0,1051,1051,0,978,978
1402,1402,0,986,986,0,507,507,0,1018,1018,0,1018,1018,0,1052,1052,0,979,979
1403,1403,0,986,986,0,507,507,0,1018,1018,0,1018,1018,0,1051,1051,0,978,978
1404,1404,0,987,987,0,508,508,0,1017,1017,0,1017,1017,0,1050,1050,0,977,977
1405,1405,0,988,988,0,509,509,0,1016,1016,0,1016,1016,0,1049,1049,0,977,977
1406,1406,0,988,988,0,509,509,0,1016,1016,0,1016,1016,0,1049,1049,0,977,977
1407,1407,0,988,988,0,509,509,0,1016,1016,0,1016,1016,0,1048,1048,0,976,976
1408,1408,0,988,988,0,509,509,0,1017,1017,0,1017,1017,0,1049,1049,0,977,977
1409,1409,0,988,988,0,509,509,0,1016,1016,0,1016,1016,0,1049,1049,0,977,977
1410,1410,0,988,988,0,509,509,0,1016,1016,0,1016,1016,0,1049,1049,0,977,977
1411,1411,0,988,988,0,509,509,0,1016,1016,0,1016,1016,0,1048,1048,0,976,976
1412,1412,0,988,988,0,509,509,0,1016,1016,0,1016,1016,0,1047,1047,0,975,975
1413,1413,0,988,988,0,509,509,0,1016,1016,0,1016,1016,0,1046,1046,0,974,974
1414,1414,0,988,988,0,509,509,0,1016,1016,0,1016,1016,0,1046,1046,0,974,974
1415,1415,0,988,988,0,509,509,0,1016,1016,0,1016,1016,0,1046,1046,0,974,974
1416,1416,0,989,989,0,509,509,0,1016,1016,0,1016,1016,0,1046,1046,0,974,974
1417,1417,0,989,989,0,509,509,0,1016,1016,0,1016,1016,0,1045,1045,0,973,973
1418,1418,0,989,989,0,509,509,0,1016,1016,0,1016,1016,0,1044,1044,0,972,972
1419,1419,0,989,989,0,509,509,0,1017,1017,0,1017,1017,0,1044,1044,0,972,972
1420,1420,0,989,989,0,509,509,0,1017,1017,0,1017,1017,0,1044,1044,0,972,972
1421,1421,0,989,989,0,509,509,0,1017,1017,0,1017,1017,0,1043,1043,0,971,971
1422,1422,0,989,989,0,509,509,0,1017,1017,0,1017,1017,0,1042,1042,0,970,970
1423,1423,0,989,989,0,509,509,0,1017,1017,0,1017,1017,0,1042,1042,0,970,970
1424,1424,0,989,989,0,509,509,0,1017,1017,0,1017,1017,0,1042,1042,0,970,970
1425,1425,0,989,989,0,509,509,0,1017,1017,0,1017,1017,0,1042,1042,0,970,970
1426,1426,0,989,989,0,509,509,0,1017,1017,0,1017,1017,0,1041,1041,0,969,969
1427,1427,0,989,989,0,509,509,0,1017,1017,0,1017,1017,0,1041,1041,0,969,969
1428,1428,0,989,989,0,509,509,0,1017,1017,0,1017,1017,0,1041,1041,0,969,969
1429,1429,0,991,991,0,511,511,0,1016,1016,0,1016,1016,0,1041,1041,0,969,969
1430,1430,0,991,991,0,511,511,0,1017,1017,0,1017,1017,0,1041,1041,0,969,969
1431,1431,0,991,991,0,511,511,0,1017,1017,0,1017,1017,0,1041,1041,0,969,969
1432,1432,0,991,991,0,511,511,0,1018,1018,0,1018,1018,0,1041,1041,0,969,969
1433,1433,0,993,993,0,511,511,0,1018,1018,0,1018,1018,0,1041,1041,0,969,969
1434,1434,0,993,993,0,511,511,0,1018,1018,0,1018,1018,0,1040,1040,0,969,969
1435,1435,0,994,994,0,512,512,0,1018,1018,0,1018,1018,0,1039,1039,0,968,968
1436,1436,0,994,994,0,512,512,0,1018,1018,0,1018,1018,0,1039,1039,0,968,968
1437,1437,0,995,995,0,513,513,0,1018,1018,0,1018,1018,0,1039,1039,0,968,968
1438,1438,0,995,995,0,513,513,0,1018,1018,0,1018,1018,0,1039,1039,0,968,968
1439,1439,0,996,996,0,514,514,0,1017,1017,0,1017,1017,0,1039,1039,0,968,968
1440,1440,0,996,996,0,514,514,0,1018,1018,0,1018,1018,0,1039,1039,0,968,968
1441,1441,0,996,996,0,514,514,0,1018,1018,0,1018,1018,0,1039,1039,0,968,968
1442,1442,0,995,995,0,514,514,0,1018,1018,0,1018,1018,0,1039,1039,0,968,968
1443,1443,0,996,996,0,514,514,0,1018,1018,0,1018,1018,0,1040,1040,0,969,969
1444,1444,0,996,996,0,514,514,0,1018,1018,0,1018,1018,0,1040,1040,0,969,969
1445,1445,0,995,995,0,514,514,0,1018,1018,0,1018,1018,0,1040,1040,0,969,969
1446,1446,0,995,995,0,514,514,0,1018,1018,0,1018,1018,0,1040,1040,0,969,969
1447,1447,0,995,995,0,514,514,0,1018,1018,0,1018,1018,0,1038,1038,0,967,967
1448,1448,0,995,995,0,514,514,0,1018,1018,0,1018,1018,0,1038,1038,0,967,967
1449,1449,0,997,997,0,515,515,0,1018,1018,0,1018,1018,0,1038,1038,0,967,967
1450,1450,0,998,998,0,516,516,0,1017,1017,0,1017,1017,0,1038,1038,0,967,967
1451,1451,0,999,999,0,517,517,0,1018,1018,0,1018,1018,0,1038,1038,0,967,967
1452,1452,0,1000,1000,0,517,517,0,1018,1018,0,1018,1018,0,1038,1038,0,967,967
1453,1453,0,1000,1000,0,517,517,0,1018,1018,0,1018,1018,0,1038,1038,0,967,967
1454,1454,0,1000,1000,0,517,517,0,1017,1017,0,1017,1017,0,1038,1038,0,967,967
1455,1455,0,1000,1000,0,517,517,0,1017,1017,0,1017,1017,0,1037,1037,0,966,966
1456,1456,0,1000,1000,0,517,517,0,1017,1017,0,1017,1017,0,1037,1037,0,966,966
1457,1457,0,1000,1000,0,517,517,0,1017,1017,0,1017,1017,0,1037,1037,0,966,966
1458,1458,0,1000,1000,0,517,517,0,1017,1017,0,1017,1017,0,1036,1036,0,965,965
1459,1459,0,1001,1001,0,518,518,0,1017,1017,0,1017,1017,0,1036,1036,0,965,965
1460,1460,0,1001,1001,0,518,518,0,1018,1018,0,1018,1018,0,1036,1036,0,965,965
1461,1461,0,1001,1001,0,518,518,0,1017,1017,0,1017,1017,0,1036,1036,0,965,965
1462,1462,0,1001,1001,0,518,518,0,1018,1018,0,1018,1018,0,1035,1035,0,964,964
1463,1463,0,1001,1001,0,518,518,0,1018,1018,0,1018,1018,0,1035,1035,0,964,964
1464,1464,0,1001,1001,0,518,518,0,1017,1017,0,1017,1017,0,1035,1035,0,964,964
1465,1465,0,1001,1001,0,518,518,0,1017,1017,0,1017,1017,0,1034,1034,0,963,963
1466,1466,0,1000,1000,0,518,518,0,1017,1017,0,1017,1017,0,1034,1034,0,963,963
1467,1467,0,1000,1000,0,518,518,0,1017,1017,0,1017,1017,0,1034,1034,0,963,963
1468,1468,0,1000,1000,0,518,518,0,1018,1018,0,1018,1018,0,1034,1034,0,963,963
1469,1469,0,1001,1001,0,519,519,0,1018,1018,0,1018,1018,0,1034,1034,0,963,963
1470,1470,0,1001,1001,0,519,519,0,1018,1018,0,1018,1018,0,1034,1034,0,963,963
1471,1471,0,1001,1001,0,519,519,0,1018,1018,0,1018,1018,0,1034,1034,0,963,963
