,cycle,population_active__t1,population_passive__t1,population_total__t1,mut_population_active__t1,mut_population_passive__t1,mut_population_total__t1,population_active__t2,population_passive__t2,population_total__t2,mut_population_active__t2,mut_population_passive__t2,mut_population_total__t2,population_active__t3,population_passive__t3,population_total__t3,mut_population_active__t3,mut_population_passive__t3,mut_population_total__t3
1867,1867,0,1006,1006,0,544,544,0,1009,1009,0,1009,1009,0,981,981,0,914,914
1868,1868,0,1007,1007,0,545,545,0,1010,1010,0,1010,1010,0,981,981,0,914,914
1869,1869,0,1007,1007,0,545,545,0,1010,1010,0,1010,1010,0,981,981,0,914,914
1870,1870,0,1006,1006,0,545,545,0,1010,1010,0,1010,1010,0,982,982,0,915,915
1871,1871,0,1006,1006,0,545,545,0,1010,1010,0,1010,1010,0,982,982,0,915,915
1872,1872,0,1006,1006,0,545,545,0,1010,1010,0,1010,1010,0,982,982,0,915,915
1873,1873,0,1006,1006,0,545,545,0,1010,1010,0,1010,1010,0,982,982,0,915,915
1874,1874,0,1006,1006,0,545,545,0,1010,1010,0,1010,1010,0,982,982,0,915,915
1875,1875,0,1006,1006,0,545,545,0,1010,1010,0,1010,1010,0,982,982,0,915,915
1876,1876,0,1006,1006,0,545,545,0,1009,1009,0,1009,1009,0,982,982,0,915,915
1877,1877,0,1006,1006,0,545,545,0,1009,1009,0,1009,1009,0,982,982,0,915,915
1878,1878,0,1006,1006,0,545,545,0,1009,1009,0,1009,1009,0,982,982,0,915,915
1879,1879,0,1006,1006,0,545,545,0,1009,1009,0,1009,1009,0,982,982,0,915,915
1880,1880,0,1006,1006,0,545,545,0,1009,1009,0,1009,1009,0,982,982,0,915,915
1881,1881,0,1006,1006,0,545,545,0,1009,1009,0,1009,1009,0,982,982,0,915,915
1882,1882,0,1006,1006,0,545,545,0,1010,1010,0,1010,1010,0,982,982,0,915,915
1883,1883,0,1007,1007,0,546,546,0,1010,1010,0,1010,1010,0,982,982,0,915,915
1884,1884,0,1007,1007,0,546,546,0,1010,1010,0,1010,1010,0,981,981,0,914,914
1885,1885,0,1007,1007,0,546,546,0,1009,1009,0,1009,1009,0,981,981,0,914,914
1886,1886,0,1006,1006,0,546,546,0,1009,1009,0,1009,1009,0,981,981,0,914,914
1887,1887,0,1006,1006,0,546,546,0,1010,1010,0,1010,1010,0,981,981,0,914,914
1888,1888,0,1006,1006,0,546,546,0,1010,1010,0,1010,1010,0,981,981,0,914,914
1889,1889,0,1006,1006,0,546,546,0,1011,1011,0,1011,1011,0,981,981,0,914,914
1890,1890,0,1004,1004,0,546,546,0,1011,1011,0,1011,1011,0,981,981,0,914,914
1891,1891,0,1004,1004,0,546,546,0,1010,1010,0,1010,1010,0,981,981,0,914,914
1892,1892,0,1004,1004,0,546,546,0,1010,1010,0,1010,1010,0,980,980,0,913,913
1893,1893,0,1005,1005,0,547,547,0,1010,1010,0,1010,1010,0,980,980,0,913,913
1894,1894,0,1004,1004,0,547,547,0,1009,1009,0,1009,1009,0,980,980,0,913,913
1895,1895,0,1004,1004,0,547,547,0,1009,1009,0,1009,1009,0,980,980,0,913,913
1896,1896,0,1004,1004,0,547,547,0,1008,1008,0,1008,1008,0,980,980,0,913,913
1897,1897,0,1005,1005,0,547,547,0,1008,1008,0,1008,1008,0,980,980,0,913,913
1898,1898,0,1004,1004,0,547,547,0,1008,1008,0,1008,1008,0,980,980,0,913,913
1899,1899,0,1004,1004,0,547,547,0,1008,1008,0,1008,1008,0,980,980,0,913,913
1900,1900,0,1004,1004,0,547,547,0,1008,1008,0,1008,1008,0,980,980,0,913,913
1901,1901,0,1004,1004,0,547,547,0,1008,1008,0,1008,1008,0,980,980,0,913,913
1902,1902,0,1004,1004,0,547,547,0,1008,1008,0,1008,1008,0,981,981,0,914,914
1903,1903,0,1004,1004,0,547,547,0,1008,1008,0,1008,1008,0,981,981,0,914,914
1904,1904,0,1006,1006,0,549,549,0,1008,1008,0,1008,1008,0,982,982,0,915,915
1905,1905,0,1007,1007,0,550,550,0,1008,1008,0,1008,1008,0,982,982,0,915,915
1906,1906,0,1007,1007,0,550,550,0,1008,1008,0,1008,1008,0,981,981,0,915,915
1907,1907,0,1007,1007,0,550,550,0,1008,1008,0,1008,1008,0,981,981,0,915,915
1908,1908,0,1007,1007,0,550,550,0,1008,1008,0,1008,1008,0,981,981,0,915,915
1909,1909,0,1007,1007,0,550,550,0,1008,1008,0,1008,1008,0,980,980,0,914,914
1910,1910,0,1007,1007,0,550,550,0,1008,1008,0,1008,1008,0,980,980,0,914,914
1911,1911,0,1007,1007,0,550,550,0,1008,1008,0,1008,1008,0,979,979,0,913,913
1912,1912,0,1006,1006,0,549,549,0,1008,1008,0,1008,1008,0,979,979,0,913,913
1913,1913,0,1007,1007,0,550,550,0,1008,1008,0,1008,1008,0,979,979,0,913,913
1914,1914,0,1007,1007,0,550,550,0,1008,1008,0,1008,1008,0,979,979,0,913,913
1915,1915,0,1007,1007,0,550,550,0,1007,1007,0,1007,1007,0,979,979,0,913,913
1916,1916,0,1007,1007,0,550,550,0,1007,1007,0,1007,1007,0,979,979,0,913,913
1917,1917,0,1008,1008,0,551,551,0,1006,1006,0,1006,1006,0,978,978,0,912,912
1918,1918,0,1008,1008,0,551,551,0,1005,1005,0,1005,1005,0,978,978,0,912,912
1919,1919,0,1008,1008,0,551,551,0,1004,1004,0,1004,1004,0,978,978,0,912,912
1920,1920,0,1008,1008,0,551,551,0,1004,1004,0,1004,1004,0,979,979,0,913,913
1921,1921,0,1008,1008,0,551,551,0,1004,1004,0,1004,1004,0,979,979,0,913,913
1922,1922,0,1007,1007,0,551,551,0,1005,1005,0,1005,1005,0,979,979,0,913,913
1923,1923,0,1007,1007,0,551,551,0,1004,1004,0,1004,1004,0,979,979,0,913,913
1924,1924,0,1007,1007,0,551,551,0,1005,1005,0,1005,1005,0,980,980,0,914,914
1925,1925,0,1007,1007,0,551,551,0,1006,1006,0,1006,1006,0,980,980,0,914,914
1926,1926,0,1007,1007,0,551,551,0,1006,1006,0,1006,1006,0,980,980,0,914,914
1927,1927,0,1008,1008,0,552,552,0,1006,1006,0,1006,1006,0,979,979,0,913,913
1928,1928,0,1008,1008,0,552,552,0,1006,1006,0,1006,1006,0,979,979,0,913,913
1929,1929,0,1008,1008,0,552,552,0,1006,1006,0,1006,1006,0,979,979,0,913,913
1930,1930,0,1008,1008,0,552,552,0,1006,1006,0,1006,1006,0,978,978,0,912,912
1931,1931,0,1008,1008,0,552,552,0,1006,1006,0,1006,1006,0,978,978,0,912,912
1932,1932,0,1008,1008,0,552,552,0,1006,1006,0,1006,1006,0,978,978,0,912,912
1933,1933,0,1008,1008,0,552,552,0,1006,1006,0,1006,1006,0,976,976,0,910,910
1934,1934,0,1007,1007,0,552,552,0,1007,1007,0,1007,1007,0,976,976,0,910,910
1935,1935,0,1007,1007,0,552,552,0,1007,1007,0,1007,1007,0,976,976,0,910,910
1936,1936,0,1007,1007,0,552,552,0,1006,1006,0,1006,1006,0,977,977,0,911,911
1937,1937,0,1007,1007,0,552,552,0,1006,1006,0,1006,1006,0,977,977,0,911,911
1938,1938,0,1006,1006,0,552,552,0,1005,1005,0,1005,1005,0,977,977,0,911,911
1939,1939,0,1006,1006,0,552,552,0,1005,1005,0,1005,1005,0,977,977,0,911,911
1940,1940,0,1006,1006,0,552,552,0,1004,1004,0,1004,1004,0,977,977,0,911,911
1941,1941,0,1006,1006,0,552,552,0,1003,1003,0,1003,1003,0,977,977,0,911,911
1942,1942,0,1006,1006,0,552,552,0,1003,1003,0,1003,1003,0,978,978,0,912,912
1943,1943,0,1006,1006,0,552,552,0,1002,1002,0,1002,1002,0,977,977,0,912,912
1944,1944,0,1006,1006,0,552,552,0,1002,1002,0,1002,1002,0,977,977,0,912,912
1945,1945,0,1007,1007,0,552,552,0,1002,1002,0,1002,1002,0,977,977,0,912,912
1946,1946,0,1008,1008,0,553,553,0,1002,1002,0,1002,1002,0,977,977,0,912,912
1947,1947,0,1008,1008,0,553,553,0,1002,1002,0,1002,1002,0,976,976,0,911,911
1948,1948,0,1008,1008,0,553,553,0,1003,1003,0,1003,1003,0,976,976,0,911,911
1949,1949,0,1009,1009,0,553,553,0,1002,1002,0,1002,1002,0,976,976,0,911,911
1950,1950,0,1009,1009,0,553,553,0,1002,1002,0,1002,1002,0,976,976,0,911,911
1951,1951,0,1009,1009,0,553,553,0,1002,1002,0,1002,1002,0,976,976,0,911,911
1952,1952,0,1008,1008,0,553,553,0,1002,1002,0,1002,1002,0,977,977,0,912,912
1953,1953,0,1008,1008,0,553,553,0,1001,1001,0,1001,1001,0,977,977,0,912,912
1954,1954,0,1008,1008,0,553,553,0,1000,1000,0,1000,1000,0,976,976,0,911,911
1955,1955,0,1008,1008,0,553,553,0,999,999,0,999,999,0,976,976,0,911,911
1956,1956,0,1008,1008,0,553,553,0,999,999,0,999,999,0,976,976,0,911,911
1957,1957,0,1008,1008,0,553,553,0,999,999,0,999,999,0,977,977,0,912,912
1958,1958,0,1008,1008,0,553,553,0,999,999,0,999,999,0,978,978,0,913,913
1959,1959,0,1008,1008,0,553,553,0,999,999,0,999,999,0,979,979,0,914,914
1960,1960,0,1008,1008,0,553,553,0,999,999,0,999,999,0,979,979,0,914,914
1961,1961,0,1008,1008,0,553,553,0,999,999,0,999,999,0,979,979,0,914,914
1962,1962,0,1008,1008,0,553,553,0,998,998,0,998,998,0,979,979,0,914,914
1963,1963,0,1008,1008,0,553,553,0,998,998,0,998,998,0,980,980,0,915,915
1964,1964,0,1009,1009,0,553,553,0,997,997,0,997,997,0,979,979,0,914,914
1965,1965,0,1009,1009,0,553,553,0,998,998,0,998,998,0,979,979,0,914,914
1966,1966,0,1009,1009,0,553,553,0,999,999,0,999,999,0,979,979,0,914,914
1967,1967,0,1009,1009,0,553,553,0,999,999,0,999,999,0,980,980,0,914,914
1968,1968,0,1009,1009,0,553,553,0,999,999,0,999,999,0,980,980,0,914,914
1969,1969,0,1010,1010,0,553,553,0,999,999,0,999,999,0,981,981,0,915,915
1970,1970,0,1010,1010,0,553,553,0,999,999,0,999,999,0,981,981,0,915,915
1971,1971,0,1009,1009,0,552,552,0,999,999,0,999,999,0,980,980,0,914,914
1972,1972,0,1009,1009,0,552,552,0,1000,1000,0,1000,1000,0,981,981,0,915,915
1973,1973,0,1009,1009,0,552,552,0,999,999,0,999,999,0,981,981,0,915,915
1974,1974,0,1009,1009,0,552,552,0,999,999,0,999,999,0,981,981,0,915,915
1975,1975,0,1009,1009,0,552,552,0,998,998,0,998,998,0,981,981,0,915,915
1976,1976,0,1009,1009,0,552,552,0,998,998,0,998,998,0,981,981,0,915,915
1977,1977,0,1010,1010,0,553,553,0,998,998,0,998,998,0,981,981,0,915,915
1978,1978,0,1008,1008,0,553,553,0,998,998,0,998,998,0,981,981,0,915,915
1979,1979,0,1008,1008,0,553,553,0,998,998,0,998,998,0,981,981,0,915,915
1980,1980,0,1008,1008,0,553,553,0,998,998,0,998,998,0,981,981,0,915,915
1981,1981,0,1008,1008,0,553,553,0,998,998,0,998,998,0,981,981,0,915,915
1982,1982,0,1008,1008,0,553,553,0,998,998,0,998,998,0,981,981,0,915,915
1983,1983,0,1008,1008,0,553,553,0,998,998,0,998,998,0,981,981,0,915,915
1984,1984,0,1009,1009,0,553,553,0,997,997,0,997,997,0,982,982,0,916,916
1985,1985,0,1009,1009,0,553,553,0,997,997,0,997,997,0,982,982,0,916,916
1986,1986,0,1008,1008,0,552,552,0,998,998,0,998,998,0,982,982,0,916,916
1987,1987,0,1008,1008,0,552,552,0,998,998,0,998,998,0,982,982,0,916,916
1988,1988,0,1008,1008,0,552,552,0,997,997,0,997,997,0,982,982,0,916,916
1989,1989,0,1008,1008,0,552,552,0,997,997,0,997,997,0,982,982,0,916,916
1990,1990,0,1008,1008,0,552,552,0,997,997,0,997,997,0,982,982,0,916,916
1991,1991,0,1008,1008,0,552,552,0,997,997,0,997,997,0,984,984,0,918,918
1992,1992,0,1008,1008,0,552,552,0,997,997,0,997,997,0,984,984,0,918,918
1993,1993,0,1008,1008,0,552,552,0,997,997,0,997,997,0,983,983,0,917,917
1994,1994,0,1008,1008,0,552,552,0,997,997,0,997,997,0,984,984,0,918,918
1995,1995,0,1008,1008,0,552,552,0,997,997,0,997,997,0,984,984,0,918,918
1996,1996,0,1008,1008,0,552,552,0,998,998,0,998,998,0,984,984,0,918,918
1997,1997,0,1008,1008,0,552,552,0,998,998,0,998,998,0,984,984,0,918,918
1998,1998,0,1008,1008,0,552,552,0,997,997,0,997,997,0,983,983,0,917,917
1999,1999,0,1008,1008,0,552,552,0,997,997,0,997,997,0,982,982,0,916,916
2000,2000,0,1007,1007,0,551,551,0,997,997,0,997,997,0,982,982,0,916,916
2001,2001,0,1007,1007,0,551,551,0,997,997,0,997,997,0,983,983,0,917,917
2002,2002,0,1007,1007,0,551,551,0,997,997,0,997,997,0,984,984,0,918,918
2003,2003,0,1007,1007,0,551,551,0,996,996,0,996,996,0,984,984,0,918,918
2004,2004,0,1007,1007,0,551,551,0,996,996,0,996,996,0,984,984,0,918,918
2005,2005,0,1007,1007,0,551,551,0,996,996,0,996,996,0,984,984,0,918,918
2006,2006,0,1007,1007,0,551,551,0,996,996,0,996,996,0,984,984,0,918,918
2007,2007,0,1007,1007,0,551,551,0,996,996,0,996,996,0,984,984,0,918,918
2008,2008,0,1007,1007,0,551,551,0,996,996,0,996,996,0,984,984,0,918,918
2009,2009,0,1006,1006,0,550,550,0,996,996,0,996,996,0,984,984,0,918,918
2010,2010,0,1006,1006,0,550,550,0,995,995,0,995,995,0,984,984,0,918,918
2011,2011,0,1006,1006,0,550,550,0,995,995,0,995,995,0,984,984,0,918,918
2012,2012,0,1005,1005,0,550,550,0,995,995,0,995,995,0,983,983,0,917,917
2013,2013,0,1005,1005,0,550,550,0,994,994,0,994,994,0,983,983,0,917,917
2014,2014,0,1005,1005,0,550,550,0,993,993,0,993,993,0,983,983,0,917,917
2015,2015,0,1005,1005,0,550,550,0,993,993,0,993,993,0,983,983,0,917,917
2016,2016,0,1005,1005,0,550,550,0,993,993,0,993,993,0,983,983,0,917,917
2017,2017,0,1006,1006,0,551,551,0,993,993,0,993,993,0,983,983,0,917,917
2018,2018,0,1006,1006,0,551,551,0,993,993,0,993,993,0,983,983,0,917,917
2019,2019,0,1006,1006,0,551,551,0,993,993,0,993,993,0,982,982,0,916,916
2020,2020,0,1007,1007,0,552,552,0,993,993,0,993,993,0,983,983,0,917,917
2021,2021,0,1007,1007,0,552,552,0,993,993,0,993,993,0,983,983,0,917,917
2022,2022,0,1007,1007,0,552,552,0,994,994,0,994,994,0,983,983,0,917,917
2023,2023,0,1007,1007,0,552,552,0,993,993,0,993,993,0,983,983,0,917,917
2024,2024,0,1007,1007,0,552,552,0,993,993,0,993,993,0,983,983,0,917,917
2025,2025,0,1008,1008,0,553,553,0,993,993,0,993,993,0,983,983,0,917,917
2026,2026,0,1008,1008,0,553,553,0,993,993,0,993,993,0,983,983,0,917,917
2027,2027,0,1008,1008,0,553,553,0,992,992,0,992,992,0,983,983,0,917,917
2028,2028,0,1009,1009,0,554,554,0,992,992,0,992,992,0,984,984,0,918,918
2029,2029,0,1009,1009,0,554,554,0,992,992,0,992,992,0,983,983,0,917,917
2030,2030,0,1009,1009,0,554,554,0,992,992,0,992,992,0,983,983,0,917,917
2031,2031,0,1009,1009,0,554,554,0,991,991,0,991,991,0,982,982,0,916,916
2032,2032,0,1008,1008,0,553,553,0,991,991,0,991,991,0,982,982,0,916,916
2033,2033,0,1008,1008,0,553,553,0,991,991,0,991,991,0,983,983,0,917,917
2034,2034,0,1007,1007,0,553,553,0,991,991,0,991,991,0,983,983,0,917,917
2035,2035,0,1007,1007,0,553,553,0,991,991,0,991,991,0,983,983,0,917,917
2036,2036,0,1007,1007,0,553,553,0,992,992,0,992,992,0,983,983,0,917,917
2037,2037,0,1007,1007,0,553,553,0,991,991,0,991,991,0,983,983,0,917,917
2038,2038,0,1007,1007,0,553,553,0,991,991,0,991,991,0,983,983,0,917,917
2039,2039,0,1007,1007,0,553,553,0,990,990,0,990,990,0,983,983,0,917,917
2040,2040,0,1007,1007,0,553,553,0,989,989,0,989,989,0,983,983,0,917,917
2041,2041,0,1008,1008,0,554,554,0,989,989,0,989,989,0,983,983,0,917,917
2042,2042,0,1009,1009,0,555,555,0,989,989,0,989,989,0,983,983,0,917,917
2043,2043,0,1010,1010,0,556,556,0,989,989,0,989,989,0,983,983,0,917,917
2044,2044,0,1010,1010,0,556,556,0,989,989,0,989,989,0,983,983,0,917,917
2045,2045,0,1010,1010,0,556,556,0,989,989,0,989,989,0,983,983,0,917,917
2046,2046,0,1010,1010,0,556,556,0,988,988,0,988,988,0,983,983,0,917,917
2047,2047,0,1010,1010,0,556,556,0,988,988,0,988,988,0,982,982,0,916,916
2048,2048,0,1010,1010,0,556,556,0,988,988,0,988,988,0,982,982,0,916,916
2049,2049,0,1010,1010,0,556,556,0,988,988,0,988,988,0,982,982,0,916,916
2050,2050,0,1010,1010,0,556,556,0,988,988,0,988,988,0,982,982,0,916,916
2051,2051,0,1010,1010,0,556,556,0,987,987,0,987,987,0,982,982,0,916,916
2052,2052,0,1010,1010,0,556,556,0,986,986,0,986,986,0,982,982,0,916,916
2053,2053,0,1010,1010,0,556,556,0,985,985,0,985,985,0,982,982,0,916,916
2054,2054,0,1010,1010,0,556,556,0,984,984,0,984,984,0,983,983,0,917,917
2055,2055,0,1010,1010,0,556,556,0,985,985,0,985,985,0,984,984,0,918,918
2056,2056,0,1010,1010,0,556,556,0,986,986,0,986,986,0,984,984,0,918,918
2057,2057,0,1010,1010,0,556,556,0,985,985,0,985,985,0,985,985,0,919,919
2058,2058,0,1010,1010,0,556,556,0,984,984,0,984,984,0,986,986,0,920,920
2059,2059,0,1012,1012,0,558,558,0,984,984,0,984,984,0,986,986,0,920,920
2060,2060,0,1012,1012,0,558,558,0,985,985,0,985,985,0,986,986,0,920,920
2061,2061,0,1012,1012,0,558,558,0,985,985,0,985,985,0,986,986,0,920,920
2062,2062,0,1012,1012,0,558,558,0,985,985,0,985,985,0,986,986,0,920,920
2063,2063,0,1012,1012,0,558,558,0,986,986,0,986,986,0,986,986,0,920,920
2064,2064,0,1012,1012,0,558,558,0,987,987,0,987,987,0,986,986,0,920,920
2065,2065,0,1012,1012,0,558,558,0,986,986,0,986,986,0,986,986,0,920,920
2066,2066,0,1013,1013,0,559,559,0,986,986,0,986,986,0,986,986,0,920,920
2067,2067,0,1013,1013,0,559,559,0,986,986,0,986,986,0,986,986,0,920,920
2068,2068,0,1013,1013,0,559,559,0,986,986,0,986,986,0,986,986,0,920,920
2069,2069,0,1012,1012,0,558,558,0,985,985,0,985,985,0,987,987,0,921,921
2070,2070,0,1012,1012,0,558,558,0,984,984,0,984,984,0,988,988,0,922,922
2071,2071,0,1011,1011,0,557,557,0,984,984,0,984,984,0,988,988,0,922,922
2072,2072,0,1012,1012,0,557,557,0,984,984,0,984,984,0,989,989,0,923,923
2073,2073,0,1012,1012,0,557,557,0,983,983,0,983,983,0,989,989,0,923,923
2074,2074,0,1013,1013,0,558,558,0,982,982,0,982,982,0,989,989,0,923,923
2075,2075,0,1013,1013,0,558,558,0,983,983,0,983,983,0,990,990,0,924,924
2076,2076,0,1014,1014,0,558,558,0,983,983,0,983,983,0,991,991,0,925,925
2077,2077,0,1013,1013,0,557,557,0,983,983,0,983,983,0,991,991,0,925,925
2078,2078,0,1012,1012,0,556,556,0,983,983,0,983,983,0,992,992,0,926,926
2079,2079,0,1012,1012,0,556,556,0,983,983,0,983,983,0,992,992,0,926,926
2080,2080,0,1012,1012,0,556,556,0,983,983,0,983,983,0,992,992,0,926,926
2081,2081,0,1012,1012,0,556,556,0,984,984,0,984,984,0,992,992,0,926,926
2082,2082,0,1011,1011,0,555,555,0,983,983,0,983,983,0,992,992,0,926,926
2083,2083,0,1012,1012,0,555,555,0,983,983,0,983,983,0,992,992,0,926,926
2084,2084,0,1012,1012,0,555,555,0,983,983,0,983,983,0,992,992,0,926,926
2085,2085,0,1012,1012,0,555,555,0,983,983,0,983,983,0,992,992,0,926,926
2086,2086,0,1012,1012,0,555,555,0,984,984,0,984,984,0,992,992,0,926,926
2087,2087,0,1012,1012,0,555,555,0,986,986,0,986,986,0,992,992,0,926,926
2088,2088,0,1012,1012,0,555,555,0,986,986,0,986,986,0,992,992,0,926,926
2089,2089,0,1011,1011,0,554,554,0,986,986,0,986,986,0,992,992,0,926,926
2090,2090,0,1011,1011,0,554,554,0,986,986,0,986,986,0,992,992,0,926,926
2091,2091,0,1011,1011,0,554,554,0,985,985,0,985,985,0,993,993,0,927,927
2092,2092,0,1011,1011,0,554,554,0,986,986,0,986,986,0,994,994,0,928,928
2093,2093,0,1011,1011,0,554,554,0,986,986,0,986,986,0,994,994,0,928,928
2094,2094,0,1011,1011,0,554,554,0,986,986,0,986,986,0,994,994,0,928,928
2095,2095,0,1011,1011,0,554,554,0,986,986,0,986,986,0,995,995,0,929,929
2096,2096,0,1011,1011,0,554,554,0,986,986,0,986,986,0,995,995,0,929,929
2097,2097,0,1010,1010,0,554,554,0,986,986,0,986,986,0,995,995,0,929,929
2098,2098,0,1010,1010,0,554,554,0,986,986,0,986,986,0,995,995,0,929,929
2099,2099,0,1010,1010,0,554,554,0,986,986,0,986,986,0,995,995,0,929,929
2100,2100,0,1010,1010,0,554,554,0,986,986,0,986,986,0,995,995,0,929,929
2101,2101,0,1010,1010,0,554,554,0,986,986,0,986,986,0,995,995,0,929,929
2102,2102,0,1010,1010,0,554,554,0,986,986,0,986,986,0,995,995,0,929,929
2103,2103,0,1009,1009,0,553,553,0,986,986,0,986,986,0,995,995,0,929,929
2104,2104,0,1010,1010,0,553,553,0,987,987,0,987,987,0,995,995,0,929,929
2105,2105,0,1010,1010,0,553,553,0,987,987,0,987,987,0,995,995,0,929,929
2106,2106,0,1010,1010,0,553,553,0,987,987,0,987,987,0,994,994,0,928,928
2107,2107,0,1010,1010,0,553,553,0,987,987,0,987,987,0,994,994,0,928,928
2108,2108,0,1010,1010,0,553,553,0,987,987,0,987,987,0,994,994,0,928,928
2109,2109,0,1010,1010,0,553,553,0,987,987,0,987,987,0,995,995,0,929,929
2110,2110,0,1008,1008,0,553,553,0,988,988,0,988,988,0,994,994,0,928,928
2111,2111,0,1008,1008,0,553,553,0,988,988,0,988,988,0,993,993,0,927,927
2112,2112,0,1008,1008,0,553,553,0,988,988,0,988,988,0,994,994,0,928,928
2113,2113,0,1008,1008,0,553,553,0,988,988,0,988,988,0,994,994,0,928,928
2114,2114,0,1008,1008,0,553,553,0,988,988,0,988,988,0,994,994,0,928,928
2115,2115,0,1008,1008,0,553,553,0,989,989,0,989,989,0,994,994,0,928,928
2116,2116,0,1009,1009,0,554,554,0,990,990,0,990,990,0,994,994,0,928,928
2117,2117,0,1009,1009,0,554,554,0,990,990,0,990,990,0,994,994,0,928,928
2118,2118,0,1009,1009,0,554,554,0,989,989,0,989,989,0,994,994,0,928,928
2119,2119,0,1009,1009,0,554,554,0,989,989,0,989,989,0,994,994,0,928,928
2120,2120,0,1009,1009,0,554,554,0,989,989,0,989,989,0,993,993,0,927,927
2121,2121,0,1009,1009,0,554,554,0,990,990,0,990,990,0,993,993,0,927,927
2122,2122,0,1010,1010,0,555,555,0,990,990,0,990,990,0,993,993,0,927,927
2123,2123,0,1010,1010,0,555,555,0,990,990,0,990,990,0,994,994,0,928,928
2124,2124,0,1010,1010,0,555,555,0,989,989,0,989,989,0,994,994,0,928,928
2125,2125,0,1010,1010,0,555,555,0,989,989,0,989,989,0,994,994,0,928,928
2126,2126,0,1010,1010,0,555,555,0,989,989,0,989,989,0,994,994,0,928,928
2127,2127,0,1009,1009,0,554,554,0,989,989,0,989,989,0,993,993,0,928,928
2128,2128,0,1009,1009,0,554,554,0,990,990,0,990,990,0,993,993,0,928,928
2129,2129,0,1009,1009,0,554,554,0,991,991,0,991,991,0,991,991,0,926,926
2130,2130,0,1008,1008,0,554,554,0,991,991,0,991,991,0,991,991,0,926,926
2131,2131,0,1008,1008,0,554,554,0,991,991,0,991,991,0,991,991,0,926,926
2132,2132,0,1008,1008,0,554,554,0,991,991,0,991,991,0,991,991,0,926,926
2133,2133,0,1007,1007,0,553,553,0,991,991,0,991,991,0,991,991,0,926,926
2134,2134,0,1007,1007,0,553,553,0,991,991,0,991,991,0,991,991,0,926,926
2135,2135,0,1007,1007,0,553,553,0,991,991,0,991,991,0,991,991,0,926,926
2136,2136,0,1006,1006,0,552,552,0,991,991,0,991,991,0,991,991,0,926,926
2137,2137,0,1006,1006,0,552,552,0,991,991,0,991,991,0,991,991,0,926,926
2138,2138,0,1005,1005,0,552,552,0,991,991,0,991,991,0,991,991,0,926,926
2139,2139,0,1005,1005,0,552,552,0,991,991,0,991,991,0,991,991,0,926,926
2140,2140,0,1005,1005,0,552,552,0,991,991,0,991,991,0,991,991,0,926,926
2141,2141,0,1005,1005,0,552,552,0,991,991,0,991,991,0,991,991,0,926,926
2142,2142,0,1005,1005,0,552,552,0,991,991,0,991,991,0,991,991,0,926,926
2143,2143,0,1006,1006,0,553,553,0,992,992,0,992,992,0,991,991,0,926,926
2144,2144,0,1006,1006,0,553,553,0,992,992,0,992,992,0,991,991,0,926,926
2145,2145,0,1006,1006,0,553,553,0,992,992,0,992,992,0,991,991,0,926,926
2146,2146,0,1006,1006,0,553,553,0,992,992,0,992,992,0,990,990,0,925,925
2147,2147,0,1005,1005,0,552,552,0,992,992,0,992,992,0,990,990,0,925,925
2148,2148,0,1005,1005,0,552,552,0,992,992,0,992,992,0,990,990,0,925,925
2149,2149,0,1005,1005,0,552,552,0,992,992,0,992,992,0,989,989,0,924,924
2150,2150,0,1005,1005,0,552,552,0,992,992,0,992,992,0,989,989,0,924,924
2151,2151,0,1005,1005,0,552,552,0,993,993,0,993,993,0,989,989,0,924,924
2152,2152,0,1005,1005,0,552,552,0,993,993,0,993,993,0,989,989,0,924,924
2153,2153,0,1006,1006,0,552,552,0,993,993,0,993,993,0,989,989,0,924,924
2154,2154,0,1004,1004,0,552,552,0,993,993,0,993,993,0,989,989,0,924,924
2155,2155,0,1004,1004,0,552,552,0,993,993,0,993,993,0,990,990,0,925,925
2156,2156,0,1004,1004,0,552,552,0,995,995,0,995,995,0,990,990,0,925,925
2157,2157,0,1004,1004,0,552,552,0,995,995,0,995,995,0,990,990,0,925,925
2158,2158,0,1004,1004,0,552,552,0,995,995,0,995,995,0,991,991,0,926,926
2159,2159,0,1004,1004,0,552,552,0,995,995,0,995,995,0,991,991,0,926,926
2160,2160,0,1004,1004,0,552,552,0,995,995,0,995,995,0,992,992,0,927,927
2161,2161,0,1004,1004,0,552,552,0,995,995,0,995,995,0,992,992,0,927,927
2162,2162,0,1002,1002,0,552,552,0,995,995,0,995,995,0,992,992,0,927,927
2163,2163,0,1002,1002,0,552,552,0,995,995,0,995,995,0,992,992,0,927,927
2164,2164,0,1002,1002,0,552,552,0,995,995,0,995,995,0,992,992,0,927,927
2165,2165,0,1002,1002,0,552,552,0,995,995,0,995,995,0,992,992,0,927,927
2166,2166,0,1002,1002,0,552,552,0,995,995,0,995,995,0,992,992,0,927,927
2167,2167,0,1002,1002,0,552,552,0,994,994,0,994,994,0,992,992,0,927,927
2168,2168,0,1002,1002,0,552,552,0,994,994,0,994,994,0,991,991,0,926,926
2169,2169,0,1001,1001,0,551,551,0,993,993,0,993,993,0,991,991,0,926,926
2170,2170,0,1001,1001,0,551,551,0,993,993,0,993,993,0,991,991,0,926,926
2171,2171,0,1001,1001,0,551,551,0,993,993,0,993,993,0,991,991,0,926,926
2172,2172,0,1000,1000,0,550,550,0,993,993,0,993,993,0,991,991,0,926,926
