,cycle,season (num),population_active__t1,population_passive__t1,population_total__t1,population_active__t2,population_passive__t2,population_total__t2,population_active__t3,population_passive__t3,population_total__t3
97,97,96,16,0,16,0,0,0,16,32,48
98,98,97,16,0,16,0,0,0,16,32,48
99,99,98,16,0,16,0,0,0,16,32,48
100,100,99,16,0,16,0,0,0,16,32,48
101,101,100,16,0,16,0,0,0,16,32,48
102,102,1,16,0,16,0,0,0,16,32,48
103,103,2,16,0,16,0,0,0,16,32,48
104,104,3,16,0,16,0,0,0,16,32,48
105,105,4,16,0,16,0,0,0,16,32,48
106,106,5,16,0,16,0,0,0,16,32,48
107,107,6,16,0,16,0,0,0,16,32,48
108,108,7,16,0,16,0,0,0,16,32,48
109,109,8,16,0,16,0,0,0,16,32,48
110,110,9,16,0,16,0,0,0,16,32,48
111,111,10,16,0,16,0,0,0,16,32,48
112,112,11,32,0,32,0,0,0,30,64,94
113,113,12,32,0,32,0,0,0,30,64,94
114,114,13,32,0,32,0,0,0,30,64,94
115,115,14,31,0,31,0,0,0,30,64,94
116,116,15,31,0,31,0,0,0,30,64,94
117,117,16,30,0,30,0,0,0,30,63,93
118,118,17,30,0,30,0,0,0,29,62,91
119,119,18,29,0,29,0,0,0,29,61,90
120,120,19,29,0,29,0,0,0,29,57,86
121,121,20,29,0,29,0,0,0,29,54,83
122,122,21,28,0,28,0,0,0,28,53,81
123,123,22,28,0,28,0,0,0,25,52,77
124,124,23,26,0,26,0,0,0,23,51,74
125,125,24,26,0,26,0,0,0,21,48,69
126,126,25,24,0,24,0,0,0,20,47,67
127,127,26,23,0,23,0,0,0,19,46,65
128,128,27,44,0,44,0,0,0,38,92,130
129,129,28,42,0,42,0,0,0,38,89,127
130,130,29,40,0,40,0,0,0,36,87,123
131,131,30,38,0,38,0,0,0,36,83,119
132,132,31,38,0,38,0,0,0,36,81,117
133,133,32,37,0,37,0,0,0,34,80,114
134,134,33,37,0,37,0,0,0,34,78,112
135,135,34,37,0,37,0,0,0,34,75,109
136,136,35,37,0,37,0,0,0,34,72,106
137,137,36,37,0,37,0,0,0,34,70,104
138,138,37,37,0,37,0,0,0,34,70,104
139,139,38,37,0,37,0,0,0,34,70,104
140,140,39,37,0,37,0,0,0,34,70,104
141,141,40,37,0,37,0,0,0,34,70,104
142,142,41,37,0,37,0,0,0,34,70,104
143,143,42,37,0,37,0,0,0,34,70,104
144,144,43,37,0,37,0,0,0,34,70,104
145,145,44,74,0,74,0,0,0,34,71,105
146,146,45,74,0,74,0,0,0,34,71,105
147,147,46,74,0,74,0,0,0,34,71,105
148,148,47,74,0,74,0,0,0,34,72,106
149,149,48,74,0,74,0,0,0,34,72,106
150,150,49,74,0,74,0,0,0,34,72,106
151,151,50,74,0,74,0,0,0,34,73,107
152,152,51,74,0,74,0,0,0,34,74,108
153,153,52,74,0,74,0,0,0,34,76,110
154,154,53,74,0,74,0,0,0,34,76,110
155,155,54,74,0,74,0,0,0,34,78,112
156,156,55,74,0,74,0,0,0,34,78,112
157,157,56,74,0,74,0,0,0,38,81,119
158,158,57,74,0,74,0,0,0,40,82,122
159,159,58,74,0,74,0,0,0,45,89,134
160,160,59,74,0,74,0,0,0,50,92,142
161,161,60,74,0,74,0,0,0,50,95,145
162,162,61,74,0,74,0,0,0,52,98,150
163,163,62,74,0,74,0,0,0,53,98,151
164,164,63,148,0,148,0,0,0,57,109,166
165,165,64,148,0,148,0,0,0,57,111,168
166,166,65,148,0,148,0,0,0,60,118,178
167,167,66,148,0,148,0,0,0,62,121,183
168,168,67,148,0,148,0,0,0,62,123,185
169,169,68,148,0,148,0,0,0,63,126,189
170,170,69,148,0,148,0,0,0,63,126,189
171,171,70,148,0,148,0,0,0,64,127,191
172,172,71,148,0,148,0,0,0,64,129,193
173,173,72,148,0,148,0,0,0,65,131,196
174,174,73,148,0,148,0,0,0,66,132,198
175,175,74,148,0,148,0,0,0,66,132,198
176,176,75,148,0,148,0,0,0,66,134,200
177,177,76,148,0,148,0,0,0,66,134,200
178,178,77,148,0,148,0,0,0,67,134,201
179,179,78,148,0,148,0,0,0,67,135,202
180,180,79,148,0,148,0,0,0,67,136,203
181,181,80,148,0,148,0,0,0,67,136,203
182,182,81,148,0,148,0,0,0,67,136,203
183,183,82,148,0,148,0,0,0,67,137,204
184,184,83,148,0,148,0,0,0,67,137,204
185,185,84,148,0,148,0,0,0,67,137,204
186,186,85,296,0,296,0,0,0,67,138,205
187,187,86,296,0,296,0,0,0,68,140,208
188,188,87,296,0,296,0,0,0,68,140,208
189,189,88,296,0,296,0,0,0,68,141,209
190,190,89,296,0,296,0,0,0,68,142,210
191,191,90,296,0,296,0,0,0,69,142,211
192,192,91,296,0,296,0,0,0,69,142,211
193,193,92,296,0,296,0,0,0,69,143,212
194,194,93,296,0,296,0,0,0,69,144,213
195,195,94,296,0,296,0,0,0,69,146,215
196,196,95,296,0,296,0,0,0,69,146,215
197,197,96,296,0,296,0,0,0,70,146,216
198,198,97,296,0,296,0,0,0,70,146,216
199,199,98,296,0,296,0,0,0,70,146,216
200,200,99,296,0,296,0,0,0,71,147,218
201,201,100,296,0,296,0,0,0,71,147,218
202,202,1,296,0,296,0,0,0,71,147,218
203,203,2,296,0,296,0,0,0,71,147,218
204,204,3,296,0,296,0,0,0,71,148,219
205,205,4,296,0,296,0,0,0,71,148,219
206,206,5,296,0,296,0,0,0,71,148,219
207,207,6,296,0,296,0,0,0,71,148,219
208,208,7,296,0,296,0,0,0,71,148,219
209,209,8,296,0,296,0,0,0,71,148,219
210,210,9,296,0,296,0,0,0,71,148,219
211,211,10,296,0,296,0,0,0,71,148,219
212,212,11,296,0,296,0,0,0,70,148,218
213,213,12,296,0,296,0,0,0,70,148,218
214,214,13,293,0,293,0,0,0,70,148,218
215,215,14,293,0,293,0,0,0,69,148,217
216,216,15,288,0,288,0,0,0,69,147,216
217,217,16,285,0,285,0,0,0,66,145,211
218,218,17,280,0,280,0,0,0,66,143,209
219,219,18,270,0,270,0,0,0,64,136,200
220,220,19,267,0,267,0,0,0,61,131,192
221,221,20,254,0,254,0,0,0,58,126,184
222,222,21,250,0,250,0,0,0,57,120,177
223,223,22,245,0,245,0,0,0,55,113,168
224,224,23,239,0,239,0,0,0,53,113,166
225,225,24,227,0,227,0,0,0,50,108,158
226,226,25,217,0,217,0,0,0,47,102,149
227,227,26,208,0,208,0,0,0,43,95,138
228,228,27,200,0,200,0,0,0,38,85,123
229,229,28,196,0,196,0,0,0,36,81,117
230,230,29,186,0,186,0,0,0,33,74,107
231,231,30,182,0,182,0,0,0,32,72,104
232,232,31,179,0,179,0,0,0,30,69,99
233,233,32,175,0,175,0,0,0,30,65,95
234,234,33,174,0,174,0,0,0,28,62,90
235,235,34,170,0,170,0,0,0,26,57,83
236,236,35,169,0,169,0,0,0,23,54,77
237,237,36,169,0,169,0,0,0,22,51,73
238,238,37,168,0,168,0,0,0,19,48,67
239,239,38,168,0,168,0,0,0,17,41,58
240,240,39,168,0,168,0,0,0,15,34,49
241,241,40,168,0,168,0,0,0,15,30,45
242,242,41,168,0,168,0,0,0,13,25,38
243,243,42,115,0,115,0,0,0,9,22,31
244,244,43,114,0,114,0,0,0,9,20,29
245,245,44,61,0,61,0,0,0,9,16,25
246,246,45,60,0,60,0,0,0,9,16,25
247,247,46,42,0,42,0,0,0,9,16,25
248,248,47,41,0,41,0,0,0,9,16,25
249,249,48,41,0,41,0,0,0,9,16,25
250,250,49,40,0,40,0,0,0,9,16,25
251,251,50,40,0,40,0,0,0,9,16,25
252,252,51,40,0,40,0,0,0,9,16,25
253,253,52,40,0,40,0,0,0,9,16,25
254,254,53,40,0,40,0,0,0,9,16,25
255,255,54,40,0,40,0,0,0,9,16,25
256,256,55,40,0,40,0,0,0,9,16,25
257,257,56,40,0,40,0,0,0,9,16,25
258,258,57,40,0,40,0,0,0,9,16,25
259,259,58,40,0,40,0,0,0,9,16,25
260,260,59,40,0,40,0,0,0,9,16,25
261,261,60,40,0,40,0,0,0,9,16,25
262,262,61,40,0,40,0,0,0,9,16,25
263,263,62,40,0,40,0,0,0,9,16,25
264,264,63,40,0,40,0,0,0,9,16,25
265,265,64,40,0,40,0,0,0,9,16,25
266,266,65,40,0,40,0,0,0,9,16,25
267,267,66,40,0,40,0,0,0,9,16,25
268,268,67,40,0,40,0,0,0,9,16,25
269,269,68,40,0,40,0,0,0,9,16,25
270,270,69,40,0,40,0,0,0,9,16,25
271,271,70,40,0,40,0,0,0,9,16,25
272,272,71,40,0,40,0,0,0,9,16,25
273,273,72,40,0,40,0,0,0,9,16,25
274,274,73,40,0,40,0,0,0,9,16,25
275,275,74,40,0,40,0,0,0,9,16,25
276,276,75,40,0,40,0,0,0,9,16,25
277,277,76,40,0,40,0,0,0,9,16,25
278,278,77,40,0,40,0,0,0,9,16,25
279,279,78,40,0,40,0,0,0,9,17,26
280,280,79,40,0,40,0,0,0,10,18,28
281,281,80,40,0,40,0,0,0,10,20,30
282,282,81,40,0,40,0,0,0,11,24,35
283,283,82,41,0,41,0,0,0,12,25,37
284,284,83,41,0,41,0,0,0,12,28,40
285,285,84,46,0,46,0,0,0,13,30,43
286,286,85,46,0,46,0,0,0,14,30,44
287,287,86,58,0,58,0,0,0,17,31,48
288,288,87,58,0,58,0,0,0,18,32,50
289,289,88,73,0,73,0,0,0,18,32,50
290,290,89,76,0,76,0,0,0,18,32,50
291,291,90,79,0,79,0,0,0,18,32,50
292,292,91,80,0,80,0,0,0,18,32,50
293,293,92,80,0,80,0,0,0,18,32,50
294,294,93,80,0,80,0,0,0,18,32,50
295,295,94,80,0,80,0,0,0,18,32,50
296,296,95,80,0,80,0,0,0,18,32,50
297,297,96,80,0,80,0,0,0,18,32,50
298,298,97,80,0,80,0,0,0,18,32,50
299,299,98,80,0,80,0,0,0,18,32,50
300,300,99,80,0,80,0,0,0,18,34,52
301,301,100,80,0,80,0,0,0,20,36,56
302,302,1,80,0,80,0,0,0,20,42,62
303,303,2,82,0,82,0,0,0,24,50,74
304,304,3,82,0,82,0,0,0,24,56,80
305,305,4,92,0,92,0,0,0,26,60,86
306,306,5,92,0,92,0,0,0,32,60,92
307,307,6,116,0,116,0,0,0,36,62,98
308,308,7,146,0,146,0,0,0,36,64,100
309,309,8,152,0,152,0,0,0,36,64,100
310,310,9,158,0,158,0,0,0,36,64,100
311,311,10,160,0,160,0,0,0,36,64,100
312,312,11,160,0,160,0,0,0,36,64,100
313,313,12,159,0,159,0,0,0,36,64,100
314,314,13,159,0,159,0,0,0,36,63,99
315,315,14,159,0,159,0,0,0,36,63,99
316,316,15,156,0,156,0,0,0,36,63,99
317,317,16,150,0,150,0,0,0,33,66,99
318,318,17,147,0,147,0,0,0,37,70,107
319,319,18,142,0,142,0,0,0,35,80,115
320,320,19,138,0,138,0,0,0,42,84,126
321,321,20,135,0,135,0,0,0,42,89,131
322,322,21,134,0,134,0,0,0,45,89,134
323,323,22,123,0,123,0,0,0,56,90,146
324,324,23,119,0,119,0,0,0,58,88,146
325,325,24,112,0,112,0,0,0,56,87,143
326,326,25,106,0,106,0,0,0,53,85,138
327,327,26,103,0,103,0,0,0,51,79,130
328,328,27,99,0,99,0,0,0,51,75,126
329,329,28,97,0,97,0,0,0,51,75,126
330,330,29,93,0,93,0,0,0,51,74,125
331,331,30,91,0,91,0,0,0,47,74,121
332,332,31,91,0,91,0,0,0,47,74,121
333,333,32,89,0,89,0,0,0,45,73,118
334,334,33,89,0,89,0,0,0,43,70,113
335,335,34,87,0,87,0,0,0,42,69,111
336,336,35,86,0,86,0,0,0,42,69,111
337,337,36,85,0,85,0,0,0,42,69,111
338,338,37,84,0,84,0,0,0,42,68,110
339,339,38,84,0,84,0,0,0,42,68,110
340,340,39,84,0,84,0,0,0,42,68,110
341,341,40,84,0,84,0,0,0,42,68,110
342,342,41,84,0,84,0,0,0,42,68,110
343,343,42,84,0,84,0,0,0,42,68,110
344,344,43,84,0,84,0,0,0,42,68,110
345,345,44,84,0,84,0,0,0,42,68,110
346,346,45,84,0,84,0,0,0,42,68,110
347,347,46,84,0,84,0,0,0,42,68,110
348,348,47,84,0,84,0,0,0,42,68,110
349,349,48,84,0,84,0,0,0,42,68,110
350,350,49,84,0,84,0,0,0,42,68,110
351,351,50,84,0,84,0,0,0,42,68,110
352,352,51,84,0,84,0,0,0,42,68,110
353,353,52,84,0,84,0,0,0,42,68,110
354,354,53,84,0,84,0,0,0,42,68,110
355,355,54,84,0,84,0,0,0,42,68,110
356,356,55,84,0,84,0,0,0,42,68,110
357,357,56,84,0,84,0,0,0,42,68,110
358,358,57,84,0,84,0,0,0,42,68,110
359,359,58,84,0,84,0,0,0,42,68,110
360,360,59,84,0,84,0,0,0,42,68,110
361,361,60,84,0,84,0,0,0,42,68,110
362,362,61,84,0,84,0,0,0,42,68,110
363,363,62,84,0,84,0,0,0,42,68,110
364,364,63,84,0,84,0,0,0,42,68,110
365,365,64,84,0,84,0,0,0,42,68,110
366,366,65,84,0,84,0,0,0,42,68,110
367,367,66,84,0,84,0,0,0,42,68,110
368,368,67,84,0,84,0,0,0,42,68,110
369,369,68,84,0,84,0,0,0,42,68,110
370,370,69,84,0,84,0,0,0,42,68,110
371,371,70,84,0,84,0,0,0,42,68,110
372,372,71,84,0,84,0,0,0,42,68,110
373,373,72,84,0,84,0,0,0,42,68,110
374,374,73,85,0,85,0,0,0,42,68,110
375,375,74,85,0,85,0,0,0,42,68,110
376,376,75,86,0,86,0,0,0,42,68,110
377,377,76,86,0,86,0,0,0,42,68,110
378,378,77,87,0,87,0,0,0,42,71,113
379,379,78,88,0,88,0,0,0,44,72,116
380,380,79,88,0,88,0,0,0,45,76,121
381,381,80,89,0,89,0,0,0,48,78,126
382,382,81,96,0,96,0,0,0,51,80,131
383,383,82,98,0,98,0,0,0,55,82,137
384,384,83,110,0,110,0,0,0,60,86,146
385,385,84,111,0,111,0,0,0,63,95,158
386,386,85,135,0,135,0,0,0,67,106,173
387,387,86,139,0,139,0,0,0,70,112,182
388,388,87,148,0,148,0,0,0,71,117,188
389,389,88,156,0,156,0,0,0,74,123,197
390,390,89,164,0,164,0,0,0,76,125,201
391,391,90,166,0,166,0,0,0,76,127,203
392,392,91,167,0,167,0,0,0,76,128,204
393,393,92,168,0,168,0,0,0,76,128,204
394,394,93,168,0,168,0,0,0,76,128,204
395,395,94,168,0,168,0,0,0,76,128,204
396,396,95,170,0,170,0,0,0,76,128,204
397,397,96,172,0,172,0,0,0,76,128,204
398,398,97,172,0,172,0,0,0,76,128,204
399,399,98,173,0,173,0,0,0,76,128,204
400,400,99,173,0,173,0,0,0,76,128,204
401,401,100,173,0,173,0,0,0,76,128,204
402,402,1,174,0,174,0,0,0,76,128,204
403,403,2,174,0,174,0,0,0,76,128,204
404,404,3,174,0,174,0,0,0,76,128,204
405,405,4,174,0,174,0,0,0,76,128,204
406,406,5,174,0,174,0,0,0,76,128,204
407,407,6,174,0,174,0,0,0,76,128,204
408,408,7,174,0,174,0,0,0,76,128,204
409,409,8,174,0,174,0,0,0,76,128,204
410,410,9,174,0,174,0,0,0,76,128,204
411,411,10,174,0,174,0,0,0,76,128,204
412,412,11,174,0,174,0,0,0,76,128,204
413,413,12,173,0,173,0,0,0,76,128,204
414,414,13,172,0,172,0,0,0,75,128,203
415,415,14,172,0,172,0,0,0,74,128,202
416,416,15,172,0,172,0,0,0,73,125,198
417,417,16,169,0,169,0,0,0,71,124,195
418,418,17,166,0,166,0,0,0,70,119,189
419,419,18,160,0,160,0,0,0,68,116,184
420,420,19,154,0,154,0,0,0,66,114,180
421,421,20,150,0,150,0,0,0,64,108,172
422,422,21,145,0,145,0,0,0,62,106,168
423,423,22,141,0,141,0,0,0,58,103,161
424,424,23,136,0,136,0,0,0,56,98,154
425,425,24,129,0,129,0,0,0,53,92,145
426,426,25,126,0,126,0,0,0,51,83,134
427,427,26,119,0,119,0,0,0,49,72,121
428,428,27,115,0,115,0,0,0,46,66,112
429,429,28,113,0,113,0,0,0,45,58,103
430,430,29,109,0,109,0,0,0,43,50,93
431,431,30,103,0,103,0,0,0,40,48,88
432,432,31,98,0,98,0,0,0,31,44,75
433,433,32,94,0,94,0,0,0,23,35,58
434,434,33,93,0,93,0,0,0,18,30,48
435,435,34,92,0,92,0,0,0,14,21,35
436,436,35,88,0,88,0,0,0,12,18,30
437,437,36,85,0,85,0,0,0,10,17,27
438,438,37,80,0,80,0,0,0,8,10,18
439,439,38,75,0,75,0,0,0,8,8,16
440,440,39,72,0,72,0,0,0,8,8,16
441,441,40,61,0,61,0,0,0,7,7,14
442,442,41,57,0,57,0,0,0,7,6,13
443,443,42,49,0,49,0,0,0,6,6,12
444,444,43,49,0,49,0,0,0,6,5,11
445,445,44,42,0,42,0,0,0,6,5,11
446,446,45,41,0,41,0,0,0,6,5,11
447,447,46,40,0,40,0,0,0,6,5,11
448,448,47,37,0,37,0,0,0,6,5,11
449,449,48,37,0,37,0,0,0,6,5,11
450,450,49,37,0,37,0,0,0,6,5,11
451,451,50,37,0,37,0,0,0,6,5,11
452,452,51,37,0,37,0,0,0,6,5,11
453,453,52,37,0,37,0,0,0,6,5,11
454,454,53,37,0,37,0,0,0,6,5,11
455,455,54,37,0,37,0,0,0,6,5,11
456,456,55,37,0,37,0,0,0,6,5,11
457,457,56,37,0,37,0,0,0,6,5,11
458,458,57,37,0,37,0,0,0,6,5,11
459,459,58,37,0,37,0,0,0,6,5,11
460,460,59,37,0,37,0,0,0,6,5,11
461,461,60,37,0,37,0,0,0,6,5,11
462,462,61,37,0,37,0,0,0,6,5,11
463,463,62,37,0,37,0,0,0,6,5,11
464,464,63,37,0,37,0,0,0,6,5,11
465,465,64,37,0,37,0,0,0,6,5,11
466,466,65,37,0,37,0,0,0,6,5,11
467,467,66,37,0,37,0,0,0,6,5,11
468,468,67,37,0,37,0,0,0,6,5,11
469,469,68,37,0,37,0,0,0,6,5,11
470,470,69,37,0,37,0,0,0,6,5,11
471,471,70,37,0,37,0,0,0,6,5,11
472,472,71,37,0,37,0,0,0,6,5,11
473,473,72,37,0,37,0,0,0,6,5,11
474,474,73,37,0,37,0,0,0,6,5,11
475,475,74,37,0,37,0,0,0,6,5,11
476,476,75,37,0,37,0,0,0,7,6,13
477,477,76,37,0,37,0,0,0,7,6,13
478,478,77,37,0,37,0,0,0,9,6,15
479,479,78,37,0,37,0,0,0,9,7,16
480,480,79,37,0,37,0,0,0,9,7,16
481,481,80,37,0,37,0,0,0,10,8,18
482,482,81,37,0,37,0,0,0,11,9,20
483,483,82,43,0,43,0,0,0,12,9,21
484,484,83,46,0,46,0,0,0,12,9,21
485,485,84,53,0,53,0,0,0,12,10,22
486,486,85,56,0,56,0,0,0,12,10,22
487,487,86,61,0,61,0,0,0,12,10,22
488,488,87,65,0,65,0,0,0,12,10,22
489,489,88,71,0,71,0,0,0,12,10,22
490,490,89,72,0,72,0,0,0,12,10,22
491,491,90,74,0,74,0,0,0,12,10,22
492,492,91,74,0,74,0,0,0,12,10,22
493,493,92,74,0,74,0,0,0,12,10,22
494,494,93,74,0,74,0,0,0,12,10,22
495,495,94,74,0,74,0,0,0,12,10,22
496,496,95,74,0,74,0,0,0,12,10,22
497,497,96,74,0,74,0,0,0,14,12,26
498,498,97,74,0,74,0,0,0,14,12,26
499,499,98,74,0,74,0,0,0,18,12,30
500,500,99,74,0,74,0,0,0,18,14,32
501,501,100,74,0,74,0,0,0,18,14,32
502,502,1,74,0,74,0,0,0,20,18,38
503,503,2,86,0,86,0,0,0,24,18,42
504,504,3,92,0,92,0,0,0,24,18,42
505,505,4,106,0,106,0,0,0,24,20,44
506,506,5,114,0,114,0,0,0,24,20,44
507,507,6,126,0,126,0,0,0,24,20,44
508,508,7,142,0,142,0,0,0,24,20,44
509,509,8,144,0,144,0,0,0,24,20,44
510,510,9,148,0,148,0,0,0,24,20,44
511,511,10,148,0,148,0,0,0,24,20,44
512,512,11,148,0,148,0,0,0,24,20,44
513,513,12,148,0,148,0,0,0,24,20,44
514,514,13,148,0,148,0,0,0,24,19,43
515,515,14,145,0,145,0,0,0,28,23,51
516,516,15,143,0,143,0,0,0,28,23,51
517,517,16,141,0,141,0,0,0,36,27,63
518,518,17,138,0,138,0,0,0,36,27,63
519,519,18,132,0,132,0,0,0,38,33,71
520,520,19,141,0,141,0,0,0,45,33,78
521,521,20,136,0,136,0,0,0,44,33,77
522,522,21,132,0,132,0,0,0,40,37,77
523,523,22,130,0,130,0,0,0,39,34,73
524,524,23,124,0,124,0,0,0,37,33,70
525,525,24,117,0,117,0,0,0,35,33,68
526,526,25,114,0,114,0,0,0,33,30,63
527,527,26,110,0,110,0,0,0,32,29,61
528,528,27,106,0,106,0,0,0,31,29,60
529,529,28,103,0,103,0,0,0,29,28,57
530,530,29,99,0,99,0,0,0,26,28,54
531,531,30,96,0,96,0,0,0,28,32,60
532,532,31,95,0,95,0,0,0,28,30,58
533,533,32,94,0,94,0,0,0,35,35,70
534,534,33,91,0,91,0,0,0,35,35,70
535,535,34,89,0,89,0,0,0,39,41,80
536,536,35,88,0,88,0,0,0,47,41,88
537,537,36,88,0,88,0,0,0,46,41,87
538,538,37,87,0,87,0,0,0,46,47,93
539,539,38,87,0,87,0,0,0,46,47,93
540,540,39,87,0,87,0,0,0,46,47,93
541,541,40,87,0,87,0,0,0,46,47,93
542,542,41,87,0,87,0,0,0,46,47,93
543,543,42,87,0,87,0,0,0,46,47,93
544,544,43,87,0,87,0,0,0,46,47,93
545,545,44,82,0,82,0,0,0,46,47,93
546,546,45,82,0,82,0,0,0,46,47,93
547,547,46,82,0,82,0,0,0,46,47,93
548,548,47,82,0,82,0,0,0,53,56,109
549,549,48,82,0,82,0,0,0,53,56,109
550,550,49,81,0,81,0,0,0,66,66,132
551,551,50,81,0,81,0,0,0,66,66,132
552,552,51,81,0,81,0,0,0,66,66,132
553,553,52,81,0,81,0,0,0,76,82,158
554,554,53,81,0,81,0,0,0,92,82,174
555,555,54,81,0,81,0,0,0,92,82,174
556,556,55,81,0,81,0,0,0,92,93,185
557,557,56,81,0,81,0,0,0,92,93,185
558,558,57,81,0,81,0,0,0,92,93,185
559,559,58,81,0,81,0,0,0,92,93,185
560,560,59,81,0,81,0,0,0,92,93,185
561,561,60,81,0,81,0,0,0,92,93,185
562,562,61,81,0,81,0,0,0,92,93,185
563,563,62,81,0,81,0,0,0,92,93,185
564,564,63,81,0,81,0,0,0,92,93,185
565,565,64,81,0,81,0,0,0,92,93,185
566,566,65,81,0,81,0,0,0,92,94,186
567,567,66,81,0,81,0,0,0,92,94,186
568,568,67,81,0,81,0,0,0,92,94,186
569,569,68,81,0,81,0,0,0,92,94,186
570,570,69,81,0,81,0,0,0,92,94,186
571,571,70,81,0,81,0,0,0,92,94,186
572,572,71,81,0,81,0,0,0,92,94,186
573,573,72,81,0,81,0,0,0,92,94,186
574,574,73,83,0,83,0,0,0,92,94,186
575,575,74,86,0,86,0,0,0,92,94,186
576,576,75,87,0,87,0,0,0,92,94,186
