,cycle,organismsize_variableRate__t1,organismsize_fixedRate__t1,organismsize_variableRate__t2,organismsize_fixedRate__t2,organismsize_variableRate__t3,organismsize_fixedRate__t3
613,613.0,3367.4941342522416,1939.0,3367.4941342522416,1939.0,3367.4941342522416,1939.0
614,614.0,3367.577470874373,1942.0,3367.577470874373,1942.0,3367.577470874373,1942.0
615,615.0,3367.6598829013,1945.0,3367.6598829013,1945.0,3367.6598829013,1945.0
616,616.0,3367.7413805761,1948.0,3367.7413805761,1948.0,3367.7413805761,1948.0
617,617.0,3367.8219740287036,1951.0,3367.8219740287036,1951.0,3367.8219740287036,1951.0
618,618.0,3367.901673277141,1954.0,3367.901673277141,1954.0,3367.901673277141,1954.0
619,619.0,3367.9804882287676,1957.0,3367.9804882287676,1957.0,3367.9804882287676,1957.0
620,620.0,3368.0584286814815,1960.0,3368.0584286814815,1960.0,3368.0584286814815,1960.0
621,621.0,3368.1355043249246,1963.0,3368.1355043249246,1963.0,3368.1355043249246,1963.0
622,622.0,3368.2117247416736,1966.0,3368.2117247416736,1966.0,3368.2117247416736,1966.0
623,623.0,3368.287099408415,1969.0,3368.287099408415,1969.0,3368.287099408415,1969.0
624,624.0,3368.36163769711,1972.0,3368.36163769711,1972.0,3368.36163769711,1972.0
625,625.0,3368.435348876144,1975.0,3368.435348876144,1975.0,3368.435348876144,1975.0
626,626.0,3368.5082421114666,1978.0,3368.5082421114666,1978.0,3368.5082421114666,1978.0
627,627.0,3368.580326467717,1981.0,3368.580326467717,1981.0,3368.580326467717,1981.0
628,628.0,3368.6516109093377,1984.0,3368.6516109093377,1984.0,3368.6516109093377,1984.0
629,629.0,3368.722104301677,1987.0,3368.722104301677,1987.0,3368.722104301677,1987.0
630,630.0,3368.791815412078,1990.0,3368.791815412078,1990.0,3368.791815412078,1990.0
631,631.0,3368.860752910957,1993.0,3368.860752910957,1993.0,3368.860752910957,1993.0
632,632.0,3368.9289253728703,1996.0,3368.9289253728703,1996.0,3368.9289253728703,1996.0
633,633.0,3368.9963412775664,1999.0,3368.9963412775664,1999.0,3368.9963412775664,1999.0
634,634.0,3369.063009011032,2002.0,3369.063009011032,2002.0,3369.063009011032,2002.0
635,635.0,3369.128936866522,2005.0,3369.128936866522,2005.0,3369.128936866522,2005.0
636,636.0,3369.1941330455807,2008.0,3369.1941330455807,2008.0,3369.1941330455807,2008.0
637,637.0,3369.2586056590508,2011.0,3369.2586056590508,2011.0,3369.2586056590508,2011.0
638,638.0,3369.322362728072,2014.0,3369.322362728072,2014.0,3369.322362728072,2014.0
639,639.0,3369.3854121850686,2017.0,3369.3854121850686,2017.0,3369.3854121850686,2017.0
640,640.0,3369.447761874725,2020.0,3369.447761874725,2020.0,3369.447761874725,2020.0
641,641.0,3369.5094195549545,2023.0,3369.5094195549545,2023.0,3369.5094195549545,2023.0
642,642.0,3369.5703928978514,2026.0,3369.5703928978514,2026.0,3369.5703928978514,2026.0
643,643.0,3369.6306894906384,2029.0,3369.6306894906384,2029.0,3369.6306894906384,2029.0
644,644.0,3369.690316836601,2032.0,3369.690316836601,2032.0,3369.690316836601,2032.0
645,645.0,3369.749282356012,2035.0,3369.749282356012,2035.0,3369.749282356012,2035.0
646,646.0,3369.807593387045,2038.0,3369.807593387045,2038.0,3369.807593387045,2038.0
647,647.0,3369.8652571866805,2041.0,3369.8652571866805,2041.0,3369.8652571866805,2041.0
648,648.0,3369.9222809315993,2044.0,3369.9222809315993,2044.0,3369.9222809315993,2044.0
649,649.0,3369.978671719068,2047.0,3369.978671719068,2047.0,3369.978671719068,2047.0
650,650.0,3370.0344365678143,2050.0,3370.0344365678143,2050.0,3370.0344365678143,2050.0
651,651.0,3370.089582418891,2053.0,3370.089582418891,2053.0,3370.089582418891,2053.0
652,652.0,3370.1441161365346,2056.0,3370.1441161365346,2056.0,3370.1441161365346,2056.0
653,653.0,3370.1980445090107,2059.0,3370.1980445090107,2059.0,3370.1980445090107,2059.0
654,654.0,3370.251374249451,2062.0,3370.251374249451,2062.0,3370.251374249451,2062.0
655,655.0,3370.3041119966833,2065.0,3370.3041119966833,2065.0,3370.3041119966833,2065.0
656,656.0,3370.356264316049,2068.0,3370.356264316049,2068.0,3370.356264316049,2068.0
657,657.0,3370.4078377002147,2071.0,3370.4078377002147,2071.0,3370.4078377002147,2071.0
658,658.0,3370.458838569974,2074.0,3370.458838569974,2074.0,3370.458838569974,2074.0
659,659.0,3370.509273275038,2077.0,3370.509273275038,2077.0,3370.509273275038,2077.0
660,660.0,3370.5591480948224,2080.0,3370.5591480948224,2080.0,3370.5591480948224,2080.0
661,661.0,3370.60846923922,2083.0,3370.60846923922,2083.0,3370.60846923922,2083.0
662,662.0,3370.6572428493696,2086.0,3370.6572428493696,2086.0,3370.6572428493696,2086.0
663,663.0,3370.705474998414,2089.0,3370.705474998414,2089.0,3370.705474998414,2089.0
664,664.0,3370.7531716922504,2092.0,3370.7531716922504,2092.0,3370.7531716922504,2092.0
665,665.0,3370.800338870271,2095.0,3370.800338870271,2095.0,3370.800338870271,2095.0
666,666.0,3370.8469824060994,2098.0,3370.8469824060994,2098.0,3370.8469824060994,2098.0
667,667.0,3370.8931081083147,2101.0,3370.8931081083147,2101.0,3370.8931081083147,2101.0
668,668.0,3370.9387217211697,2104.0,3370.9387217211697,2104.0,3370.9387217211697,2104.0
669,669.0,3370.9838289253007,2107.0,3370.9838289253007,2107.0,3370.9838289253007,2107.0
670,670.0,3371.0284353384304,2110.0,3371.0284353384304,2110.0,3371.0284353384304,2110.0
671,671.0,3371.0725465160626,2113.0,3371.0725465160626,2113.0,3371.0725465160626,2113.0
672,672.0,3371.116167952168,2116.0,3371.116167952168,2116.0,3371.116167952168,2116.0
673,673.0,3371.1593050798638,2119.0,3371.1593050798638,2119.0,3371.1593050798638,2119.0
674,674.0,3371.2019632720867,2122.0,3371.2019632720867,2122.0,3371.2019632720867,2122.0
675,675.0,3371.2441478422566,2125.0,3371.2441478422566,2125.0,3371.2441478422566,2125.0
676,676.0,3371.2858640449344,2128.0,3371.2858640449344,2128.0,3371.2858640449344,2128.0
677,677.0,3371.327117076471,2131.0,3371.327117076471,2131.0,3371.327117076471,2131.0
678,678.0,3371.367912075651,2134.0,3371.367912075651,2134.0,3371.367912075651,2134.0
679,679.0,3371.408254124329,2137.0,3371.408254124329,2137.0,3371.408254124329,2137.0
680,680.0,3371.4481482480564,2140.0,3371.4481482480564,2140.0,3371.4481482480564,2140.0
681,681.0,3371.4875994167073,2143.0,3371.4875994167073,2143.0,3371.4875994167073,2143.0
682,682.0,3371.5266125450894,2146.0,3371.5266125450894,2146.0,3371.5266125450894,2146.0
683,683.0,3371.5651924935546,2149.0,3371.5651924935546,2149.0,3371.5651924935546,2149.0
684,684.0,3371.6033440686006,2152.0,3371.6033440686006,2152.0,3371.6033440686006,2152.0
685,685.0,3371.6410720234653,2155.0,3371.6410720234653,2155.0,3371.6410720234653,2155.0
686,686.0,3371.678381058716,2158.0,3371.678381058716,2158.0,3371.678381058716,2158.0
687,687.0,3371.7152758228303,2161.0,3371.7152758228303,2161.0,3371.7152758228303,2161.0
688,688.0,3371.751760912774,2164.0,3371.751760912774,2164.0,3371.751760912774,2164.0
689,689.0,3371.7878408745682,2167.0,3371.7878408745682,2167.0,3371.7878408745682,2167.0
690,690.0,3371.823520203854,2170.0,3371.823520203854,2170.0,3371.823520203854,2170.0
691,691.0,3371.8588033464484,2173.0,3371.8588033464484,2173.0,3371.8588033464484,2173.0
692,692.0,3371.893694698895,2176.0,3371.893694698895,2176.0,3371.893694698895,2176.0
693,693.0,3371.9281986090095,2179.0,3371.9281986090095,2179.0,3371.9281986090095,2179.0
694,694.0,3371.962319376418,2182.0,3371.962319376418,2182.0,3371.962319376418,2182.0
695,695.0,3371.9960612530895,2185.0,3371.9960612530895,2185.0,3371.9960612530895,2185.0
696,696.0,3372.0294284438637,2188.0,3372.0294284438637,2188.0,3372.0294284438637,2188.0
697,697.0,3372.062425106971,2191.0,3372.062425106971,2191.0,3372.062425106971,2191.0
698,698.0,3372.0950553545495,2194.0,3372.0950553545495,2194.0,3372.0950553545495,2194.0
699,699.0,3372.1273232531526,2197.0,3372.1273232531526,2197.0,3372.1273232531526,2197.0
700,700.0,3372.1592328242546,2200.0,3372.1592328242546,2200.0,3372.1592328242546,2200.0
701,701.0,3372.1907880447493,2203.0,3372.1907880447493,2203.0,3372.1907880447493,2203.0
702,702.0,3372.2219928474424,2206.0,3372.2219928474424,2206.0,3372.2219928474424,2206.0
703,703.0,3372.2528511215396,2209.0,3372.2528511215396,2209.0,3372.2528511215396,2209.0
704,704.0,3372.283366713129,2212.0,3372.283366713129,2212.0,3372.283366713129,2212.0
705,705.0,3372.3135434256574,2215.0,3372.3135434256574,2215.0,3372.3135434256574,2215.0
706,706.0,3372.343385020403,2218.0,3372.343385020403,2218.0,3372.343385020403,2218.0
707,707.0,3372.372895216941,2221.0,3372.372895216941,2221.0,3372.372895216941,2221.0
708,708.0,3372.402077693605,2224.0,3372.402077693605,2224.0,3372.402077693605,2224.0
709,709.0,3372.4309360879442,2227.0,3372.4309360879442,2227.0,3372.4309360879442,2227.0
710,710.0,3372.459473997175,2230.0,3372.459473997175,2230.0,3372.459473997175,2230.0
711,711.0,3372.4876949786244,2233.0,3372.4876949786244,2233.0,3372.4876949786244,2233.0
712,712.0,3372.515602550175,2236.0,3372.515602550175,2236.0,3372.515602550175,2236.0
713,713.0,3372.5432001907,2239.0,3372.5432001907,2239.0,3372.5432001907,2239.0
714,714.0,3372.5704913404948,2242.0,3372.5704913404948,2242.0,3372.5704913404948,2242.0
715,715.0,3372.597479401703,2245.0,3372.597479401703,2245.0,3372.597479401703,2245.0
716,716.0,3372.6241677387407,2248.0,3372.6241677387407,2248.0,3372.6241677387407,2248.0
717,717.0,3372.650559678713,2251.0,3372.650559678713,2251.0,3372.650559678713,2251.0
718,718.0,3372.676658511826,2254.0,3372.676658511826,2254.0,3372.676658511826,2254.0
719,719.0,3372.702467491799,2257.0,3372.702467491799,2257.0,3372.702467491799,2257.0
720,720.0,3372.727989836262,2260.0,3372.727989836262,2260.0,3372.727989836262,2260.0
721,721.0,3372.753228727162,2263.0,3372.753228727162,2263.0,3372.753228727162,2263.0
722,722.0,3372.7781873111535,2266.0,3372.7781873111535,2266.0,3372.7781873111535,2266.0
723,723.0,3372.8028686999905,2269.0,3372.8028686999905,2269.0,3372.8028686999905,2269.0
724,724.0,3372.8272759709143,2272.0,3372.8272759709143,2272.0,3372.8272759709143,2272.0
725,725.0,3372.8514121670332,2275.0,3372.8514121670332,2275.0,3372.8514121670332,2275.0
726,726.0,3372.875280297703,2278.0,3372.875280297703,2278.0,3372.875280297703,2278.0
727,727.0,3372.898883338897,2281.0,3372.898883338897,2281.0,3372.898883338897,2281.0
728,728.0,3372.922224233581,2284.0,3372.922224233581,2284.0,3372.922224233581,2284.0
729,729.0,3372.945305892073,2287.0,3372.945305892073,2287.0,3372.945305892073,2287.0
730,730.0,3372.96813119241,2290.0,3372.96813119241,2290.0,3372.96813119241,2290.0
731,731.0,3372.990702980702,2293.0,3372.990702980702,2293.0,3372.990702980702,2293.0
732,732.0,3373.013024071486,2296.0,3373.013024071486,2296.0,3373.013024071486,2296.0
733,733.0,3373.0350972480783,2299.0,3373.0350972480783,2299.0,3373.0350972480783,2299.0
734,734.0,3373.056925262916,2302.0,3373.056925262916,2302.0,3373.056925262916,2302.0
735,735.0,3373.0785108379037,2305.0,3373.0785108379037,2305.0,3373.0785108379037,2305.0
736,736.0,3373.0998566647468,2308.0,3373.0998566647468,2308.0,3373.0998566647468,2308.0
737,737.0,3373.120965405291,2311.0,3373.120965405291,2311.0,3373.120965405291,2311.0
738,738.0,3373.1418396918493,2314.0,3373.1418396918493,2314.0,3373.1418396918493,2314.0
739,739.0,3373.1624821275313,2317.0,3373.1624821275313,2317.0,3373.1624821275313,2317.0
740,740.0,3373.182895286565,2320.0,3373.182895286565,2320.0,3373.182895286565,2320.0
741,741.0,3373.2030817146183,2323.0,3373.2030817146183,2323.0,3373.2030817146183,2323.0
742,742.0,3373.2230439291147,2326.0,3373.2230439291147,2326.0,3373.2230439291147,2326.0
743,743.0,3373.2427844195463,2329.0,3373.2427844195463,2329.0,3373.2427844195463,2329.0
744,744.0,3373.2623056477833,2332.0,3373.2623056477833,2332.0,3373.2623056477833,2332.0
745,745.0,3373.281610048379,2335.0,3373.281610048379,2335.0,3373.281610048379,2335.0
746,746.0,3373.300700028876,2338.0,3373.300700028876,2338.0,3373.300700028876,2338.0
747,747.0,3373.3195779701,2341.0,3373.3195779701,2341.0,3373.3195779701,2341.0
748,748.0,3373.3382462264617,2344.0,3373.3382462264617,2344.0,3373.3382462264617,2344.0
749,749.0,3373.3567071262446,2347.0,3373.3567071262446,2347.0,3373.3567071262446,2347.0
750,750.0,3373.374962971897,2350.0,3373.374962971897,2350.0,3373.374962971897,2350.0
751,751.0,3373.393016040318,2353.0,3373.393016040318,2353.0,3373.393016040318,2353.0
752,752.0,3373.410868583141,2356.0,3373.410868583141,2356.0,3373.410868583141,2356.0
753,753.0,3373.4285228270132,2359.0,3373.4285228270132,2359.0,3373.4285228270132,2359.0
754,754.0,3373.445980973872,2362.0,3373.445980973872,2362.0,3373.445980973872,2362.0
755,755.0,3373.4632452012193,2365.0,3373.4632452012193,2365.0,3373.4632452012193,2365.0
756,756.0,3373.4803176623927,2368.0,3373.4803176623927,2368.0,3373.4803176623927,2368.0
757,757.0,3373.4972004868337,2371.0,3373.4972004868337,2371.0,3373.4972004868337,2371.0
758,758.0,3373.5138957803506,2374.0,3373.5138957803506,2374.0,3373.5138957803506,2374.0
759,759.0,3373.530405625383,2377.0,3373.530405625383,2377.0,3373.530405625383,2377.0
760,760.0,3373.5467320812595,2380.0,3373.5467320812595,2380.0,3373.5467320812595,2380.0
761,761.0,3373.562877184453,2383.0,3373.562877184453,2383.0,3373.562877184453,2383.0
762,762.0,3373.5788429488366,2386.0,3373.5788429488366,2386.0,3373.5788429488366,2386.0
763,763.0,3373.5946313659315,2389.0,3373.5946313659315,2389.0,3373.5946313659315,2389.0
764,764.0,3373.6102444051558,2392.0,3373.6102444051558,2392.0,3373.6102444051558,2392.0
765,765.0,3373.6256840140704,2395.0,3373.6256840140704,2395.0,3373.6256840140704,2395.0
766,766.0,3373.6409521186206,2398.0,3373.6409521186206,2398.0,3373.6409521186206,2398.0
767,767.0,3373.656050623375,2401.0,3373.656050623375,2401.0,3373.656050623375,2401.0
768,768.0,3373.670981411763,2404.0,3373.670981411763,2404.0,3373.670981411763,2404.0
769,769.0,3373.68574634631,2407.0,3373.68574634631,2407.0,3373.68574634631,2407.0
770,770.0,3373.7003472688693,2410.0,3373.7003472688693,2410.0,3373.7003472688693,2410.0
771,771.0,3373.7147860008486,2413.0,3373.7147860008486,2413.0,3373.7147860008486,2413.0
772,772.0,3373.72906434344,2416.0,3373.72906434344,2416.0,3373.72906434344,2416.0
773,773.0,3373.7431840778427,2419.0,3373.7431840778427,2419.0,3373.7431840778427,2419.0
774,774.0,3373.757146965485,2422.0,3373.757146965485,2422.0,3373.757146965485,2422.0
775,775.0,3373.7709547482427,2425.0,3373.7709547482427,2425.0,3373.7709547482427,2425.0
776,776.0,3373.7846091486567,2428.0,3373.7846091486567,2428.0,3373.7846091486567,2428.0
777,777.0,3373.7981118701473,2431.0,3373.7981118701473,2431.0,3373.7981118701473,2431.0
778,778.0,3373.8114645972264,2434.0,3373.8114645972264,2434.0,3373.8114645972264,2434.0
779,779.0,3373.824668995707,2437.0,3373.824668995707,2437.0,3373.824668995707,2437.0
780,780.0,3373.8377267129104,2440.0,3373.8377267129104,2440.0,3373.8377267129104,2440.0
781,781.0,3373.8506393778716,2443.0,3373.8506393778716,2443.0,3373.8506393778716,2443.0
782,782.0,3373.8634086015413,2446.0,3373.8634086015413,2446.0,3373.8634086015413,2446.0
783,783.0,3373.8760359769885,2449.0,3373.8760359769885,2449.0,3373.8760359769885,2449.0
784,784.0,3373.888523079596,2452.0,3373.888523079596,2452.0,3373.888523079596,2452.0
785,785.0,3373.900871467258,2455.0,3373.900871467258,2455.0,3373.900871467258,2455.0
786,786.0,3373.913082680576,2458.0,3373.913082680576,2458.0,3373.913082680576,2458.0
787,787.0,3373.9251582430456,2461.0,3373.9251582430456,2461.0,3373.9251582430456,2461.0
788,788.0,3373.9370996612524,2464.0,3373.9370996612524,2464.0,3373.9370996612524,2464.0
789,789.0,3373.9489084250545,2467.0,3373.9489084250545,2467.0,3373.9489084250545,2467.0
790,790.0,3373.9605860077704,2470.0,3373.9605860077704,2470.0,3373.9605860077704,2470.0
791,791.0,3373.9721338663626,2473.0,3373.9721338663626,2473.0,3373.9721338663626,2473.0
792,792.0,3373.9835534416175,2476.0,3373.9835534416175,2476.0,3373.9835534416175,2476.0
793,793.0,3373.994846158327,2479.0,3373.994846158327,2479.0,3373.994846158327,2479.0
794,794.0,3374.0060134254645,2482.0,3374.0060134254645,2482.0,3374.0060134254645,2482.0
795,795.0,3374.01705663636,2485.0,3374.01705663636,2485.0,3374.01705663636,2485.0
796,796.0,3374.0279771688747,2488.0,3374.0279771688747,2488.0,3374.0279771688747,2488.0
797,797.0,3374.0387763855724,2491.0,3374.0387763855724,2491.0,3374.0387763855724,2491.0
798,798.0,3374.049455633889,2494.0,3374.049455633889,2494.0,3374.049455633889,2494.0
799,799.0,3374.0600162462997,2497.0,3374.0600162462997,2497.0,3374.0600162462997,2497.0
800,800.0,3374.0704595404864,2500.0,3374.0704595404864,2500.0,3374.0704595404864,2500.0
801,801.0,3374.0807868195,2503.0,3374.0807868195,2503.0,3374.0807868195,2503.0
802,802.0,3374.090999371925,2506.0,3374.090999371925,2506.0,3374.090999371925,2506.0
803,803.0,3374.1010984720388,2509.0,3374.1010984720388,2509.0,3374.1010984720388,2509.0
804,804.0,3374.1110853799687,2512.0,3374.1110853799687,2512.0,3374.1110853799687,2512.0
805,805.0,3374.1209613418523,2515.0,3374.1209613418523,2515.0,3374.1209613418523,2515.0
806,806.0,3374.13072758999,2518.0,3374.13072758999,2518.0,3374.13072758999,2518.0
807,807.0,3374.1403853429997,2521.0,3374.1403853429997,2521.0,3374.1403853429997,2521.0
808,808.0,3374.1499358059696,2524.0,3374.1499358059696,2524.0,3374.1499358059696,2524.0
809,809.0,3374.159380170606,2527.0,3374.159380170606,2527.0,3374.159380170606,2527.0
810,810.0,3374.1687196153825,2530.0,3374.1687196153825,2530.0,3374.1687196153825,2530.0
811,811.0,3374.177955305689,2533.0,3374.177955305689,2533.0,3374.177955305689,2533.0
812,812.0,3374.1870883939737,2536.0,3374.1870883939737,2536.0,3374.1870883939737,2536.0
813,813.0,3374.196120019889,2539.0,3374.196120019889,2539.0,3374.196120019889,2539.0
814,814.0,3374.205051310432,2542.0,3374.205051310432,2542.0,3374.205051310432,2542.0
815,815.0,3374.213883380086,2545.0,3374.213883380086,2545.0,3374.213883380086,2545.0
816,816.0,3374.2226173309596,2548.0,3374.2226173309596,2548.0,3374.2226173309596,2548.0
817,817.0,3374.231254252922,2551.0,3374.231254252922,2551.0,3374.231254252922,2551.0
818,818.0,3374.2397952237416,2554.0,3374.2397952237416,2554.0,3374.2397952237416,2554.0
819,819.0,3374.248241309218,2557.0,3374.248241309218,2557.0,3374.248241309218,2557.0
820,820.0,3374.256593563316,2560.0,3374.256593563316,2560.0,3374.256593563316,2560.0
821,821.0,3374.2648530282977,2563.0,3374.2648530282977,2563.0,3374.2648530282977,2563.0
822,822.0,3374.2730207348495,2566.0,3374.2730207348495,2566.0,3374.2730207348495,2566.0
823,823.0,3374.281097702213,2569.0,3374.281097702213,2569.0,3374.281097702213,2569.0
824,824.0,3374.2890849383125,2572.0,3374.2890849383125,2572.0,3374.2890849383125,2572.0
825,825.0,3374.296983439878,2575.0,3374.296983439878,2575.0,3374.296983439878,2575.0
826,826.0,3374.304794192573,2578.0,3374.304794192573,2578.0,3374.304794192573,2578.0
827,827.0,3374.3125181711134,2581.0,3374.3125181711134,2581.0,3374.3125181711134,2581.0
828,828.0,3374.3201563393914,2584.0,3374.3201563393914,2584.0,3374.3201563393914,2584.0
829,829.0,3374.3277096505954,2587.0,3374.3277096505954,2587.0,3374.3277096505954,2587.0
830,830.0,3374.335179047329,2590.0,3374.335179047329,2590.0,3374.335179047329,2590.0
831,831.0,3374.3425654617267,2593.0,3374.3425654617267,2593.0,3374.3425654617267,2593.0
832,832.0,3374.349869815573,2596.0,3374.349869815573,2596.0,3374.349869815573,2596.0
833,833.0,3374.3570930204146,2599.0,3374.3570930204146,2599.0,3374.3570930204146,2599.0
834,834.0,3374.364235977675,2602.0,3374.364235977675,2602.0,3374.364235977675,2602.0
835,835.0,3374.3712995787682,2605.0,3374.3712995787682,2605.0,3374.3712995787682,2605.0
836,836.0,3374.3782847052075,2608.0,3374.3782847052075,2608.0,3374.3782847052075,2608.0
837,837.0,3374.385192228717,2611.0,3374.385192228717,2611.0,3374.385192228717,2611.0
838,838.0,3374.39202301134,2614.0,3374.39202301134,2614.0,3374.39202301134,2614.0
839,839.0,3374.398777905545,2617.0,3374.398777905545,2617.0,3374.398777905545,2617.0
840,840.0,3374.4054577543347,2620.0,3374.4054577543347,2620.0,3374.4054577543347,2620.0
841,841.0,3374.412063391349,2623.0,3374.412063391349,2623.0,3374.412063391349,2623.0
842,842.0,3374.418595640969,2626.0,3374.418595640969,2626.0,3374.418595640969,2626.0
843,843.0,3374.4250553184215,2629.0,3374.4250553184215,2629.0,3374.4250553184215,2629.0
844,844.0,3374.431443229878,2632.0,3374.431443229878,2632.0,3374.431443229878,2632.0
845,845.0,3374.4377601725573,2635.0,3374.4377601725573,2635.0,3374.4377601725573,2635.0
846,846.0,3374.4440069348243,2638.0,3374.4440069348243,2638.0,3374.4440069348243,2638.0
847,847.0,3374.450184296288,2641.0,3374.450184296288,2641.0,3374.450184296288,2641.0
848,848.0,3374.4562930278994,2644.0,3374.4562930278994,2644.0,3374.4562930278994,2644.0
849,849.0,3374.4623338920464,2647.0,3374.4623338920464,2647.0,3374.4623338920464,2647.0
850,850.0,3374.4683076426504,2650.0,3374.4683076426504,2650.0,3374.4683076426504,2650.0
851,851.0,3374.4742150252587,2653.0,3374.4742150252587,2653.0,3374.4742150252587,2653.0
852,852.0,3374.480056777138,2656.0,3374.480056777138,2656.0,3374.480056777138,2656.0
853,853.0,3374.485833627368,2659.0,3374.485833627368,2659.0,3374.485833627368,2659.0
854,854.0,3374.4915462969293,2662.0,3374.4915462969293,2662.0,3374.4915462969293,2662.0
855,855.0,3374.4971954987964,2665.0,3374.4971954987964,2665.0,3374.4971954987964,2665.0
856,856.0,3374.5027819380234,2668.0,3374.5027819380234,2668.0,3374.5027819380234,2668.0
857,857.0,3374.5083063118345,2671.0,3374.5083063118345,2671.0,3374.5083063118345,2671.0
858,858.0,3374.5137693097104,2674.0,3374.5137693097104,2674.0,3374.5137693097104,2674.0
859,859.0,3374.519171613473,2677.0,3374.519171613473,2677.0,3374.519171613473,2677.0
860,860.0,3374.524513897372,2680.0,3374.524513897372,2680.0,3374.524513897372,2680.0
861,861.0,3374.529796828168,2683.0,3374.529796828168,2683.0,3374.529796828168,2683.0
862,862.0,3374.535021065216,2686.0,3374.535021065216,2686.0,3374.535021065216,2686.0
863,863.0,3374.5401872605476,2689.0,3374.5401872605476,2689.0,3374.5401872605476,2689.0
864,864.0,3374.5452960589523,2692.0,3374.5452960589523,2692.0,3374.5452960589523,2692.0
865,865.0,3374.550348098058,2695.0,3374.550348098058,2695.0,3374.550348098058,2695.0
866,866.0,3374.55534400841,2698.0,3374.55534400841,2698.0,3374.55534400841,2698.0
867,867.0,3374.5602844135506,2701.0,3374.5602844135506,2701.0,3374.5602844135506,2701.0
868,868.0,3374.565169930096,2704.0,3374.565169930096,2704.0,3374.565169930096,2704.0
869,869.0,3374.570001167813,2707.0,3374.570001167813,2707.0,3374.570001167813,2707.0
870,870.0,3374.574778729697,2710.0,3374.574778729697,2710.0,3374.574778729697,2710.0
871,871.0,3374.5795032120436,2713.0,3374.5795032120436,2713.0,3374.5795032120436,2713.0
872,872.0,3374.584175204527,2716.0,3374.584175204527,2716.0,3374.584175204527,2716.0
873,873.0,3374.5887952902713,2719.0,3374.5887952902713,2719.0,3374.5887952902713,2719.0
874,874.0,3374.593364045923,2722.0,3374.593364045923,2722.0,3374.593364045923,2722.0
875,875.0,3374.5978820417236,2725.0,3374.5978820417236,2725.0,3374.5978820417236,2725.0
876,876.0,3374.6023498415807,2728.0,3374.6023498415807,2728.0,3374.6023498415807,2728.0
877,877.0,3374.606768003139,2731.0,3374.606768003139,2731.0,3374.606768003139,2731.0
878,878.0,3374.611137077848,2734.0,3374.611137077848,2734.0,3374.611137077848,2734.0
879,879.0,3374.6154576110325,2737.0,3374.6154576110325,2737.0,3374.6154576110325,2737.0
880,880.0,3374.61973014196,2740.0,3374.61973014196,2740.0,3374.61973014196,2740.0
881,881.0,3374.6239552039083,2743.0,3374.6239552039083,2743.0,3374.6239552039083,2743.0
882,882.0,3374.6281333242305,2746.0,3374.6281333242305,2746.0,3374.6281333242305,2746.0
883,883.0,3374.632265024423,2749.0,3374.632265024423,2749.0,3374.632265024423,2749.0
884,884.0,3374.636350820189,2752.0,3374.636350820189,2752.0,3374.636350820189,2752.0
885,885.0,3374.640391221504,2755.0,3374.640391221504,2755.0,3374.640391221504,2755.0
886,886.0,3374.6443867326784,2758.0,3374.6443867326784,2758.0,3374.6443867326784,2758.0
887,887.0,3374.6483378524204,2761.0,3374.6483378524204,2761.0,3374.6483378524204,2761.0
888,888.0,3374.652245073899,2764.0,3374.652245073899,2764.0,3374.652245073899,2764.0
889,889.0,3374.656108884805,2767.0,3374.656108884805,2767.0,3374.656108884805,2767.0
890,890.0,3374.659929767411,2770.0,3374.659929767411,2770.0,3374.659929767411,2770.0
891,891.0,3374.663708198634,2773.0,3374.663708198634,2773.0,3374.663708198634,2773.0
892,892.0,3374.667444650093,2776.0,3374.667444650093,2776.0,3374.667444650093,2776.0
893,893.0,3374.6711395881666,2779.0,3374.6711395881666,2779.0,3374.6711395881666,2779.0
894,894.0,3374.674793474055,2782.0,3374.674793474055,2782.0,3374.674793474055,2782.0
895,895.0,3374.6784067638346,2785.0,3374.6784067638346,2785.0,3374.6784067638346,2785.0
896,896.0,3374.681979908514,2788.0,3374.681979908514,2788.0,3374.681979908514,2788.0
897,897.0,3374.6855133540944,2791.0,3374.6855133540944,2791.0,3374.6855133540944,2791.0
898,898.0,3374.6890075416213,2794.0,3374.6890075416213,2794.0,3374.6890075416213,2794.0
899,899.0,3374.692462907241,2797.0,3374.692462907241,2797.0,3374.692462907241,2797.0
900,900.0,3374.6958798822543,2800.0,3374.6958798822543,2800.0,3374.6958798822543,2800.0
901,901.0,3374.6992588931726,2803.0,3374.6992588931726,2803.0,3374.6992588931726,2803.0
902,902.0,3374.702600361768,2806.0,3374.702600361768,2806.0,3374.702600361768,2806.0
903,903.0,3374.705904705128,2809.0,3374.705904705128,2809.0,3374.705904705128,2809.0
904,904.0,3374.7091723357066,2812.0,3374.7091723357066,2812.0,3374.7091723357066,2812.0
905,905.0,3374.712403661377,2815.0,3374.712403661377,2815.0,3374.712403661377,2815.0
906,906.0,3374.7155990854794,2818.0,3374.7155990854794,2818.0,3374.7155990854794,2818.0
907,907.0,3374.718759006876,2821.0,3374.718759006876,2821.0,3374.718759006876,2821.0
908,908.0,3374.7218838199965,2824.0,3374.7218838199965,2824.0,3374.7218838199965,2824.0
909,909.0,3374.7249739148892,2827.0,3374.7249739148892,2827.0,3374.7249739148892,2827.0
910,910.0,3374.72802967727,2830.0,3374.72802967727,2830.0,3374.72802967727,2830.0
