,cycle,population_active__t1,population_passive__t1,population_total__t1,food_crates__t1,organism_positions__t1,population_active__t2,population_passive__t2,population_total__t2,food_crates__t2,organism_positions__t2,population_active__t3,population_passive__t3,population_total__t3,food_crates__t3,organism_positions__t3
518,518,0,6,6,"[[24, 15, 38.0], [4, 13, 14.0], [39, 45, 10.0], [27, 14, 2.0], [16, 6, 2.0]]","[[17, 14, 'passive'], [17, 15, 'passive'], [18, 16, 'passive'], [20, 15, 'passive'], [19, 14, 'passive'], [27, 14, 'passive']]",0,6,6,"[[8, 43, 42.0], [35, 35, 30.0], [8, 36, 22.0], [15, 5, 12.0], [12, 32, 2.0]]","[[43, 37, 'passive'], [43, 37, 'passive'], [43, 37, 'passive'], [36, 33, 'passive'], [43, 37, 'passive'], [37, 35, 'passive']]",0,6,6,"[[21, 20, 44.0], [26, 13, 22.0], [33, 30, 18.0], [12, 20, 10.0], [0, 39, 8.0]]","[[26, 13, 'passive'], [31, 30, 'passive'], [25, 12, 'passive'], [26, 13, 'passive'], [26, 13, 'passive'], [26, 13, 'passive']]"
519,519,0,6,6,"[[24, 15, 40.0], [4, 13, 16.0], [39, 45, 12.0], [16, 6, 4.0], [5, 20, 2.0]]","[[27, 14, 'passive'], [24, 15, 'passive'], [20, 14, 'passive'], [22, 15, 'passive'], [19, 15, 'passive'], [24, 15, 'passive']]",0,6,6,"[[8, 43, 44.0], [35, 35, 32.0], [8, 36, 24.0], [15, 5, 14.0], [12, 32, 4.0]]","[[36, 35, 'passive'], [36, 33, 'passive'], [40, 35, 'passive'], [41, 37, 'passive'], [35, 36, 'passive'], [38, 36, 'passive']]",0,6,6,"[[21, 20, 46.0], [33, 30, 20.0], [12, 20, 12.0], [0, 39, 10.0], [42, 29, 2.0]]","[[26, 13, 'passive'], [26, 13, 'passive'], [26, 13, 'passive'], [26, 13, 'passive'], [24, 18, 'passive'], [33, 30, 'passive']]"
520,520,0,6,6,"[[24, 15, 26.0], [4, 13, 18.0], [39, 45, 14.0], [16, 6, 6.0], [5, 20, 4.0]]","[[27, 14, 'passive'], [22, 14, 'passive'], [24, 15, 'passive'], [24, 15, 'passive'], [21, 15, 'passive'], [24, 15, 'passive']]",0,6,6,"[[8, 43, 46.0], [35, 35, 34.0], [8, 36, 26.0], [15, 5, 16.0], [12, 32, 6.0]]","[[35, 35, 'passive'], [35, 36, 'passive'], [36, 35, 'passive'], [35, 35, 'passive'], [35, 35, 'passive'], [35, 35, 'passive']]",0,6,6,"[[21, 20, 48.0], [33, 30, 14.0], [12, 20, 14.0], [0, 39, 12.0], [42, 29, 4.0]]","[[24, 18, 'passive'], [26, 16, 'passive'], [22, 18, 'passive'], [33, 30, 'passive'], [26, 17, 'passive'], [22, 14, 'passive']]"
521,521,0,6,6,"[[24, 15, 4.0], [4, 13, 20.0], [39, 45, 16.0], [16, 6, 8.0], [5, 20, 6.0]]","[[23, 15, 'passive'], [21, 15, 'passive'], [24, 15, 'passive'], [24, 15, 'passive'], [24, 15, 'passive'], [27, 14, 'passive']]",0,6,6,"[[8, 43, 48.0], [35, 35, 4.0], [8, 36, 28.0], [15, 5, 18.0], [12, 32, 8.0]]","[[36, 35, 'passive'], [35, 35, 'passive'], [35, 35, 'passive'], [35, 35, 'passive'], [35, 35, 'passive'], [35, 35, 'passive']]",0,6,6,"[[21, 20, 50.0], [33, 30, 8.0], [12, 20, 16.0], [0, 39, 14.0], [42, 29, 6.0]]","[[33, 30, 'passive'], [21, 19, 'passive'], [22, 19, 'passive'], [21, 16, 'passive'], [21, 18, 'passive'], [25, 17, 'passive']]"
522,522,0,6,6,"[[4, 13, 22.0], [39, 45, 18.0], [16, 6, 10.0], [5, 20, 8.0], [45, 26, 2.0]]","[[25, 15, 'passive'], [24, 15, 'passive'], [16, 12, 'passive'], [16, 13, 'passive'], [20, 11, 'passive'], [19, 7, 'passive']]",0,6,6,"[[8, 43, 50.0], [8, 36, 30.0], [15, 5, 20.0], [12, 32, 10.0], [47, 15, 2.0]]","[[35, 35, 'passive'], [31, 19, 'passive'], [29, 32, 'passive'], [40, 35, 'passive'], [25, 32, 'passive'], [34, 33, 'passive']]",0,6,6,"[[21, 20, 52.0], [33, 30, 2.0], [12, 20, 18.0], [0, 39, 16.0], [42, 29, 8.0]]","[[21, 16, 'passive'], [22, 20, 'passive'], [21, 20, 'passive'], [33, 30, 'passive'], [21, 18, 'passive'], [25, 18, 'passive']]"
523,523,0,6,6,"[[4, 13, 24.0], [39, 45, 20.0], [16, 6, 12.0], [5, 20, 10.0], [45, 26, 4.0]]","[[19, 7, 'passive'], [18, 6, 'passive'], [21, 11, 'passive'], [16, 6, 'passive'], [16, 8, 'passive'], [17, 7, 'passive']]",0,6,6,"[[8, 43, 52.0], [8, 36, 32.0], [15, 5, 22.0], [12, 32, 12.0], [47, 15, 4.0]]","[[20, 32, 'passive'], [25, 32, 'passive'], [46, 19, 'passive'], [19, 32, 'passive'], [44, 32, 'passive'], [18, 32, 'passive']]",0,6,6,"[[21, 20, 46.0], [12, 20, 20.0], [0, 39, 18.0], [42, 29, 10.0], [19, 47, 2.0]]","[[21, 19, 'passive'], [33, 30, 'passive'], [22, 20, 'passive'], [25, 18, 'passive'], [21, 19, 'passive'], [21, 20, 'passive']]"
524,524,0,6,6,"[[4, 13, 26.0], [39, 45, 22.0], [16, 6, 6.0], [5, 20, 12.0], [45, 26, 6.0]]","[[16, 6, 'passive'], [17, 7, 'passive'], [16, 6, 'passive'], [18, 6, 'passive'], [16, 6, 'passive'], [16, 6, 'passive']]",0,6,6,"[[8, 43, 54.0], [8, 36, 34.0], [15, 5, 24.0], [12, 32, 14.0], [47, 15, 6.0]]","[[46, 17, 'passive'], [13, 32, 'passive'], [15, 32, 'passive'], [47, 20, 'passive'], [21, 32, 'passive'], [19, 32, 'passive']]",0,6,6,"[[21, 20, 40.0], [12, 20, 22.0], [0, 39, 20.0], [42, 29, 12.0], [19, 47, 4.0]]","[[23, 18, 'passive'], [21, 20, 'passive'], [22, 20, 'passive'], [21, 20, 'passive'], [21, 20, 'passive'], [39, 29, 'passive']]"
525,525,0,6,6,"[[4, 13, 28.0], [39, 45, 24.0], [5, 20, 14.0], [45, 26, 8.0], [9, 35, 2.0]]","[[16, 6, 'passive'], [17, 6, 'passive'], [16, 12, 'passive'], [9, 12, 'passive'], [9, 7, 'passive'], [8, 9, 'passive']]",0,6,6,"[[8, 43, 56.0], [8, 36, 36.0], [15, 5, 26.0], [12, 32, 16.0], [47, 15, 8.0]]","[[13, 32, 'passive'], [14, 32, 'passive'], [47, 18, 'passive'], [12, 32, 'passive'], [19, 32, 'passive'], [47, 15, 'passive']]",0,6,6,"[[21, 20, 18.0], [12, 20, 24.0], [0, 39, 22.0], [42, 29, 14.0], [19, 47, 6.0]]","[[21, 20, 'passive'], [21, 20, 'passive'], [21, 20, 'passive'], [42, 29, 'passive'], [22, 20, 'passive'], [23, 20, 'passive']]"
526,526,0,6,6,"[[4, 13, 30.0], [39, 45, 26.0], [5, 20, 16.0], [45, 26, 10.0], [9, 35, 4.0]]","[[6, 10, 'passive'], [9, 10, 'passive'], [5, 13, 'passive'], [16, 12, 'passive'], [10, 11, 'passive'], [5, 12, 'passive']]",0,6,6,"[[8, 43, 58.0], [8, 36, 38.0], [15, 5, 28.0], [12, 32, 10.0], [47, 15, 2.0]]","[[13, 32, 'passive'], [47, 17, 'passive'], [13, 32, 'passive'], [47, 15, 'passive'], [19, 32, 'passive'], [12, 32, 'passive']]",0,6,6,"[[12, 20, 26.0], [0, 39, 24.0], [42, 29, 8.0], [19, 47, 8.0], [36, 9, 2.0]]","[[21, 20, 'passive'], [21, 20, 'passive'], [21, 20, 'passive'], [21, 20, 'passive'], [21, 20, 'passive'], [42, 29, 'passive']]"
527,527,0,6,6,"[[4, 13, 32.0], [39, 45, 28.0], [5, 20, 18.0], [45, 26, 12.0], [9, 35, 6.0]]","[[6, 13, 'passive'], [10, 13, 'passive'], [5, 13, 'passive'], [7, 13, 'passive'], [13, 13, 'passive'], [4, 12, 'passive']]",0,6,6,"[[8, 43, 60.0], [8, 36, 40.0], [15, 5, 30.0], [12, 32, 4.0], [8, 33, 2.0]]","[[47, 15, 'passive'], [12, 32, 'passive'], [12, 32, 'passive'], [14, 32, 'passive'], [12, 32, 'passive'], [45, 18, 'passive']]",0,6,6,"[[12, 20, 28.0], [0, 39, 26.0], [42, 29, 2.0], [19, 47, 10.0], [36, 9, 4.0]]","[[12, 20, 'passive'], [42, 29, 'passive'], [13, 20, 'passive'], [16, 20, 'passive'], [12, 20, 'passive'], [14, 20, 'passive']]"
528,528,0,6,6,"[[4, 13, 34.0], [39, 45, 30.0], [5, 20, 20.0], [45, 26, 14.0], [9, 35, 8.0]]","[[4, 13, 'passive'], [4, 13, 'passive'], [13, 13, 'passive'], [4, 12, 'passive'], [4, 13, 'passive'], [4, 13, 'passive']]",0,6,6,"[[8, 43, 62.0], [8, 36, 42.0], [15, 5, 32.0], [8, 33, 4.0], [1, 42, 2.0]]","[[12, 32, 'passive'], [12, 32, 'passive'], [11, 32, 'passive'], [26, 15, 'passive'], [8, 32, 'passive'], [48, 31, 'passive']]",0,6,6,"[[12, 20, 14.0], [0, 39, 28.0], [19, 47, 12.0], [36, 9, 6.0], [0, 38, 2.0]]","[[12, 20, 'passive'], [14, 20, 'passive'], [13, 20, 'passive'], [12, 20, 'passive'], [13, 20, 'passive'], [42, 29, 'passive']]"
529,529,0,6,6,"[[4, 13, 4.0], [39, 45, 32.0], [5, 20, 22.0], [45, 26, 16.0], [9, 35, 10.0]]","[[4, 13, 'passive'], [4, 13, 'passive'], [13, 13, 'passive'], [4, 13, 'passive'], [4, 13, 'passive'], [4, 13, 'passive']]",0,6,6,"[[8, 43, 64.0], [8, 36, 44.0], [15, 5, 34.0], [8, 33, 6.0], [1, 42, 4.0]]","[[8, 32, 'passive'], [10, 32, 'passive'], [20, 12, 'passive'], [12, 32, 'passive'], [31, 32, 'passive'], [12, 32, 'passive']]",0,6,6,"[[0, 39, 30.0], [19, 47, 14.0], [36, 9, 8.0], [0, 38, 4.0], [41, 39, 2.0]]","[[12, 20, 'passive'], [41, 14, 'passive'], [12, 20, 'passive'], [13, 20, 'passive'], [12, 20, 'passive'], [13, 20, 'passive']]"
530,530,0,6,6,"[[39, 45, 34.0], [5, 20, 24.0], [45, 26, 18.0], [9, 35, 12.0], [6, 30, 2.0]]","[[4, 13, 'passive'], [5, 10, 'passive'], [4, 18, 'passive'], [13, 15, 'passive'], [5, 18, 'passive'], [4, 15, 'passive']]",0,6,6,"[[8, 43, 66.0], [8, 36, 46.0], [15, 5, 36.0], [8, 33, 8.0], [1, 42, 6.0]]","[[8, 32, 'passive'], [8, 33, 'passive'], [8, 32, 'passive'], [16, 5, 'passive'], [9, 32, 'passive'], [31, 32, 'passive']]",0,6,6,"[[0, 39, 32.0], [19, 47, 16.0], [36, 9, 10.0], [0, 38, 6.0], [41, 39, 4.0]]","[[9, 31, 'passive'], [37, 13, 'passive'], [4, 23, 'passive'], [5, 25, 'passive'], [2, 28, 'passive'], [9, 23, 'passive']]"
531,531,0,6,6,"[[39, 45, 36.0], [5, 20, 26.0], [45, 26, 20.0], [9, 35, 14.0], [6, 30, 4.0]]","[[5, 19, 'passive'], [11, 18, 'passive'], [5, 17, 'passive'], [5, 18, 'passive'], [4, 16, 'passive'], [4, 18, 'passive']]",0,6,6,"[[8, 43, 68.0], [8, 36, 48.0], [15, 5, 38.0], [1, 42, 8.0], [24, 39, 2.0]]","[[15, 5, 'passive'], [8, 33, 'passive'], [8, 32, 'passive'], [8, 33, 'passive'], [8, 33, 'passive'], [11, 32, 'passive']]",0,6,6,"[[0, 39, 34.0], [19, 47, 18.0], [36, 9, 12.0], [0, 38, 8.0], [41, 39, 6.0]]","[[0, 31, 'passive'], [2, 30, 'passive'], [4, 26, 'passive'], [0, 30, 'passive'], [2, 26, 'passive'], [36, 13, 'passive']]"
532,532,0,6,6,"[[39, 45, 38.0], [5, 20, 28.0], [45, 26, 22.0], [9, 35, 16.0], [6, 30, 6.0]]","[[4, 20, 'passive'], [5, 17, 'passive'], [5, 20, 'passive'], [4, 20, 'passive'], [5, 19, 'passive'], [10, 18, 'passive']]",0,6,6,"[[8, 43, 70.0], [8, 36, 50.0], [15, 5, 32.0], [1, 42, 10.0], [24, 39, 4.0]]","[[15, 5, 'passive'], [8, 34, 'passive'], [9, 36, 'passive'], [8, 35, 'passive'], [8, 36, 'passive'], [8, 36, 'passive']]",0,6,6,"[[0, 39, 36.0], [19, 47, 20.0], [36, 9, 14.0], [0, 38, 10.0], [41, 39, 8.0]]","[[2, 33, 'passive'], [0, 36, 'passive'], [36, 10, 'passive'], [1, 36, 'passive'], [0, 36, 'passive'], [2, 38, 'passive']]"
533,533,0,6,6,"[[39, 45, 40.0], [5, 20, 22.0], [45, 26, 24.0], [9, 35, 18.0], [6, 30, 8.0]]","[[5, 20, 'passive'], [5, 20, 'passive'], [4, 20, 'passive'], [8, 19, 'passive'], [5, 20, 'passive'], [5, 19, 'passive']]",0,6,6,"[[8, 43, 72.0], [8, 36, 36.0], [15, 5, 26.0], [1, 42, 12.0], [24, 39, 6.0]]","[[8, 36, 'passive'], [8, 35, 'passive'], [8, 36, 'passive'], [8, 35, 'passive'], [9, 36, 'passive'], [15, 5, 'passive']]",0,6,6,"[[0, 39, 38.0], [19, 47, 22.0], [36, 9, 16.0], [0, 38, 12.0], [41, 39, 10.0]]","[[0, 37, 'passive'], [2, 38, 'passive'], [2, 34, 'passive'], [0, 38, 'passive'], [0, 37, 'passive'], [36, 9, 'passive']]"
534,534,0,6,6,"[[39, 45, 42.0], [45, 26, 26.0], [9, 35, 20.0], [6, 30, 10.0], [43, 5, 2.0]]","[[5, 20, 'passive'], [5, 20, 'passive'], [5, 20, 'passive'], [5, 20, 'passive'], [7, 20, 'passive'], [4, 27, 'passive']]",0,6,6,"[[8, 43, 74.0], [8, 36, 22.0], [15, 5, 20.0], [1, 42, 14.0], [24, 39, 8.0]]","[[8, 36, 'passive'], [15, 5, 'passive'], [8, 35, 'passive'], [8, 35, 'passive'], [8, 36, 'passive'], [8, 36, 'passive']]",0,6,6,"[[0, 39, 40.0], [19, 47, 24.0], [36, 9, 10.0], [0, 38, 6.0], [41, 39, 12.0]]","[[0, 38, 'passive'], [0, 38, 'passive'], [0, 36, 'passive'], [0, 38, 'passive'], [2, 38, 'passive'], [36, 9, 'passive']]"
535,535,0,6,6,"[[39, 45, 44.0], [45, 26, 28.0], [9, 35, 22.0], [6, 30, 12.0], [43, 5, 4.0]]","[[5, 27, 'passive'], [6, 23, 'passive'], [7, 23, 'passive'], [5, 26, 'passive'], [6, 21, 'passive'], [6, 23, 'passive']]",0,6,6,"[[8, 43, 76.0], [8, 36, 0.0], [15, 5, 14.0], [1, 42, 16.0], [24, 39, 10.0]]","[[8, 35, 'passive'], [8, 36, 'passive'], [8, 36, 'passive'], [8, 36, 'passive'], [8, 36, 'passive'], [15, 5, 'passive']]",0,6,6,"[[0, 39, 42.0], [19, 47, 26.0], [36, 9, 4.0], [41, 39, 14.0], [10, 7, 2.0]]","[[0, 38, 'passive'], [0, 38, 'passive'], [36, 9, 'passive'], [0, 38, 'passive'], [0, 39, 'passive'], [1, 38, 'passive']]"
536,536,0,6,6,"[[39, 45, 46.0], [45, 26, 30.0], [9, 35, 24.0], [6, 30, 14.0], [43, 5, 6.0]]","[[5, 27, 'passive'], [6, 28, 'passive'], [7, 23, 'passive'], [6, 25, 'passive'], [6, 29, 'passive'], [6, 23, 'passive']]",0,6,6,"[[8, 43, 78.0], [15, 5, 8.0], [1, 42, 18.0], [24, 39, 12.0], [19, 46, 2.0]]","[[15, 5, 'passive'], [8, 36, 'passive'], [8, 40, 'passive'], [8, 43, 'passive'], [8, 40, 'passive'], [8, 39, 'passive']]",0,6,6,"[[0, 39, 36.0], [19, 47, 28.0], [41, 39, 16.0], [10, 7, 4.0], [7, 12, 2.0]]","[[0, 39, 'passive'], [36, 9, 'passive'], [1, 39, 'passive'], [0, 39, 'passive'], [0, 38, 'passive'], [0, 38, 'passive']]"
537,537,0,6,6,"[[39, 45, 48.0], [45, 26, 32.0], [9, 35, 26.0], [6, 30, 16.0], [43, 5, 8.0]]","[[6, 29, 'passive'], [6, 29, 'passive'], [6, 28, 'passive'], [7, 30, 'passive'], [6, 28, 'passive'], [6, 26, 'passive']]",0,6,6,"[[8, 43, 72.0], [15, 5, 2.0], [1, 42, 20.0], [24, 39, 14.0], [19, 46, 4.0]]","[[15, 5, 'passive'], [8, 43, 'passive'], [8, 37, 'passive'], [8, 43, 'passive'], [8, 43, 'passive'], [8, 40, 'passive']]",0,6,6,"[[0, 39, 22.0], [19, 47, 30.0], [41, 39, 18.0], [10, 7, 6.0], [7, 12, 4.0]]","[[0, 39, 'passive'], [1, 39, 'passive'], [0, 38, 'passive'], [0, 38, 'passive'], [18, 8, 'passive'], [0, 39, 'passive']]"
538,538,0,6,6,"[[39, 45, 50.0], [45, 26, 34.0], [9, 35, 28.0], [6, 30, 18.0], [43, 5, 10.0]]","[[6, 29, 'passive'], [7, 30, 'passive'], [6, 30, 'passive'], [6, 29, 'passive'], [6, 28, 'passive'], [6, 30, 'passive']]",0,6,6,"[[8, 43, 50.0], [1, 42, 22.0], [24, 39, 16.0], [19, 46, 6.0], [2, 17, 2.0]]","[[15, 5, 'passive'], [8, 43, 'passive'], [8, 42, 'passive'], [8, 43, 'passive'], [8, 43, 'passive'], [8, 43, 'passive']]",0,6,6,"[[0, 39, 8.0], [19, 47, 32.0], [41, 39, 20.0], [10, 7, 8.0], [7, 12, 6.0]]","[[18, 7, 'passive'], [0, 39, 'passive'], [0, 39, 'passive'], [0, 38, 'passive'], [1, 39, 'passive'], [0, 38, 'passive']]"
539,539,0,6,6,"[[39, 45, 52.0], [45, 26, 36.0], [9, 35, 30.0], [6, 30, 4.0], [43, 5, 12.0]]","[[6, 30, 'passive'], [6, 28, 'passive'], [6, 30, 'passive'], [6, 29, 'passive'], [7, 30, 'passive'], [6, 30, 'passive']]",0,6,6,"[[8, 43, 20.0], [1, 42, 24.0], [24, 39, 18.0], [19, 46, 8.0], [2, 17, 4.0]]","[[8, 43, 'passive'], [8, 43, 'passive'], [8, 43, 'passive'], [3, 15, 'passive'], [8, 43, 'passive'], [8, 43, 'passive']]",0,6,6,"[[19, 47, 34.0], [41, 39, 22.0], [10, 7, 10.0], [7, 12, 8.0], [44, 13, 2.0]]","[[1, 39, 'passive'], [0, 38, 'passive'], [18, 7, 'passive'], [0, 39, 'passive'], [0, 39, 'passive'], [4, 36, 'passive']]"
540,540,0,6,6,"[[39, 45, 54.0], [45, 26, 38.0], [9, 35, 32.0], [43, 5, 14.0], [30, 33, 2.0]]","[[6, 30, 'passive'], [8, 34, 'passive'], [7, 30, 'passive'], [8, 31, 'passive'], [8, 29, 'passive'], [7, 31, 'passive']]",0,6,6,"[[1, 42, 26.0], [24, 39, 20.0], [19, 46, 10.0], [2, 17, 6.0], [26, 44, 2.0]]","[[2, 17, 'passive'], [8, 43, 'passive'], [8, 43, 'passive'], [8, 43, 'passive'], [6, 43, 'passive'], [4, 43, 'passive']]",0,6,6,"[[19, 47, 36.0], [41, 39, 24.0], [10, 7, 12.0], [7, 12, 10.0], [44, 13, 4.0]]","[[14, 7, 'passive'], [17, 42, 'passive'], [11, 40, 'passive'], [14, 46, 'passive'], [14, 39, 'passive'], [4, 46, 'passive']]"
541,541,0,6,6,"[[39, 45, 56.0], [45, 26, 40.0], [9, 35, 34.0], [43, 5, 16.0], [30, 33, 4.0]]","[[7, 35, 'passive'], [8, 35, 'passive'], [8, 35, 'passive'], [8, 32, 'passive'], [7, 35, 'passive'], [9, 35, 'passive']]",0,6,6,"[[1, 42, 28.0], [24, 39, 22.0], [19, 46, 12.0], [2, 17, 0.0], [26, 44, 4.0]]","[[2, 17, 'passive'], [5, 42, 'passive'], [1, 42, 'passive'], [7, 43, 'passive'], [1, 43, 'passive'], [7, 43, 'passive']]",0,6,6,"[[19, 47, 38.0], [41, 39, 26.0], [10, 7, 14.0], [7, 12, 12.0], [44, 13, 6.0]]","[[11, 41, 'passive'], [11, 47, 'passive'], [17, 46, 'passive'], [12, 7, 'passive'], [18, 44, 'passive'], [17, 42, 'passive']]"
542,542,0,6,6,"[[39, 45, 58.0], [45, 26, 42.0], [9, 35, 28.0], [43, 5, 18.0], [30, 33, 6.0]]","[[9, 35, 'passive'], [8, 33, 'passive'], [8, 35, 'passive'], [9, 35, 'passive'], [9, 35, 'passive'], [9, 35, 'passive']]",0,6,6,"[[1, 42, 22.0], [24, 39, 24.0], [19, 46, 14.0], [26, 44, 6.0], [0, 37, 2.0]]","[[4, 42, 'passive'], [1, 42, 'passive'], [2, 17, 'passive'], [5, 42, 'passive'], [1, 43, 'passive'], [2, 42, 'passive']]",0,6,6,"[[19, 47, 40.0], [41, 39, 28.0], [10, 7, 16.0], [7, 12, 14.0], [44, 13, 8.0]]","[[11, 7, 'passive'], [18, 45, 'passive'], [16, 45, 'passive'], [18, 46, 'passive'], [16, 47, 'passive'], [19, 47, 'passive']]"
543,543,0,6,6,"[[39, 45, 60.0], [45, 26, 44.0], [43, 5, 20.0], [30, 33, 8.0], [30, 49, 2.0]]","[[9, 35, 'passive'], [9, 35, 'passive'], [9, 35, 'passive'], [9, 35, 'passive'], [9, 35, 'passive'], [9, 35, 'passive']]",0,6,6,"[[1, 42, 16.0], [24, 39, 26.0], [19, 46, 16.0], [26, 44, 8.0], [0, 37, 4.0]]","[[1, 42, 'passive'], [2, 42, 'passive'], [1, 35, 'passive'], [1, 43, 'passive'], [3, 42, 'passive'], [4, 42, 'passive']]",0,6,6,"[[19, 47, 34.0], [41, 39, 30.0], [10, 7, 18.0], [7, 12, 16.0], [44, 13, 10.0]]","[[16, 47, 'passive'], [18, 47, 'passive'], [19, 46, 'passive'], [10, 7, 'passive'], [18, 47, 'passive'], [19, 47, 'passive']]"
544,544,0,6,6,"[[39, 45, 62.0], [45, 26, 46.0], [43, 5, 22.0], [30, 33, 10.0], [30, 49, 4.0]]","[[29, 34, 'passive'], [28, 33, 'passive'], [9, 33, 'passive'], [12, 34, 'passive'], [22, 33, 'passive'], [14, 33, 'passive']]",0,6,6,"[[1, 42, 10.0], [24, 39, 28.0], [19, 46, 18.0], [26, 44, 10.0], [0, 37, 6.0]]","[[0, 37, 'passive'], [1, 42, 'passive'], [1, 42, 'passive'], [3, 42, 'passive'], [1, 42, 'passive'], [3, 42, 'passive']]",0,6,6,"[[19, 47, 28.0], [41, 39, 32.0], [10, 7, 12.0], [7, 12, 18.0], [44, 13, 12.0]]","[[16, 47, 'passive'], [19, 47, 'passive'], [18, 47, 'passive'], [19, 47, 'passive'], [10, 7, 'passive'], [19, 47, 'passive']]"
545,545,0,6,6,"[[39, 45, 64.0], [45, 26, 48.0], [43, 5, 24.0], [30, 33, 12.0], [30, 49, 6.0]]","[[26, 33, 'passive'], [25, 33, 'passive'], [29, 33, 'passive'], [30, 33, 'passive'], [22, 33, 'passive'], [16, 33, 'passive']]",0,6,6,"[[24, 39, 30.0], [19, 46, 20.0], [26, 44, 12.0], [0, 37, 0.0], [1, 35, 2.0]]","[[0, 37, 'passive'], [1, 42, 'passive'], [3, 42, 'passive'], [1, 42, 'passive'], [1, 42, 'passive'], [1, 41, 'passive']]",0,6,6,"[[19, 47, 6.0], [41, 39, 34.0], [10, 7, 6.0], [7, 12, 20.0], [44, 13, 14.0]]","[[10, 7, 'passive'], [18, 47, 'passive'], [19, 47, 'passive'], [19, 47, 'passive'], [19, 47, 'passive'], [18, 47, 'passive']]"
546,546,0,6,6,"[[39, 45, 66.0], [45, 26, 50.0], [43, 5, 26.0], [30, 33, 6.0], [30, 49, 8.0]]","[[28, 33, 'passive'], [29, 33, 'passive'], [30, 33, 'passive'], [30, 33, 'passive'], [29, 33, 'passive'], [30, 33, 'passive']]",0,6,6,"[[24, 39, 32.0], [19, 46, 22.0], [26, 44, 14.0], [1, 35, 4.0], [25, 32, 2.0]]","[[0, 42, 'passive'], [2, 38, 'passive'], [1, 36, 'passive'], [1, 35, 'passive'], [1, 40, 'passive'], [1, 37, 'passive']]",0,6,6,"[[41, 39, 36.0], [10, 7, 0.0], [7, 12, 22.0], [44, 13, 16.0], [34, 22, 2.0]]","[[19, 47, 'passive'], [19, 47, 'passive'], [30, 45, 'passive'], [10, 7, 'passive'], [22, 45, 'passive'], [30, 42, 'passive']]"
547,547,0,6,6,"[[39, 45, 68.0], [45, 26, 52.0], [43, 5, 28.0], [30, 49, 10.0], [37, 7, 2.0]]","[[29, 33, 'passive'], [29, 33, 'passive'], [28, 33, 'passive'], [30, 33, 'passive'], [30, 33, 'passive'], [38, 35, 'passive']]",0,6,6,"[[24, 39, 34.0], [19, 46, 24.0], [26, 44, 16.0], [25, 32, 4.0], [46, 7, 2.0]]","[[1, 35, 'passive'], [1, 35, 'passive'], [1, 35, 'passive'], [1, 35, 'passive'], [16, 38, 'passive'], [7, 43, 'passive']]",0,6,6,"[[41, 39, 38.0], [7, 12, 24.0], [44, 13, 18.0], [34, 22, 4.0], [15, 1, 2.0]]","[[10, 7, 'passive'], [40, 45, 'passive'], [37, 45, 'passive'], [36, 42, 'passive'], [37, 42, 'passive'], [21, 43, 'passive']]"
548,548,0,6,6,"[[39, 45, 70.0], [45, 26, 54.0], [43, 5, 30.0], [30, 49, 12.0], [37, 7, 4.0]]","[[36, 36, 'passive'], [37, 42, 'passive'], [32, 37, 'passive'], [39, 42, 'passive'], [30, 39, 'passive'], [30, 45, 'passive']]",0,6,6,"[[24, 39, 36.0], [19, 46, 26.0], [26, 44, 18.0], [25, 32, 6.0], [46, 7, 4.0]]","[[22, 39, 'passive'], [14, 43, 'passive'], [1, 38, 'passive'], [19, 43, 'passive'], [2, 43, 'passive'], [5, 37, 'passive']]",0,6,6,"[[41, 39, 40.0], [7, 12, 26.0], [44, 13, 20.0], [34, 22, 6.0], [15, 1, 4.0]]","[[40, 43, 'passive'], [41, 40, 'passive'], [10, 9, 'passive'], [41, 40, 'passive'], [41, 40, 'passive'], [26, 40, 'passive']]"
549,549,0,6,6,"[[39, 45, 72.0], [45, 26, 56.0], [43, 5, 32.0], [30, 49, 14.0], [37, 7, 6.0]]","[[37, 44, 'passive'], [30, 46, 'passive'], [39, 42, 'passive'], [30, 47, 'passive'], [35, 37, 'passive'], [39, 45, 'passive']]",0,6,6,"[[24, 39, 38.0], [19, 46, 28.0], [26, 44, 20.0], [25, 32, 8.0], [46, 7, 6.0]]","[[3, 45, 'passive'], [11, 46, 'passive'], [7, 43, 'passive'], [15, 44, 'passive'], [19, 45, 'passive'], [23, 39, 'passive']]",0,6,6,"[[41, 39, 42.0], [7, 12, 28.0], [44, 13, 22.0], [34, 22, 8.0], [15, 1, 6.0]]","[[40, 43, 'passive'], [41, 40, 'passive'], [41, 40, 'passive'], [41, 40, 'passive'], [30, 40, 'passive'], [10, 10, 'passive']]"
