,cycle,population_active__t1,population_passive__t1,population_total__t1,food_crates__t1,organism_positions__t1,population_active__t2,population_passive__t2,population_total__t2,food_crates__t2,organism_positions__t2,population_active__t3,population_passive__t3,population_total__t3,food_crates__t3,organism_positions__t3
1295,1295,0,5,5,"[[48, 12, 142.0], [25, 5, 46.0], [10, 11, 34.0], [20, 43, 20.0], [26, 49, 6.0]]","[[48, 14, 'passive'], [47, 12, 'passive'], [48, 17, 'passive'], [47, 15, 'passive'], [48, 13, 'passive']]",0,4,4,"[[50, 7, 90.0], [38, 41, 50.0], [44, 45, 26.0], [23, 1, 18.0], [8, 40, 2.0]]","[[33, 49, 'passive'], [33, 48, 'passive'], [33, 49, 'passive'], [33, 49, 'passive']]",0,5,5,"[[10, 6, 78.0], [6, 6, 66.0], [13, 16, 40.0], [48, 11, 10.0], [50, 14, 8.0]]","[[10, 6, 'passive'], [48, 14, 'passive'], [39, 11, 'passive'], [13, 16, 'passive'], [50, 16, 'passive']]"
1296,1296,0,5,5,"[[48, 12, 144.0], [25, 5, 48.0], [10, 11, 36.0], [20, 43, 22.0], [26, 49, 8.0]]","[[48, 12, 'passive'], [48, 13, 'passive'], [48, 15, 'passive'], [47, 12, 'passive'], [48, 12, 'passive']]",0,4,4,"[[50, 7, 92.0], [38, 41, 52.0], [44, 45, 28.0], [23, 1, 20.0], [8, 40, 4.0]]","[[33, 41, 'passive'], [35, 45, 'passive'], [34, 41, 'passive'], [36, 41, 'passive']]",0,5,5,"[[10, 6, 72.0], [6, 6, 68.0], [13, 16, 34.0], [48, 11, 12.0], [50, 14, 10.0]]","[[10, 6, 'passive'], [50, 14, 'passive'], [13, 16, 'passive'], [48, 14, 'passive'], [45, 11, 'passive']]"
1297,1297,0,5,5,"[[48, 12, 130.0], [25, 5, 50.0], [10, 11, 38.0], [20, 43, 24.0], [26, 49, 10.0]]","[[48, 13, 'passive'], [48, 12, 'passive'], [48, 12, 'passive'], [48, 15, 'passive'], [48, 12, 'passive']]",0,4,4,"[[50, 7, 94.0], [38, 41, 54.0], [44, 45, 30.0], [23, 1, 22.0], [8, 40, 6.0]]","[[36, 41, 'passive'], [36, 41, 'passive'], [35, 45, 'passive'], [35, 41, 'passive']]",0,5,5,"[[10, 6, 66.0], [6, 6, 70.0], [13, 16, 28.0], [48, 11, 14.0], [50, 14, 4.0]]","[[48, 11, 'passive'], [50, 14, 'passive'], [10, 6, 'passive'], [49, 14, 'passive'], [13, 16, 'passive']]"
1298,1298,0,5,5,"[[48, 12, 108.0], [25, 5, 52.0], [10, 11, 40.0], [20, 43, 26.0], [26, 49, 12.0]]","[[48, 12, 'passive'], [48, 15, 'passive'], [48, 13, 'passive'], [48, 12, 'passive'], [48, 12, 'passive']]",0,4,4,"[[50, 7, 96.0], [38, 41, 56.0], [44, 45, 32.0], [23, 1, 24.0], [8, 40, 8.0]]","[[35, 43, 'passive'], [38, 41, 'passive'], [38, 41, 'passive'], [38, 41, 'passive']]",0,5,5,"[[10, 6, 60.0], [6, 6, 72.0], [13, 16, 22.0], [48, 11, 8.0], [19, 16, 2.0]]","[[13, 16, 'passive'], [50, 14, 'passive'], [48, 14, 'passive'], [10, 6, 'passive'], [48, 11, 'passive']]"
1299,1299,0,5,5,"[[48, 12, 86.0], [25, 5, 54.0], [10, 11, 42.0], [20, 43, 28.0], [26, 49, 14.0]]","[[48, 15, 'passive'], [48, 12, 'passive'], [48, 12, 'passive'], [48, 12, 'passive'], [48, 12, 'passive']]",0,4,4,"[[50, 7, 98.0], [38, 41, 34.0], [44, 45, 34.0], [23, 1, 26.0], [8, 40, 10.0]]","[[37, 43, 'passive'], [38, 41, 'passive'], [38, 41, 'passive'], [38, 41, 'passive']]",0,5,5,"[[10, 6, 54.0], [6, 6, 74.0], [13, 16, 16.0], [19, 16, 4.0], [48, 32, 2.0]]","[[13, 16, 'passive'], [48, 12, 'passive'], [48, 11, 'passive'], [10, 6, 'passive'], [49, 14, 'passive']]"
1300,1300,0,5,5,"[[48, 12, 56.0], [25, 5, 56.0], [10, 11, 44.0], [20, 43, 30.0], [26, 49, 16.0]]","[[48, 12, 'passive'], [48, 13, 'passive'], [48, 12, 'passive'], [48, 12, 'passive'], [48, 12, 'passive']]",0,4,4,"[[50, 7, 100.0], [38, 41, 12.0], [44, 45, 36.0], [23, 1, 28.0], [8, 40, 12.0]]","[[38, 41, 'passive'], [38, 43, 'passive'], [38, 41, 'passive'], [38, 41, 'passive']]",0,5,5,"[[10, 6, 48.0], [6, 6, 76.0], [13, 16, 10.0], [19, 16, 6.0], [48, 32, 4.0]]","[[48, 20, 'passive'], [10, 6, 'passive'], [48, 29, 'passive'], [13, 16, 'passive'], [48, 12, 'passive']]"
1301,1301,0,5,5,"[[48, 12, 26.0], [25, 5, 58.0], [10, 11, 46.0], [20, 43, 32.0], [26, 49, 18.0]]","[[48, 12, 'passive'], [48, 12, 'passive'], [48, 13, 'passive'], [48, 12, 'passive'], [48, 12, 'passive']]",0,4,4,"[[50, 7, 102.0], [44, 45, 38.0], [23, 1, 30.0], [8, 40, 14.0], [14, 47, 2.0]]","[[38, 41, 'passive'], [38, 41, 'passive'], [38, 41, 'passive'], [39, 45, 'passive']]",0,5,5,"[[10, 6, 42.0], [6, 6, 78.0], [13, 16, 4.0], [19, 16, 8.0], [48, 32, 6.0]]","[[10, 6, 'passive'], [48, 24, 'passive'], [13, 16, 'passive'], [48, 24, 'passive'], [48, 31, 'passive']]"
1302,1302,0,5,5,"[[25, 5, 60.0], [10, 11, 48.0], [20, 43, 34.0], [26, 49, 20.0], [32, 50, 2.0]]","[[48, 12, 'passive'], [48, 12, 'passive'], [48, 12, 'passive'], [48, 12, 'passive'], [25, 12, 'passive']]",0,4,4,"[[50, 7, 104.0], [44, 45, 40.0], [23, 1, 32.0], [8, 40, 16.0], [14, 47, 4.0]]","[[40, 42, 'passive'], [44, 41, 'passive'], [39, 43, 'passive'], [43, 45, 'passive']]",0,5,5,"[[10, 6, 36.0], [6, 6, 80.0], [19, 16, 10.0], [48, 32, 8.0], [18, 4, 2.0]]","[[13, 16, 'passive'], [48, 27, 'passive'], [10, 6, 'passive'], [48, 31, 'passive'], [48, 24, 'passive']]"
1303,1303,0,5,5,"[[25, 5, 62.0], [10, 11, 50.0], [20, 43, 36.0], [26, 49, 22.0], [32, 50, 4.0]]","[[27, 5, 'passive'], [34, 10, 'passive'], [32, 9, 'passive'], [29, 11, 'passive'], [25, 10, 'passive']]",0,4,4,"[[50, 7, 106.0], [44, 45, 42.0], [23, 1, 34.0], [8, 40, 18.0], [14, 47, 6.0]]","[[44, 45, 'passive'], [44, 42, 'passive'], [42, 45, 'passive'], [44, 41, 'passive']]",0,5,5,"[[10, 6, 30.0], [6, 6, 82.0], [19, 16, 12.0], [48, 32, 10.0], [18, 4, 4.0]]","[[10, 6, 'passive'], [48, 31, 'passive'], [48, 27, 'passive'], [13, 16, 'passive'], [48, 25, 'passive']]"
1304,1304,0,5,5,"[[25, 5, 64.0], [10, 11, 52.0], [20, 43, 38.0], [26, 49, 24.0], [32, 50, 6.0]]","[[28, 8, 'passive'], [25, 6, 'passive'], [27, 5, 'passive'], [27, 5, 'passive'], [26, 10, 'passive']]",0,4,4,"[[50, 7, 108.0], [44, 45, 36.0], [23, 1, 36.0], [8, 40, 20.0], [14, 47, 8.0]]","[[43, 45, 'passive'], [44, 45, 'passive'], [44, 45, 'passive'], [44, 45, 'passive']]",0,5,5,"[[10, 6, 24.0], [6, 6, 84.0], [19, 16, 14.0], [48, 32, 12.0], [18, 4, 6.0]]","[[18, 16, 'passive'], [48, 31, 'passive'], [10, 6, 'passive'], [48, 32, 'passive'], [48, 27, 'passive']]"
1305,1305,0,5,5,"[[25, 5, 66.0], [10, 11, 54.0], [20, 43, 40.0], [26, 49, 26.0], [32, 50, 8.0]]","[[25, 6, 'passive'], [26, 5, 'passive'], [25, 5, 'passive'], [25, 9, 'passive'], [28, 5, 'passive']]",0,4,4,"[[50, 7, 110.0], [44, 45, 14.0], [23, 1, 38.0], [8, 40, 22.0], [14, 47, 10.0]]","[[44, 45, 'passive'], [43, 45, 'passive'], [44, 45, 'passive'], [44, 45, 'passive']]",0,5,5,"[[10, 6, 18.0], [6, 6, 86.0], [19, 16, 16.0], [48, 32, 6.0], [18, 4, 8.0]]","[[48, 31, 'passive'], [18, 16, 'passive'], [10, 6, 'passive'], [48, 32, 'passive'], [48, 32, 'passive']]"
1306,1306,0,5,5,"[[25, 5, 60.0], [10, 11, 56.0], [20, 43, 42.0], [26, 49, 28.0], [32, 50, 10.0]]","[[25, 6, 'passive'], [25, 5, 'passive'], [25, 8, 'passive'], [26, 5, 'passive'], [26, 5, 'passive']]",0,4,4,"[[50, 7, 112.0], [23, 1, 40.0], [8, 40, 24.0], [14, 47, 12.0], [16, 6, 2.0]]","[[44, 45, 'passive'], [44, 45, 'passive'], [44, 45, 'passive'], [44, 45, 'passive']]",0,5,5,"[[10, 6, 12.0], [6, 6, 88.0], [19, 16, 18.0], [18, 4, 10.0], [8, 19, 2.0]]","[[48, 32, 'passive'], [10, 6, 'passive'], [19, 16, 'passive'], [48, 32, 'passive'], [37, 27, 'passive']]"
1307,1307,0,5,5,"[[25, 5, 54.0], [10, 11, 58.0], [20, 43, 44.0], [26, 49, 30.0], [32, 50, 12.0]]","[[25, 6, 'passive'], [25, 6, 'passive'], [25, 5, 'passive'], [25, 5, 'passive'], [26, 5, 'passive']]",0,4,4,"[[50, 7, 114.0], [23, 1, 42.0], [8, 40, 26.0], [14, 47, 14.0], [16, 6, 4.0]]","[[18, 47, 'passive'], [25, 45, 'passive'], [26, 46, 'passive'], [24, 47, 'passive']]",0,5,5,"[[10, 6, 6.0], [6, 6, 90.0], [19, 16, 12.0], [18, 4, 12.0], [8, 19, 4.0]]","[[26, 25, 'passive'], [19, 16, 'passive'], [33, 26, 'passive'], [29, 23, 'passive'], [10, 6, 'passive']]"
1308,1308,0,5,5,"[[25, 5, 40.0], [10, 11, 60.0], [20, 43, 46.0], [26, 49, 32.0], [32, 50, 14.0]]","[[25, 6, 'passive'], [25, 5, 'passive'], [26, 5, 'passive'], [25, 5, 'passive'], [25, 5, 'passive']]",0,4,4,"[[50, 7, 116.0], [23, 1, 44.0], [8, 40, 28.0], [14, 47, 16.0], [16, 6, 6.0]]","[[14, 47, 'passive'], [19, 47, 'passive'], [17, 45, 'passive'], [16, 47, 'passive']]",0,5,5,"[[10, 6, 0.0], [6, 6, 92.0], [19, 16, 6.0], [18, 4, 14.0], [8, 19, 6.0]]","[[24, 21, 'passive'], [19, 16, 'passive'], [10, 6, 'passive'], [33, 19, 'passive'], [26, 19, 'passive']]"
1309,1309,0,5,5,"[[25, 5, 18.0], [10, 11, 62.0], [20, 43, 48.0], [26, 49, 34.0], [32, 50, 16.0]]","[[25, 5, 'passive'], [25, 5, 'passive'], [25, 5, 'passive'], [25, 5, 'passive'], [25, 5, 'passive']]",0,4,4,"[[50, 7, 118.0], [23, 1, 46.0], [8, 40, 30.0], [14, 47, 10.0], [16, 6, 8.0]]","[[19, 47, 'passive'], [14, 47, 'passive'], [14, 47, 'passive'], [16, 47, 'passive']]",0,5,5,"[[6, 6, 94.0], [18, 4, 16.0], [8, 19, 8.0], [20, 4, 2.0], [36, 10, 2.0]]","[[24, 16, 'passive'], [19, 16, 'passive'], [22, 19, 'passive'], [10, 6, 'passive'], [24, 20, 'passive']]"
1310,1310,0,5,5,"[[10, 11, 64.0], [20, 43, 50.0], [26, 49, 36.0], [32, 50, 18.0], [50, 1, 2.0]]","[[25, 5, 'passive'], [25, 5, 'passive'], [25, 5, 'passive'], [24, 9, 'passive'], [15, 5, 'passive']]",0,4,4,"[[50, 7, 120.0], [23, 1, 48.0], [8, 40, 32.0], [16, 6, 10.0], [22, 33, 2.0]]","[[16, 47, 'passive'], [14, 47, 'passive'], [14, 47, 'passive'], [11, 45, 'passive']]",0,5,5,"[[6, 6, 96.0], [18, 4, 18.0], [8, 19, 10.0], [20, 4, 4.0], [36, 10, 4.0]]","[[18, 17, 'passive'], [8, 6, 'passive'], [27, 10, 'passive'], [22, 13, 'passive'], [21, 19, 'passive']]"
1311,1311,0,5,5,"[[10, 11, 66.0], [20, 43, 52.0], [26, 49, 38.0], [32, 50, 20.0], [50, 1, 4.0]]","[[11, 6, 'passive'], [24, 9, 'passive'], [20, 8, 'passive'], [16, 8, 'passive'], [13, 5, 'passive']]",0,4,4,"[[50, 7, 122.0], [23, 1, 50.0], [8, 40, 34.0], [16, 6, 12.0], [22, 33, 4.0]]","[[13, 46, 'passive'], [10, 44, 'passive'], [8, 43, 'passive'], [10, 47, 'passive']]",0,5,5,"[[6, 6, 98.0], [18, 4, 20.0], [8, 19, 12.0], [20, 4, 6.0], [36, 10, 6.0]]","[[6, 6, 'passive'], [20, 19, 'passive'], [32, 10, 'passive'], [20, 6, 'passive'], [11, 19, 'passive']]"
1312,1312,0,5,5,"[[10, 11, 68.0], [20, 43, 54.0], [26, 49, 40.0], [32, 50, 22.0], [50, 1, 6.0]]","[[23, 9, 'passive'], [11, 10, 'passive'], [12, 8, 'passive'], [11, 10, 'passive'], [10, 8, 'passive']]",0,4,4,"[[50, 7, 124.0], [23, 1, 52.0], [8, 40, 36.0], [16, 6, 14.0], [22, 33, 6.0]]","[[8, 42, 'passive'], [8, 45, 'passive'], [8, 42, 'passive'], [13, 44, 'passive']]",0,5,5,"[[6, 6, 92.0], [18, 4, 22.0], [8, 19, 14.0], [20, 4, 8.0], [36, 10, 8.0]]","[[20, 19, 'passive'], [10, 19, 'passive'], [20, 4, 'passive'], [6, 6, 'passive'], [35, 10, 'passive']]"
1313,1313,0,5,5,"[[10, 11, 70.0], [20, 43, 56.0], [26, 49, 42.0], [32, 50, 24.0], [50, 1, 8.0]]","[[10, 10, 'passive'], [11, 11, 'passive'], [17, 11, 'passive'], [10, 9, 'passive'], [10, 9, 'passive']]",0,4,4,"[[50, 7, 126.0], [23, 1, 54.0], [8, 40, 38.0], [16, 6, 16.0], [22, 33, 8.0]]","[[8, 41, 'passive'], [8, 40, 'passive'], [8, 42, 'passive'], [8, 41, 'passive']]",0,5,5,"[[6, 6, 86.0], [18, 4, 24.0], [8, 19, 16.0], [20, 4, 2.0], [36, 10, 10.0]]","[[35, 10, 'passive'], [10, 19, 'passive'], [18, 19, 'passive'], [20, 4, 'passive'], [6, 6, 'passive']]"
1314,1314,0,5,5,"[[10, 11, 72.0], [20, 43, 58.0], [26, 49, 44.0], [32, 50, 26.0], [50, 1, 10.0]]","[[10, 11, 'passive'], [10, 11, 'passive'], [14, 11, 'passive'], [10, 10, 'passive'], [10, 11, 'passive']]",0,4,4,"[[50, 7, 128.0], [23, 1, 56.0], [8, 40, 32.0], [16, 6, 18.0], [22, 33, 10.0]]","[[8, 41, 'passive'], [8, 40, 'passive'], [8, 41, 'passive'], [8, 40, 'passive']]",0,5,5,"[[6, 6, 80.0], [18, 4, 26.0], [8, 19, 18.0], [36, 10, 12.0], [33, 41, 2.0]]","[[10, 19, 'passive'], [20, 4, 'passive'], [35, 10, 'passive'], [6, 6, 'passive'], [16, 19, 'passive']]"
1315,1315,0,5,5,"[[10, 11, 50.0], [20, 43, 60.0], [26, 49, 46.0], [32, 50, 28.0], [50, 1, 12.0]]","[[10, 11, 'passive'], [10, 11, 'passive'], [10, 11, 'passive'], [13, 11, 'passive'], [10, 11, 'passive']]",0,4,4,"[[50, 7, 130.0], [23, 1, 58.0], [8, 40, 18.0], [16, 6, 20.0], [22, 33, 12.0]]","[[8, 40, 'passive'], [8, 40, 'passive'], [8, 40, 'passive'], [8, 40, 'passive']]",0,5,5,"[[6, 6, 74.0], [18, 4, 28.0], [8, 19, 20.0], [36, 10, 14.0], [33, 41, 4.0]]","[[8, 19, 'passive'], [6, 6, 'passive'], [18, 4, 'passive'], [35, 10, 'passive'], [15, 19, 'passive']]"
1316,1316,0,5,5,"[[10, 11, 20.0], [20, 43, 62.0], [26, 49, 48.0], [32, 50, 30.0], [50, 1, 14.0]]","[[10, 11, 'passive'], [10, 11, 'passive'], [10, 11, 'passive'], [10, 11, 'passive'], [13, 11, 'passive']]",0,4,4,"[[50, 7, 132.0], [23, 1, 60.0], [16, 6, 22.0], [22, 33, 14.0], [24, 50, 2.0]]","[[8, 40, 'passive'], [8, 40, 'passive'], [8, 40, 'passive'], [22, 34, 'passive']]",0,5,5,"[[6, 6, 68.0], [18, 4, 22.0], [8, 19, 14.0], [36, 10, 16.0], [33, 41, 6.0]]","[[36, 10, 'passive'], [6, 6, 'passive'], [14, 19, 'passive'], [18, 4, 'passive'], [8, 19, 'passive']]"
1317,1317,0,5,5,"[[20, 43, 64.0], [26, 49, 50.0], [32, 50, 32.0], [50, 1, 16.0], [40, 8, 2.0]]","[[10, 11, 'passive'], [10, 11, 'passive'], [12, 11, 'passive'], [10, 11, 'passive'], [34, 2, 'passive']]",0,4,4,"[[50, 7, 134.0], [23, 1, 62.0], [16, 6, 24.0], [22, 33, 16.0], [24, 50, 4.0]]","[[22, 33, 'passive'], [9, 40, 'passive'], [12, 40, 'passive'], [17, 38, 'passive']]",0,5,5,"[[6, 6, 62.0], [18, 4, 16.0], [8, 19, 8.0], [36, 10, 10.0], [33, 41, 8.0]]","[[18, 4, 'passive'], [36, 10, 'passive'], [14, 19, 'passive'], [8, 19, 'passive'], [6, 6, 'passive']]"
1318,1318,0,5,5,"[[20, 43, 66.0], [26, 49, 52.0], [32, 50, 34.0], [50, 1, 18.0], [40, 8, 4.0]]","[[30, 8, 'passive'], [32, 8, 'passive'], [38, 11, 'passive'], [27, 10, 'passive'], [35, 2, 'passive']]",0,4,4,"[[50, 7, 136.0], [23, 1, 64.0], [16, 6, 26.0], [22, 33, 10.0], [24, 50, 6.0]]","[[10, 37, 'passive'], [15, 33, 'passive'], [18, 37, 'passive'], [22, 33, 'passive']]",0,5,5,"[[6, 6, 56.0], [18, 4, 10.0], [36, 10, 4.0], [33, 41, 10.0], [44, 20, 2.0]]","[[6, 6, 'passive'], [8, 19, 'passive'], [12, 19, 'passive'], [18, 4, 'passive'], [36, 10, 'passive']]"
1319,1319,0,5,5,"[[20, 43, 68.0], [26, 49, 54.0], [32, 50, 36.0], [50, 1, 20.0], [40, 8, 6.0]]","[[39, 9, 'passive'], [38, 5, 'passive'], [32, 8, 'passive'], [40, 9, 'passive'], [40, 8, 'passive']]",0,4,4,"[[50, 7, 138.0], [23, 1, 66.0], [16, 6, 28.0], [22, 33, 4.0], [24, 50, 8.0]]","[[10, 36, 'passive'], [21, 33, 'passive'], [22, 33, 'passive'], [19, 34, 'passive']]",0,5,5,"[[6, 6, 50.0], [18, 4, 4.0], [33, 41, 12.0], [44, 20, 4.0], [45, 23, 2.0]]","[[6, 7, 'passive'], [18, 4, 'passive'], [36, 10, 'passive'], [7, 8, 'passive'], [6, 6, 'passive']]"
1320,1320,0,5,5,"[[20, 43, 70.0], [26, 49, 56.0], [32, 50, 38.0], [50, 1, 22.0], [28, 48, 2.0]]","[[40, 8, 'passive'], [39, 6, 'passive'], [38, 6, 'passive'], [48, 6, 'passive'], [48, 2, 'passive']]",0,4,4,"[[50, 7, 140.0], [23, 1, 68.0], [16, 6, 30.0], [24, 50, 10.0], [44, 25, 2.0]]","[[22, 33, 'passive'], [10, 38, 'passive'], [21, 49, 'passive'], [19, 34, 'passive']]",0,5,5,"[[6, 6, 44.0], [33, 41, 14.0], [44, 20, 6.0], [45, 23, 4.0], [26, 40, 2.0]]","[[7, 8, 'passive'], [6, 6, 'passive'], [18, 4, 'passive'], [6, 6, 'passive'], [36, 12, 'passive']]"
1321,1321,0,5,5,"[[20, 43, 72.0], [26, 49, 58.0], [32, 50, 40.0], [50, 1, 24.0], [28, 48, 4.0]]","[[48, 3, 'passive'], [50, 3, 'passive'], [48, 2, 'passive'], [50, 2, 'passive'], [47, 4, 'passive']]",0,4,4,"[[50, 7, 142.0], [23, 1, 70.0], [16, 6, 32.0], [24, 50, 12.0], [44, 25, 4.0]]","[[21, 49, 'passive'], [24, 45, 'passive'], [14, 47, 'passive'], [19, 41, 'passive']]",0,5,5,"[[6, 6, 30.0], [33, 41, 16.0], [44, 20, 8.0], [45, 23, 6.0], [26, 40, 4.0]]","[[6, 6, 'passive'], [6, 6, 'passive'], [39, 19, 'passive'], [7, 7, 'passive'], [8, 5, 'passive']]"
1322,1322,0,5,5,"[[20, 43, 74.0], [26, 49, 60.0], [32, 50, 42.0], [50, 1, 26.0], [28, 48, 6.0]]","[[48, 1, 'passive'], [49, 2, 'passive'], [50, 1, 'passive'], [50, 2, 'passive'], [50, 3, 'passive']]",0,4,4,"[[50, 7, 144.0], [23, 1, 72.0], [16, 6, 34.0], [24, 50, 14.0], [44, 25, 6.0]]","[[20, 44, 'passive'], [19, 47, 'passive'], [23, 50, 'passive'], [24, 48, 'passive']]",0,5,5,"[[6, 6, 16.0], [33, 41, 18.0], [44, 20, 10.0], [45, 23, 8.0], [26, 40, 6.0]]","[[42, 20, 'passive'], [6, 7, 'passive'], [6, 6, 'passive'], [6, 6, 'passive'], [6, 6, 'passive']]"
1323,1323,0,5,5,"[[20, 43, 76.0], [26, 49, 62.0], [32, 50, 44.0], [50, 1, 20.0], [28, 48, 8.0]]","[[49, 2, 'passive'], [50, 1, 'passive'], [50, 1, 'passive'], [50, 1, 'passive'], [50, 1, 'passive']]",0,4,4,"[[50, 7, 146.0], [23, 1, 74.0], [16, 6, 36.0], [24, 50, 16.0], [44, 25, 8.0]]","[[22, 48, 'passive'], [24, 49, 'passive'], [22, 50, 'passive'], [23, 50, 'passive']]",0,5,5,"[[33, 41, 20.0], [44, 20, 12.0], [45, 23, 10.0], [26, 40, 8.0], [44, 50, 2.0]]","[[6, 6, 'passive'], [6, 6, 'passive'], [43, 20, 'passive'], [6, 6, 'passive'], [20, 17, 'passive']]"
1324,1324,0,5,5,"[[20, 43, 78.0], [26, 49, 64.0], [32, 50, 46.0], [28, 48, 10.0], [9, 18, 2.0]]","[[50, 1, 'passive'], [50, 1, 'passive'], [50, 1, 'passive'], [23, 23, 'passive'], [50, 7, 'passive']]",0,4,4,"[[50, 7, 148.0], [23, 1, 76.0], [16, 6, 38.0], [24, 50, 18.0], [44, 25, 10.0]]","[[24, 49, 'passive'], [24, 50, 'passive'], [23, 49, 'passive'], [24, 50, 'passive']]",0,5,5,"[[33, 41, 22.0], [44, 20, 14.0], [45, 23, 12.0], [26, 40, 10.0], [44, 50, 4.0]]","[[13, 25, 'passive'], [6, 29, 'passive'], [20, 22, 'passive'], [43, 20, 'passive'], [11, 23, 'passive']]"
1325,1325,0,5,5,"[[20, 43, 80.0], [26, 49, 66.0], [32, 50, 48.0], [28, 48, 12.0], [9, 18, 4.0]]","[[34, 13, 'passive'], [20, 23, 'passive'], [50, 17, 'passive'], [45, 5, 'passive'], [39, 11, 'passive']]",0,4,4,"[[50, 7, 150.0], [23, 1, 78.0], [16, 6, 40.0], [24, 50, 4.0], [44, 25, 12.0]]","[[24, 50, 'passive'], [24, 49, 'passive'], [24, 50, 'passive'], [24, 50, 'passive']]",0,5,5,"[[33, 41, 24.0], [44, 20, 16.0], [45, 23, 14.0], [26, 40, 12.0], [44, 50, 6.0]]","[[6, 37, 'passive'], [44, 20, 'passive'], [21, 30, 'passive'], [22, 28, 'passive'], [23, 40, 'passive']]"
1326,1326,0,5,5,"[[20, 43, 82.0], [26, 49, 68.0], [32, 50, 50.0], [28, 48, 14.0], [9, 18, 6.0]]","[[34, 31, 'passive'], [9, 18, 'passive'], [14, 16, 'passive'], [34, 9, 'passive'], [32, 12, 'passive']]",0,4,4,"[[50, 7, 152.0], [23, 1, 80.0], [16, 6, 42.0], [44, 25, 14.0], [32, 7, 2.0]]","[[24, 50, 'passive'], [25, 27, 'passive'], [33, 44, 'passive'], [38, 33, 'passive']]",0,5,5,"[[33, 41, 26.0], [44, 20, 10.0], [45, 23, 16.0], [26, 40, 14.0], [44, 50, 8.0]]","[[44, 20, 'passive'], [26, 37, 'passive'], [26, 40, 'passive'], [15, 37, 'passive'], [23, 40, 'passive']]"
1327,1327,0,5,5,"[[20, 43, 84.0], [26, 49, 70.0], [32, 50, 52.0], [28, 48, 16.0], [9, 18, 0.0]]","[[25, 12, 'passive'], [34, 45, 'passive'], [9, 18, 'passive'], [32, 18, 'passive'], [9, 18, 'passive']]",0,4,4,"[[50, 7, 154.0], [23, 1, 82.0], [16, 6, 44.0], [44, 25, 16.0], [32, 7, 4.0]]","[[33, 44, 'passive'], [43, 26, 'passive'], [42, 27, 'passive'], [39, 27, 'passive']]",0,5,5,"[[33, 41, 28.0], [44, 20, 4.0], [45, 23, 18.0], [26, 40, 8.0], [44, 50, 10.0]]","[[26, 40, 'passive'], [44, 20, 'passive'], [25, 37, 'passive'], [23, 40, 'passive'], [26, 40, 'passive']]"
1328,1328,0,5,5,"[[20, 43, 86.0], [26, 49, 72.0], [32, 50, 54.0], [28, 48, 18.0], [13, 36, 2.0]]","[[16, 12, 'passive'], [8, 21, 'passive'], [14, 28, 'passive'], [36, 8, 'passive'], [34, 48, 'passive']]",0,4,4,"[[50, 7, 156.0], [23, 1, 84.0], [16, 6, 46.0], [44, 25, 18.0], [32, 7, 6.0]]","[[44, 26, 'passive'], [43, 25, 'passive'], [34, 35, 'passive'], [39, 25, 'passive']]",0,5,5,"[[33, 41, 30.0], [45, 23, 20.0], [44, 50, 12.0], [41, 20, 2.0], [26, 30, 2.0]]","[[26, 40, 'passive'], [44, 20, 'passive'], [25, 39, 'passive'], [32, 41, 'passive'], [25, 41, 'passive']]"
1329,1329,0,5,5,"[[20, 43, 88.0], [26, 49, 74.0], [32, 50, 56.0], [28, 48, 20.0], [13, 36, 4.0]]","[[13, 24, 'passive'], [24, 36, 'passive'], [8, 35, 'passive'], [33, 49, 'passive'], [13, 36, 'passive']]",0,4,4,"[[50, 7, 158.0], [23, 1, 86.0], [16, 6, 48.0], [44, 25, 20.0], [32, 7, 8.0]]","[[39, 35, 'passive'], [43, 25, 'passive'], [44, 26, 'passive'], [43, 25, 'passive']]",0,5,5,"[[33, 41, 32.0], [45, 23, 22.0], [44, 50, 14.0], [41, 20, 4.0], [26, 30, 4.0]]","[[30, 39, 'passive'], [33, 41, 'passive'], [44, 20, 'passive'], [33, 41, 'passive'], [30, 41, 'passive']]"
1330,1330,0,5,5,"[[20, 43, 90.0], [26, 49, 76.0], [32, 50, 58.0], [28, 48, 22.0], [40, 43, 2.0]]","[[33, 50, 'passive'], [13, 36, 'passive'], [16, 37, 'passive'], [14, 31, 'passive'], [20, 39, 'passive']]",0,4,4,"[[50, 7, 160.0], [23, 1, 88.0], [16, 6, 50.0], [44, 25, 22.0], [32, 7, 10.0]]","[[44, 26, 'passive'], [43, 25, 'passive'], [41, 26, 'passive'], [43, 25, 'passive']]",0,5,5,"[[33, 41, 18.0], [45, 23, 24.0], [44, 50, 16.0], [41, 20, 6.0], [26, 30, 6.0]]","[[32, 40, 'passive'], [33, 41, 'passive'], [33, 41, 'passive'], [31, 41, 'passive'], [41, 20, 'passive']]"
