,cycle,population_active__t1,population_passive__t1,population_total__t1,uptake_active__t1,uptake_passive__t1,metabolic_active__t1,metabolic_passive__t1,population_active__t2,population_passive__t2,population_total__t2,uptake_active__t2,uptake_passive__t2,metabolic_active__t2,metabolic_passive__t2,population_active__t3,population_passive__t3,population_total__t3,uptake_active__t3,uptake_passive__t3,metabolic_active__t3,metabolic_passive__t3
107,107,8,8,16,8,8,0,16,8,8,16,10,6,0,16,8,8,16,2,14,0,16
108,108,8,8,16,8,8,0,16,8,8,16,10,6,0,16,8,8,16,2,14,0,16
109,109,8,8,16,8,8,0,16,8,8,16,10,6,0,16,8,8,16,2,14,0,16
110,110,8,8,16,8,8,0,16,8,8,16,10,6,0,16,8,8,16,2,14,0,16
111,111,8,8,16,8,8,0,16,8,8,16,10,6,0,16,8,8,16,2,14,0,16
112,112,8,8,16,8,8,0,16,8,8,16,10,6,0,16,8,8,16,2,14,0,16
113,113,8,8,16,8,8,0,16,8,8,16,10,6,0,16,8,8,16,2,14,0,16
114,114,8,8,16,8,8,0,16,8,8,16,10,6,0,16,8,8,16,2,14,0,16
115,115,8,8,16,8,8,0,16,8,8,16,10,6,0,16,8,8,16,2,14,0,16
116,116,8,8,16,8,8,0,16,8,8,16,10,6,0,16,8,8,16,2,14,0,16
117,117,8,8,16,8,8,0,16,8,8,16,10,6,0,16,8,8,16,2,14,0,16
118,118,16,10,26,14,12,0,26,10,8,18,12,6,0,18,8,8,16,2,14,0,16
119,119,16,10,26,14,12,0,26,10,8,18,12,6,0,18,8,8,16,2,14,0,16
120,120,16,10,26,14,12,0,26,10,8,18,12,6,0,18,8,8,16,2,14,0,16
121,121,16,10,26,14,12,0,26,10,8,18,12,6,0,18,8,8,16,2,14,0,16
122,122,16,10,26,14,12,0,26,10,8,18,12,6,0,18,8,8,16,2,14,0,16
123,123,16,10,26,14,12,0,26,10,8,18,12,6,0,18,8,8,16,2,14,0,16
124,124,16,10,26,14,12,0,26,10,8,18,12,6,0,18,8,8,16,2,14,0,16
125,125,16,10,26,14,12,0,26,10,8,18,12,6,0,18,8,8,16,2,14,0,16
126,126,16,12,28,14,14,0,28,10,10,20,12,8,0,20,8,10,18,4,14,0,18
127,127,16,14,30,18,12,0,30,14,10,24,14,10,0,24,16,14,30,24,6,0,30
128,128,16,14,30,18,12,0,30,14,10,24,14,10,0,24,16,14,30,24,6,0,30
129,129,16,14,30,18,12,0,30,14,10,24,14,10,0,24,16,14,30,24,6,0,30
130,130,16,14,30,18,12,0,30,14,10,24,14,10,0,24,16,14,30,24,6,0,30
131,131,16,14,30,18,12,0,30,14,10,24,14,10,0,24,16,14,30,24,6,0,30
132,132,16,14,30,18,12,0,30,14,10,24,14,10,0,24,16,14,30,24,6,0,30
133,133,16,14,30,18,12,0,30,14,10,24,14,10,0,24,16,14,30,24,6,0,30
134,134,16,14,30,18,12,0,30,14,10,24,14,10,0,24,16,14,30,24,6,0,30
135,135,16,16,32,18,14,0,32,14,16,30,20,10,0,30,16,16,32,28,4,0,32
136,136,16,16,32,18,14,0,32,14,16,30,20,10,0,30,16,16,32,28,4,0,32
137,137,16,16,32,18,14,0,32,14,16,30,20,10,0,30,16,16,32,28,4,0,32
138,138,16,16,32,18,14,0,32,14,16,30,20,10,0,30,16,16,32,28,4,0,32
139,139,16,16,32,18,14,0,32,14,16,30,20,10,0,30,16,16,32,28,4,0,32
140,140,16,16,32,18,14,0,32,14,16,30,20,10,0,30,16,16,32,28,4,0,32
141,141,16,16,32,18,14,0,32,14,16,30,20,10,0,30,16,16,32,28,4,0,32
142,142,16,16,32,18,14,0,32,14,16,30,20,10,0,30,16,16,32,28,4,0,32
143,143,24,18,42,24,18,0,42,20,16,36,24,12,0,36,16,16,32,28,4,0,32
144,144,24,18,42,24,18,0,42,20,16,36,24,12,0,36,16,16,32,28,4,0,32
145,145,24,18,42,24,18,0,42,20,16,36,24,12,0,36,16,16,32,28,4,0,32
146,146,24,18,42,24,18,0,42,20,16,36,24,12,0,36,16,16,32,28,4,0,32
147,147,24,18,42,24,18,0,42,20,16,36,24,12,0,36,16,16,32,28,4,0,32
148,148,24,18,42,24,18,0,42,20,16,36,24,12,0,36,16,16,32,28,4,0,32
149,149,24,18,42,24,18,0,42,20,16,36,24,12,0,36,16,16,32,28,4,0,32
150,150,24,18,42,24,18,0,42,20,16,36,24,12,0,36,16,16,32,28,4,0,32
151,151,30,20,50,34,16,0,50,20,16,36,24,12,0,36,16,20,36,28,8,0,36
152,152,32,26,58,38,20,0,58,22,16,38,26,12,0,38,30,24,54,32,22,0,54
153,153,32,26,58,38,20,0,58,22,16,38,26,12,0,38,30,24,54,32,22,0,54
154,154,32,26,58,38,20,0,58,22,16,38,26,12,0,38,30,24,54,32,22,0,54
155,155,32,26,58,38,20,0,58,22,16,38,26,12,0,38,30,24,54,32,22,0,54
156,156,32,26,58,38,20,0,58,22,16,38,26,12,0,38,30,24,54,32,22,0,54
157,157,32,26,58,38,20,0,58,22,16,38,26,12,0,38,30,24,54,32,22,0,54
158,158,32,26,58,38,20,0,58,22,16,38,26,12,0,38,30,24,54,32,22,0,54
159,159,32,26,58,38,20,0,58,22,16,38,26,12,0,38,30,24,54,32,22,0,54
160,160,32,28,60,40,20,0,60,28,26,54,36,18,0,54,32,32,64,42,22,0,64
161,161,32,28,60,40,20,0,60,28,26,54,36,18,0,54,32,32,64,42,22,0,64
162,162,32,28,60,40,20,0,60,28,26,54,36,18,0,54,32,32,64,42,22,0,64
163,163,32,28,60,40,20,0,60,28,26,54,36,18,0,54,32,32,64,42,22,0,64
164,164,32,28,60,40,20,0,60,28,26,54,36,18,0,54,32,32,64,42,22,0,64
165,165,32,28,60,40,20,0,60,28,26,54,36,18,0,54,32,32,64,42,22,0,64
166,166,32,28,60,40,20,0,60,28,26,54,36,18,0,54,32,32,64,42,22,0,64
167,167,32,28,60,40,20,0,60,28,26,54,36,18,0,54,32,32,64,42,22,0,64
168,168,44,36,80,44,36,0,80,36,30,66,42,24,0,66,32,32,64,42,22,0,64
169,169,44,36,80,44,36,0,80,36,30,66,42,24,0,66,32,32,64,42,22,0,64
170,170,44,36,80,44,36,0,80,36,30,66,42,24,0,66,32,32,64,42,22,0,64
171,171,44,36,80,44,36,0,80,36,30,66,42,24,0,66,32,32,64,42,22,0,64
172,172,44,36,80,44,36,0,80,36,30,66,42,24,0,66,32,32,64,42,22,0,64
173,173,44,36,80,44,36,0,80,36,30,66,42,24,0,66,32,32,64,42,22,0,64
174,174,44,36,80,44,36,0,80,36,30,66,42,24,0,66,32,32,64,42,22,0,64
175,175,44,36,80,44,36,0,80,36,30,66,42,24,0,66,32,32,64,42,22,0,64
176,176,54,38,92,44,48,0,92,36,30,66,42,24,0,66,32,36,68,42,26,0,68
177,177,60,46,106,56,50,0,106,40,30,70,44,26,0,70,50,40,90,50,40,0,90
178,178,60,46,106,56,50,0,106,40,30,70,44,26,0,70,50,40,90,50,40,0,90
179,179,60,46,106,56,50,0,106,40,30,70,44,26,0,70,50,40,90,50,40,0,90
180,180,60,46,106,56,50,0,106,40,30,70,44,26,0,70,50,40,90,50,40,0,90
181,181,60,46,106,56,50,0,106,40,30,70,44,26,0,70,50,40,90,50,40,0,90
182,182,60,46,106,56,50,0,106,40,30,70,44,26,0,70,50,40,90,50,40,0,90
183,183,60,46,106,56,50,0,106,40,30,70,44,26,0,70,50,40,90,50,40,0,90
184,184,60,46,106,56,50,0,106,40,30,70,44,26,0,70,50,40,90,50,40,0,90
185,185,64,50,114,66,48,0,114,44,44,88,52,36,0,88,54,56,110,58,52,0,110
186,186,64,52,116,68,48,0,116,46,44,90,54,36,0,90,64,60,124,74,50,0,124
187,187,64,52,116,68,48,0,116,46,44,90,54,36,0,90,64,60,124,74,50,0,124
188,188,64,52,116,68,48,0,116,46,44,90,54,36,0,90,64,60,124,74,50,0,124
189,189,64,52,116,68,48,0,116,46,44,90,54,36,0,90,64,60,124,74,50,0,124
190,190,64,52,116,68,48,0,116,46,44,90,54,36,0,90,64,60,124,74,50,0,124
191,191,64,52,116,68,48,0,116,46,44,90,54,36,0,90,64,60,124,74,50,0,124
192,192,64,52,116,68,48,0,116,46,44,90,54,36,0,90,64,60,124,74,50,0,124
193,193,74,62,136,78,58,0,136,56,52,108,66,42,0,108,64,60,124,74,50,0,124
194,194,74,62,136,78,58,0,136,62,54,116,76,40,0,116,64,64,128,80,48,0,128
195,195,74,62,136,78,58,0,136,62,54,116,76,40,0,116,64,64,128,80,48,0,128
196,196,74,62,136,78,58,0,136,62,54,116,76,40,0,116,64,64,128,80,48,0,128
197,197,74,62,136,78,58,0,136,62,54,116,76,40,0,116,64,64,128,80,48,0,128
198,198,74,62,136,78,58,0,136,62,54,116,76,40,0,116,64,64,128,80,48,0,128
199,199,74,62,136,78,58,0,136,62,54,116,76,40,0,116,64,64,128,80,48,0,128
200,200,74,62,136,78,58,0,136,62,54,116,76,40,0,116,64,64,128,80,48,0,128
201,201,84,64,148,80,68,0,148,62,54,116,76,40,0,116,64,68,132,82,50,0,132
202,202,106,88,194,128,66,0,194,74,56,130,94,36,0,130,86,74,160,86,74,0,160
203,203,106,88,194,128,66,0,194,74,56,130,94,36,0,130,86,74,160,86,74,0,160
204,204,106,88,194,128,66,0,194,74,56,130,94,36,0,130,86,74,160,86,74,0,160
205,205,106,88,194,128,66,0,194,74,56,130,94,36,0,130,86,74,160,86,74,0,160
206,206,106,88,194,128,66,0,194,74,56,130,94,36,0,130,86,74,160,86,74,0,160
207,207,106,88,194,128,66,0,194,74,56,130,94,36,0,130,86,74,160,86,74,0,160
208,208,106,88,194,128,66,0,194,74,56,130,94,36,0,130,86,74,160,86,74,0,160
209,209,106,88,194,128,66,0,194,74,56,130,94,36,0,130,86,74,160,86,74,0,160
210,210,124,94,218,144,74,0,218,78,72,150,112,38,0,150,92,94,186,102,84,0,186
211,211,126,98,224,146,78,0,224,84,72,156,116,40,0,156,116,102,218,126,92,0,218
212,212,126,98,224,146,78,0,224,84,72,156,116,40,0,156,116,102,218,126,92,0,218
213,213,126,98,224,146,78,0,224,84,72,156,116,40,0,156,116,102,218,126,92,0,218
214,214,126,98,224,146,78,0,224,84,72,156,116,40,0,156,116,102,218,126,92,0,218
215,215,126,98,224,146,78,0,224,84,72,156,116,40,0,156,116,102,218,126,92,0,218
216,216,126,98,224,146,78,0,224,84,72,156,116,40,0,156,116,102,218,126,92,0,218
217,217,126,98,224,146,78,0,224,84,72,156,116,40,0,156,116,102,218,126,92,0,218
218,218,140,112,252,146,106,0,252,94,82,176,124,52,0,176,116,108,224,132,92,0,224
219,219,142,118,260,156,104,0,260,108,98,206,146,60,0,206,128,126,254,164,90,0,254
220,220,142,118,260,156,104,0,260,108,98,206,146,60,0,206,128,126,254,164,90,0,254
221,221,142,118,260,156,104,0,260,108,98,206,146,60,0,206,128,126,254,164,90,0,254
222,222,142,118,260,156,104,0,260,108,98,206,146,60,0,206,128,126,254,164,90,0,254
223,223,142,118,260,156,104,0,260,108,98,206,146,60,0,206,128,126,254,164,90,0,254
224,224,142,118,260,156,104,0,260,108,98,206,146,60,0,206,128,126,254,164,90,0,254
225,225,142,118,260,156,104,0,260,108,98,206,146,60,0,206,128,126,254,164,90,0,254
226,226,154,120,274,162,112,0,274,108,98,206,146,60,0,206,128,132,260,170,90,0,260
227,227,190,156,346,208,138,0,346,134,108,242,182,60,0,242,154,140,294,190,104,0,294
228,228,190,156,346,208,138,0,346,134,108,242,182,60,0,242,154,140,294,190,104,0,294
229,229,190,156,346,208,138,0,346,134,108,242,182,60,0,242,154,140,294,190,104,0,294
230,230,190,156,346,208,138,0,346,134,108,242,182,60,0,242,154,140,294,190,104,0,294
231,231,190,156,346,208,138,0,346,134,108,242,182,60,0,242,154,140,294,190,104,0,294
232,232,190,156,346,208,138,0,346,134,108,242,182,60,0,242,154,140,294,190,104,0,294
233,233,190,156,346,208,138,0,346,134,108,242,182,60,0,242,154,140,294,190,104,0,294
234,234,190,156,346,208,138,0,346,134,108,242,182,60,0,242,154,140,294,190,104,0,294
235,235,230,164,394,254,140,0,394,142,128,270,204,66,0,270,166,168,334,210,124,0,334
236,236,234,180,414,272,142,0,414,154,128,282,212,70,0,282,218,180,398,250,148,0,398
237,237,234,180,414,272,142,0,414,154,128,282,212,70,0,282,218,180,398,250,148,0,398
238,238,234,180,414,272,142,0,414,154,128,282,212,70,0,282,218,180,398,250,148,0,398
239,239,234,180,414,272,142,0,414,154,128,282,212,70,0,282,218,180,398,250,148,0,398
240,240,234,180,414,272,142,0,414,154,128,282,212,70,0,282,218,180,398,250,148,0,398
241,241,234,180,414,272,142,0,414,154,128,282,212,70,0,282,218,180,398,250,148,0,398
242,242,234,180,414,272,142,0,414,154,128,282,212,70,0,282,218,180,398,250,148,0,398
243,243,258,194,452,296,156,0,452,168,140,308,226,82,0,308,218,192,410,258,152,0,410
244,244,272,210,482,326,156,0,482,194,172,366,274,92,0,366,238,230,468,294,174,0,468
245,245,272,212,484,328,156,0,484,198,172,370,280,90,0,370,242,236,478,308,170,0,478
246,246,272,212,484,328,156,0,484,198,172,370,280,90,0,370,242,236,478,308,170,0,478
247,247,272,212,484,328,156,0,484,198,172,370,280,90,0,370,242,236,478,308,170,0,478
248,248,272,212,484,328,156,0,484,198,172,370,280,90,0,370,242,236,478,308,170,0,478
249,249,272,212,484,328,156,0,484,198,172,370,280,90,0,370,242,236,478,308,170,0,478
250,250,272,212,484,328,156,0,484,198,172,370,280,90,0,370,242,236,478,308,170,0,478
251,251,286,216,502,344,158,0,502,198,172,370,280,90,0,370,242,248,490,312,178,0,490
252,252,350,284,634,416,218,0,634,240,204,444,334,110,0,444,290,266,556,344,212,0,556
253,253,350,286,636,420,216,0,636,244,206,450,338,112,0,450,298,270,568,356,212,0,568
254,254,350,286,636,420,216,0,636,244,206,450,338,112,0,450,298,270,568,356,212,0,568
255,255,350,286,636,420,216,0,636,244,206,450,338,112,0,450,298,270,568,356,212,0,568
256,256,350,286,636,420,216,0,636,244,206,450,338,112,0,450,298,270,568,356,212,0,568
257,257,350,286,636,420,216,0,636,244,206,450,338,112,0,450,298,270,568,356,212,0,568
258,258,350,286,636,420,216,0,636,244,206,450,338,112,0,450,298,270,568,356,212,0,568
259,259,350,286,636,420,216,0,636,244,206,450,338,112,0,450,298,270,568,356,212,0,568
260,260,422,298,720,474,246,0,720,266,238,504,378,126,0,504,318,308,626,378,248,0,626
261,261,444,344,788,530,258,0,788,286,240,526,392,134,0,526,396,328,724,428,296,0,724
262,262,444,344,788,530,258,0,788,286,240,526,392,134,0,526,396,328,724,428,296,0,724
263,263,444,344,788,530,258,0,788,286,240,526,392,134,0,526,396,328,724,428,296,0,724
264,264,444,344,788,530,258,0,788,286,240,526,392,134,0,526,396,328,724,428,296,0,724
265,265,444,344,788,530,258,0,788,286,240,526,392,134,0,526,396,328,724,428,296,0,724
266,266,444,344,788,530,258,0,788,286,240,526,392,134,0,526,396,328,724,428,296,0,724
267,267,444,344,788,530,258,0,788,286,240,526,392,134,0,526,396,328,724,428,296,0,724
268,268,488,360,848,574,274,0,848,304,254,558,414,144,0,558,396,346,742,440,302,0,742
269,269,522,390,912,620,292,0,912,352,308,660,492,168,0,660,432,416,848,518,330,0,848
270,270,522,394,916,624,292,0,916,362,308,670,498,172,0,670,468,428,896,576,320,0,896
271,271,522,394,916,624,292,0,916,362,308,670,498,172,0,670,468,428,896,576,320,0,896
272,272,522,394,916,624,292,0,916,362,308,670,498,172,0,670,468,428,896,576,320,0,896
273,273,522,394,916,624,292,0,916,362,308,670,498,172,0,670,468,428,896,576,320,0,896
274,274,522,394,916,624,292,0,916,362,308,670,498,172,0,670,468,428,896,576,320,0,896
275,275,522,394,916,624,292,0,916,362,308,670,498,172,0,670,468,428,896,576,320,0,896
276,276,548,402,950,642,308,0,950,362,308,670,498,172,0,670,468,444,912,586,326,0,912
277,277,646,502,1148,766,382,0,1148,424,372,796,576,220,0,796,530,480,1010,634,376,0,1010
278,278,654,516,1170,794,376,0,1170,440,382,822,602,220,0,822,554,514,1068,718,350,0,1068
279,279,654,516,1170,794,376,0,1170,440,382,822,602,220,0,822,554,514,1068,718,350,0,1068
280,280,654,516,1170,794,376,0,1170,440,382,822,602,220,0,822,554,514,1068,718,350,0,1068
281,281,654,516,1170,794,376,0,1170,440,382,822,602,220,0,822,554,514,1068,718,350,0,1068
282,282,654,516,1170,794,376,0,1170,440,382,822,602,220,0,822,554,514,1068,718,350,0,1068
283,283,654,516,1170,794,376,0,1170,440,382,822,602,220,0,822,554,514,1068,718,350,0,1068
284,284,654,516,1170,794,376,0,1170,440,382,822,602,220,0,822,554,514,1068,718,350,0,1068
285,285,774,544,1318,896,422,0,1318,474,432,906,680,226,0,906,580,580,1160,776,384,0,1160
286,286,836,638,1474,1048,426,0,1474,532,444,976,752,224,0,976,724,616,1340,900,440,0,1340
287,287,836,638,1474,1048,426,0,1474,532,444,976,752,224,0,976,724,616,1340,900,440,0,1340
288,288,836,638,1474,1048,426,0,1474,532,444,976,752,224,0,976,724,616,1340,900,440,0,1340
289,289,836,638,1474,1048,426,0,1474,532,444,976,752,224,0,976,724,616,1340,900,440,0,1340
290,290,836,638,1474,1048,426,0,1474,532,444,976,752,224,0,976,724,616,1340,900,440,0,1340
291,291,836,638,1474,1048,426,0,1474,532,444,976,752,224,0,976,724,616,1340,900,440,0,1340
292,292,836,638,1474,1048,426,0,1474,532,444,976,752,224,0,976,724,616,1340,900,440,0,1340
293,293,892,653,1545,1087,458,0,1545,552,470,1022,788,234,0,1022,724,644,1368,898,470,0,1368
