,cycle,population_active__t1,population_passive__t1,population_total__t1,uptake_active__t1,uptake_passive__t1,metabolic_active__t1,metabolic_passive__t1,population_active__t2,population_passive__t2,population_total__t2,uptake_active__t2,uptake_passive__t2,metabolic_active__t2,metabolic_passive__t2,population_active__t3,population_passive__t3,population_total__t3,uptake_active__t3,uptake_passive__t3,metabolic_active__t3,metabolic_passive__t3
294,294,910,662,1572,1106,466,0,1572,622,562,1184,902,282,0,1184,802,770,1572,1032,540,0,1572
295,295,917,663,1580,1113,467,0,1580,644,562,1206,926,280,0,1206,898,798,1696,1148,548,0,1696
296,296,921,664,1585,1116,469,0,1585,644,562,1206,926,280,0,1206,898,798,1696,1148,548,0,1696
297,297,922,666,1588,1120,468,0,1588,644,562,1206,926,280,0,1206,898,798,1696,1148,548,0,1696
298,298,924,667,1591,1123,468,0,1591,644,562,1206,926,280,0,1206,898,798,1696,1148,548,0,1696
299,299,926,668,1594,1124,470,0,1594,644,562,1206,926,280,0,1206,898,798,1696,1148,548,0,1696
300,300,929,668,1597,1123,474,0,1597,644,562,1206,926,280,0,1206,898,798,1696,1148,548,0,1696
301,301,929,669,1598,1125,473,0,1598,644,562,1206,926,280,0,1206,898,798,1696,1148,548,0,1696
302,302,930,669,1599,1124,475,0,1599,762,646,1408,1072,336,0,1408,898,798,1696,1148,548,0,1696
303,303,932,669,1601,1124,477,0,1601,818,686,1504,1166,338,0,1504,898,798,1696,1148,548,0,1696
304,304,933,669,1602,1125,477,0,1602,824,686,1510,1172,338,0,1510,898,798,1696,1148,548,0,1696
305,305,933,670,1603,1126,477,0,1603,824,686,1510,1172,338,0,1510,898,798,1696,1148,548,0,1696
306,306,934,670,1604,1127,477,0,1604,824,686,1510,1172,338,0,1510,898,798,1696,1148,548,0,1696
307,307,934,670,1604,1127,477,0,1604,824,686,1510,1172,338,0,1510,898,798,1696,1148,548,0,1696
308,308,936,672,1608,1130,478,0,1608,824,686,1510,1172,338,0,1510,898,798,1696,1148,548,0,1696
309,309,936,674,1610,1130,480,0,1610,824,686,1510,1172,338,0,1510,898,798,1696,1148,548,0,1696
310,310,936,674,1610,1130,480,0,1610,827,691,1518,1173,345,0,1518,898,798,1696,1148,548,0,1696
311,311,936,674,1610,1130,480,0,1610,827,692,1519,1174,345,0,1519,898,798,1696,1148,548,0,1696
312,312,937,675,1612,1133,479,0,1612,829,695,1524,1180,344,0,1524,898,798,1696,1148,548,0,1696
313,313,938,676,1614,1135,479,0,1614,833,699,1532,1191,341,0,1532,898,798,1696,1148,548,0,1696
314,314,938,676,1614,1135,479,0,1614,834,702,1536,1194,342,0,1536,898,798,1696,1148,548,0,1696
315,315,938,676,1614,1135,479,0,1614,835,705,1540,1196,344,0,1540,898,798,1696,1148,548,0,1696
316,316,938,676,1614,1135,479,0,1614,836,706,1542,1199,343,0,1542,898,799,1697,1149,548,0,1697
317,317,938,676,1614,1135,479,0,1614,837,708,1545,1202,343,0,1545,898,799,1697,1149,548,0,1697
318,318,939,678,1617,1136,481,0,1617,837,710,1547,1202,345,0,1547,898,799,1697,1149,548,0,1697
319,319,940,678,1618,1137,481,0,1618,838,711,1549,1204,345,0,1549,898,799,1697,1149,548,0,1697
320,320,941,678,1619,1137,482,0,1619,839,711,1550,1205,345,0,1550,898,799,1697,1149,548,0,1697
321,321,941,678,1619,1137,482,0,1619,840,713,1553,1209,344,0,1553,898,799,1697,1149,548,0,1697
322,322,941,678,1619,1137,482,0,1619,841,714,1555,1209,346,0,1555,898,799,1697,1149,548,0,1697
323,323,941,678,1619,1137,482,0,1619,842,714,1556,1210,346,0,1556,898,799,1697,1149,548,0,1697
324,324,942,678,1620,1138,482,0,1620,843,715,1558,1213,345,0,1558,898,799,1697,1149,548,0,1697
325,325,942,678,1620,1138,482,0,1620,845,715,1560,1216,344,0,1560,898,799,1697,1149,548,0,1697
326,326,942,678,1620,1138,482,0,1620,845,715,1560,1216,344,0,1560,898,799,1697,1149,548,0,1697
327,327,942,678,1620,1138,482,0,1620,845,716,1561,1217,344,0,1561,898,799,1697,1149,548,0,1697
328,328,942,678,1620,1138,482,0,1620,845,716,1561,1217,344,0,1561,898,799,1697,1149,548,0,1697
329,329,942,678,1620,1138,482,0,1620,845,716,1561,1217,344,0,1561,898,799,1697,1149,548,0,1697
330,330,942,678,1620,1138,482,0,1620,845,716,1561,1217,344,0,1561,898,799,1697,1149,548,0,1697
331,331,942,678,1620,1138,482,0,1620,845,717,1562,1219,343,0,1562,898,799,1697,1149,548,0,1697
332,332,942,678,1620,1138,482,0,1620,846,717,1563,1220,343,0,1563,898,799,1697,1149,548,0,1697
333,333,942,678,1620,1138,482,0,1620,846,717,1563,1220,343,0,1563,898,799,1697,1149,548,0,1697
334,334,942,678,1620,1138,482,0,1620,846,717,1563,1220,343,0,1563,898,799,1697,1149,548,0,1697
335,335,942,678,1620,1138,482,0,1620,847,718,1565,1222,343,0,1565,898,799,1697,1149,548,0,1697
336,336,942,678,1620,1138,482,0,1620,847,718,1565,1222,343,0,1565,898,799,1697,1149,548,0,1697
337,337,942,678,1620,1138,482,0,1620,847,719,1566,1223,343,0,1566,898,799,1697,1149,548,0,1697
338,338,942,678,1620,1138,482,0,1620,847,719,1566,1223,343,0,1566,898,799,1697,1149,548,0,1697
339,339,942,678,1620,1138,482,0,1620,848,719,1567,1224,343,0,1567,898,799,1697,1149,548,0,1697
340,340,942,678,1620,1138,482,0,1620,848,720,1568,1225,343,0,1568,898,799,1697,1149,548,0,1697
341,341,942,678,1620,1138,482,0,1620,849,720,1569,1226,343,0,1569,898,799,1697,1149,548,0,1697
342,342,943,678,1621,1137,484,0,1621,849,720,1569,1226,343,0,1569,898,799,1697,1149,548,0,1697
343,343,943,678,1621,1137,484,0,1621,849,720,1569,1226,343,0,1569,898,799,1697,1149,548,0,1697
344,344,943,678,1621,1137,484,0,1621,849,720,1569,1226,343,0,1569,898,799,1697,1149,548,0,1697
345,345,943,678,1621,1137,484,0,1621,849,721,1570,1227,343,0,1570,898,799,1697,1149,548,0,1697
346,346,943,678,1621,1137,484,0,1621,850,721,1571,1228,343,0,1571,898,799,1697,1149,548,0,1697
347,347,943,678,1621,1137,484,0,1621,850,721,1571,1228,343,0,1571,898,799,1697,1149,548,0,1697
348,348,943,678,1621,1137,484,0,1621,851,721,1572,1229,343,0,1572,898,799,1697,1149,548,0,1697
349,349,942,679,1621,1138,483,0,1621,851,722,1573,1230,343,0,1573,898,799,1697,1149,548,0,1697
350,350,942,679,1621,1138,483,0,1621,851,722,1573,1230,343,0,1573,898,799,1697,1149,548,0,1697
351,351,941,679,1620,1137,483,0,1620,851,722,1573,1230,343,0,1573,898,799,1697,1149,548,0,1697
352,352,941,679,1620,1137,483,0,1620,851,722,1573,1230,343,0,1573,898,799,1697,1149,548,0,1697
353,353,941,679,1620,1137,483,0,1620,852,722,1574,1231,343,0,1574,898,799,1697,1149,548,0,1697
354,354,941,678,1619,1137,482,0,1619,852,722,1574,1231,343,0,1574,898,799,1697,1149,548,0,1697
355,355,941,678,1619,1137,482,0,1619,852,723,1575,1232,343,0,1575,898,799,1697,1149,548,0,1697
356,356,941,678,1619,1137,482,0,1619,852,723,1575,1232,343,0,1575,898,799,1697,1149,548,0,1697
357,357,941,678,1619,1137,482,0,1619,852,723,1575,1232,343,0,1575,898,799,1697,1149,548,0,1697
358,358,940,677,1617,1137,480,0,1617,852,723,1575,1232,343,0,1575,898,799,1697,1149,548,0,1697
359,359,940,677,1617,1137,480,0,1617,852,723,1575,1232,343,0,1575,898,799,1697,1149,548,0,1697
360,360,940,676,1616,1137,479,0,1616,852,723,1575,1232,343,0,1575,898,799,1697,1149,548,0,1697
361,361,940,676,1616,1137,479,0,1616,852,723,1575,1232,343,0,1575,897,799,1696,1148,548,0,1696
362,362,940,676,1616,1137,479,0,1616,852,723,1575,1232,343,0,1575,897,799,1696,1148,548,0,1696
363,363,940,676,1616,1137,479,0,1616,852,723,1575,1232,343,0,1575,897,799,1696,1148,548,0,1696
364,364,939,676,1615,1136,479,0,1615,852,723,1575,1232,343,0,1575,897,799,1696,1148,548,0,1696
365,365,938,676,1614,1136,478,0,1614,852,723,1575,1232,343,0,1575,897,799,1696,1148,548,0,1696
366,366,938,676,1614,1136,478,0,1614,852,723,1575,1232,343,0,1575,897,798,1695,1148,547,0,1695
367,367,938,676,1614,1136,478,0,1614,852,723,1575,1232,343,0,1575,897,798,1695,1148,547,0,1695
368,368,938,675,1613,1136,477,0,1613,853,723,1576,1233,343,0,1576,897,797,1694,1147,547,0,1694
369,369,938,675,1613,1136,477,0,1613,853,723,1576,1233,343,0,1576,897,797,1694,1147,547,0,1694
370,370,937,675,1612,1135,477,0,1612,853,724,1577,1234,343,0,1577,897,796,1693,1147,546,0,1693
371,371,937,675,1612,1135,477,0,1612,853,724,1577,1234,343,0,1577,896,796,1692,1146,546,0,1692
372,372,936,675,1611,1135,476,0,1611,853,724,1577,1234,343,0,1577,896,796,1692,1146,546,0,1692
373,373,935,675,1610,1134,476,0,1610,853,724,1577,1234,343,0,1577,896,795,1691,1145,546,0,1691
374,374,934,675,1609,1133,476,0,1609,853,722,1575,1233,342,0,1575,896,795,1691,1145,546,0,1691
375,375,933,673,1606,1130,476,0,1606,852,722,1574,1233,341,0,1574,895,795,1690,1145,545,0,1690
376,376,930,673,1603,1127,476,0,1603,852,721,1573,1232,341,0,1573,895,795,1690,1145,545,0,1690
377,377,930,673,1603,1127,476,0,1603,851,719,1570,1229,341,0,1570,893,795,1688,1144,544,0,1688
378,378,929,673,1602,1126,476,0,1602,851,714,1565,1228,337,0,1565,893,795,1688,1144,544,0,1688
379,379,929,673,1602,1126,476,0,1602,849,712,1561,1225,336,0,1561,893,795,1688,1144,544,0,1688
380,380,928,673,1601,1126,475,0,1601,848,711,1559,1223,336,0,1559,893,795,1688,1144,544,0,1688
381,381,927,672,1599,1125,474,0,1599,846,711,1557,1223,334,0,1557,893,794,1687,1144,543,0,1687
382,382,926,672,1598,1124,474,0,1598,845,711,1556,1223,333,0,1556,893,793,1686,1144,542,0,1686
383,383,924,672,1596,1122,474,0,1596,842,711,1553,1221,332,0,1553,893,793,1686,1144,542,0,1686
384,384,922,672,1594,1120,474,0,1594,840,711,1551,1219,332,0,1551,893,792,1685,1144,541,0,1685
385,385,922,672,1594,1120,474,0,1594,837,707,1544,1213,331,0,1544,893,792,1685,1144,541,0,1685
386,386,922,672,1594,1120,474,0,1594,834,707,1541,1212,329,0,1541,893,792,1685,1144,541,0,1685
387,387,922,672,1594,1120,474,0,1594,830,706,1536,1210,326,0,1536,893,792,1685,1144,541,0,1685
388,388,921,672,1593,1119,474,0,1593,825,704,1529,1205,324,0,1529,892,792,1684,1143,541,0,1684
389,389,921,672,1593,1119,474,0,1593,823,702,1525,1202,323,0,1525,891,792,1683,1143,540,0,1683
390,390,921,672,1593,1119,474,0,1593,820,698,1518,1195,323,0,1518,891,792,1683,1143,540,0,1683
391,391,920,672,1592,1118,474,0,1592,820,698,1518,1195,323,0,1518,891,792,1683,1143,540,0,1683
392,392,919,672,1591,1118,473,0,1591,819,697,1516,1193,323,0,1516,891,792,1683,1143,540,0,1683
393,393,917,670,1587,1115,472,0,1587,815,696,1511,1188,323,0,1511,891,792,1683,1143,540,0,1683
394,394,917,670,1587,1115,472,0,1587,811,694,1505,1183,322,0,1505,891,791,1682,1143,539,0,1682
395,395,917,669,1586,1114,472,0,1586,808,690,1498,1176,322,0,1498,891,791,1682,1143,539,0,1682
396,396,917,669,1586,1114,472,0,1586,807,688,1495,1174,321,0,1495,891,791,1682,1143,539,0,1682
397,397,917,669,1586,1114,472,0,1586,802,686,1488,1169,319,0,1488,890,791,1681,1143,538,0,1681
398,398,916,669,1585,1113,472,0,1585,798,685,1483,1165,318,0,1483,890,790,1680,1142,538,0,1680
399,399,915,669,1584,1112,472,0,1584,797,683,1480,1162,318,0,1480,890,790,1680,1142,538,0,1680
400,400,915,669,1584,1112,472,0,1584,792,680,1472,1154,318,0,1472,890,789,1679,1141,538,0,1679
401,401,914,669,1583,1111,472,0,1583,786,679,1465,1150,315,0,1465,890,788,1678,1141,537,0,1678
402,402,914,669,1583,1111,472,0,1583,781,676,1457,1144,313,0,1457,890,788,1678,1141,537,0,1678
403,403,912,667,1579,1108,471,0,1579,779,671,1450,1138,312,0,1450,890,788,1678,1141,537,0,1678
404,404,911,667,1578,1107,471,0,1578,777,669,1446,1136,310,0,1446,890,788,1678,1141,537,0,1678
405,405,907,667,1574,1103,471,0,1574,774,666,1440,1131,309,0,1440,889,788,1677,1140,537,0,1677
406,406,907,667,1574,1103,471,0,1574,771,663,1434,1127,307,0,1434,889,787,1676,1139,537,0,1676
407,407,906,664,1570,1100,470,0,1570,768,660,1428,1121,307,0,1428,889,787,1676,1139,537,0,1676
408,408,904,664,1568,1098,470,0,1568,766,656,1422,1116,306,0,1422,889,787,1676,1139,537,0,1676
409,409,904,663,1567,1098,469,0,1567,766,654,1420,1114,306,0,1420,889,787,1676,1139,537,0,1676
410,410,903,663,1566,1097,469,0,1566,761,648,1409,1105,304,0,1409,889,787,1676,1139,537,0,1676
411,411,903,663,1566,1097,469,0,1566,759,647,1406,1102,304,0,1406,889,786,1675,1138,537,0,1675
412,412,903,663,1566,1097,469,0,1566,750,646,1396,1094,302,0,1396,889,786,1675,1138,537,0,1675
413,413,901,663,1564,1096,468,0,1564,746,644,1390,1089,301,0,1390,888,786,1674,1137,537,0,1674
414,414,901,663,1564,1096,468,0,1564,745,644,1389,1089,300,0,1389,888,786,1674,1137,537,0,1674
415,415,900,663,1563,1095,468,0,1563,743,642,1385,1085,300,0,1385,888,786,1674,1137,537,0,1674
416,416,899,663,1562,1095,467,0,1562,741,641,1382,1084,298,0,1382,888,786,1674,1137,537,0,1674
417,417,899,663,1562,1095,467,0,1562,738,638,1376,1078,298,0,1376,888,786,1674,1137,537,0,1674
418,418,899,663,1562,1095,467,0,1562,736,636,1372,1075,297,0,1372,888,785,1673,1137,536,0,1673
419,419,897,662,1559,1093,466,0,1559,733,635,1368,1071,297,0,1368,888,784,1672,1137,535,0,1672
420,420,896,662,1558,1092,466,0,1558,731,632,1363,1067,296,0,1363,886,784,1670,1135,535,0,1670
421,421,896,662,1558,1092,466,0,1558,728,629,1357,1061,296,0,1357,886,784,1670,1135,535,0,1670
422,422,896,662,1558,1092,466,0,1558,726,624,1350,1057,293,0,1350,886,784,1670,1135,535,0,1670
423,423,896,662,1558,1092,466,0,1558,725,622,1347,1054,293,0,1347,886,783,1669,1134,535,0,1669
424,424,895,662,1557,1091,466,0,1557,724,616,1340,1049,291,0,1340,886,783,1669,1134,535,0,1669
425,425,895,661,1556,1091,465,0,1556,722,614,1336,1046,290,0,1336,886,782,1668,1133,535,0,1668
426,426,895,660,1555,1090,465,0,1555,721,611,1332,1044,288,0,1332,886,782,1668,1133,535,0,1668
427,427,894,659,1553,1089,464,0,1553,717,610,1327,1041,286,0,1327,886,782,1668,1133,535,0,1668
428,428,894,659,1553,1089,464,0,1553,716,604,1320,1038,282,0,1320,886,782,1668,1133,535,0,1668
429,429,892,659,1551,1088,463,0,1551,716,602,1318,1037,281,0,1318,885,782,1667,1132,535,0,1667
430,430,891,659,1550,1088,462,0,1550,715,598,1313,1033,280,0,1313,885,780,1665,1131,534,0,1665
431,431,891,659,1550,1088,462,0,1550,713,595,1308,1028,280,0,1308,884,780,1664,1130,534,0,1664
432,432,891,659,1550,1088,462,0,1550,709,594,1303,1026,277,0,1303,883,780,1663,1129,534,0,1663
433,433,891,659,1550,1088,462,0,1550,708,593,1301,1024,277,0,1301,883,780,1663,1129,534,0,1663
434,434,890,659,1549,1088,461,0,1549,707,592,1299,1022,277,0,1299,883,780,1663,1129,534,0,1663
435,435,890,659,1549,1088,461,0,1549,702,592,1294,1018,276,0,1294,883,780,1663,1129,534,0,1663
436,436,890,659,1549,1088,461,0,1549,700,591,1291,1015,276,0,1291,883,780,1663,1129,534,0,1663
437,437,890,659,1549,1088,461,0,1549,698,591,1289,1013,276,0,1289,883,780,1663,1129,534,0,1663
438,438,890,659,1549,1088,461,0,1549,695,589,1284,1010,274,0,1284,883,780,1663,1129,534,0,1663
439,439,890,659,1549,1088,461,0,1549,695,589,1284,1010,274,0,1284,883,780,1663,1129,534,0,1663
440,440,890,659,1549,1088,461,0,1549,694,589,1283,1010,273,0,1283,883,780,1663,1129,534,0,1663
441,441,890,659,1549,1088,461,0,1549,693,586,1279,1007,272,0,1279,882,780,1662,1128,534,0,1662
442,442,890,659,1549,1088,461,0,1549,691,583,1274,1004,270,0,1274,882,780,1662,1128,534,0,1662
443,443,890,659,1549,1088,461,0,1549,689,582,1271,1001,270,0,1271,882,780,1662,1128,534,0,1662
444,444,890,658,1548,1087,461,0,1548,687,582,1269,1000,269,0,1269,882,780,1662,1128,534,0,1662
445,445,890,658,1548,1087,461,0,1548,685,582,1267,998,269,0,1267,882,780,1662,1128,534,0,1662
446,446,890,658,1548,1087,461,0,1548,684,581,1265,996,269,0,1265,882,780,1662,1128,534,0,1662
447,447,890,658,1548,1087,461,0,1548,683,581,1264,995,269,0,1264,881,779,1660,1128,532,0,1660
448,448,888,657,1545,1085,460,0,1545,680,579,1259,991,268,0,1259,880,779,1659,1128,531,0,1659
449,449,887,657,1544,1084,460,0,1544,679,578,1257,989,268,0,1257,880,779,1659,1128,531,0,1659
450,450,887,656,1543,1084,459,0,1543,678,576,1254,986,268,0,1254,880,779,1659,1128,531,0,1659
451,451,887,656,1543,1084,459,0,1543,678,576,1254,986,268,0,1254,880,779,1659,1128,531,0,1659
452,452,886,656,1542,1084,458,0,1542,676,574,1250,983,267,0,1250,879,778,1657,1126,531,0,1657
453,453,886,656,1542,1084,458,0,1542,676,572,1248,981,267,0,1248,878,778,1656,1126,530,0,1656
454,454,886,655,1541,1083,458,0,1541,675,572,1247,980,267,0,1247,878,777,1655,1126,529,0,1655
455,455,886,655,1541,1083,458,0,1541,674,571,1245,978,267,0,1245,878,777,1655,1126,529,0,1655
456,456,886,654,1540,1082,458,0,1540,674,570,1244,977,267,0,1244,878,777,1655,1126,529,0,1655
457,457,885,653,1538,1081,457,0,1538,673,568,1241,975,266,0,1241,877,777,1654,1126,528,0,1654
458,458,884,653,1537,1081,456,0,1537,673,568,1241,975,266,0,1241,877,777,1654,1126,528,0,1654
459,459,883,653,1536,1081,455,0,1536,673,567,1240,975,265,0,1240,877,776,1653,1126,527,0,1653
460,460,882,653,1535,1081,454,0,1535,673,566,1239,974,265,0,1239,876,775,1651,1126,525,0,1651
461,461,882,653,1535,1081,454,0,1535,672,565,1237,973,264,0,1237,876,775,1651,1126,525,0,1651
462,462,879,652,1531,1081,450,0,1531,672,565,1237,973,264,0,1237,876,774,1650,1126,524,0,1650
463,463,879,652,1531,1081,450,0,1531,671,563,1234,970,264,0,1234,875,771,1646,1126,520,0,1646
464,464,879,652,1531,1081,450,0,1531,671,563,1234,970,264,0,1234,874,771,1645,1126,519,0,1645
465,465,879,652,1531,1081,450,0,1531,670,563,1233,970,263,0,1233,874,771,1645,1126,519,0,1645
466,466,877,651,1528,1080,448,0,1528,671,563,1234,971,263,0,1234,873,771,1644,1126,518,0,1644
467,467,877,651,1528,1080,448,0,1528,671,563,1234,971,263,0,1234,872,770,1642,1126,516,0,1642
468,468,877,651,1528,1080,448,0,1528,670,563,1233,970,263,0,1233,872,769,1641,1126,515,0,1641
469,469,876,651,1527,1079,448,0,1527,670,562,1232,970,262,0,1232,872,769,1641,1126,515,0,1641
470,470,875,651,1526,1079,447,0,1526,670,561,1231,969,262,0,1231,870,768,1638,1123,515,0,1638
471,471,875,651,1526,1079,447,0,1526,669,560,1229,967,262,0,1229,869,767,1636,1122,514,0,1636
472,472,875,649,1524,1078,446,0,1524,669,560,1229,967,262,0,1229,869,767,1636,1122,514,0,1636
473,473,875,649,1524,1078,446,0,1524,669,559,1228,966,262,0,1228,868,767,1635,1122,513,0,1635
474,474,875,647,1522,1078,444,0,1522,669,559,1228,966,262,0,1228,868,765,1633,1122,511,0,1633
475,475,874,646,1520,1076,444,0,1520,668,558,1226,965,261,0,1226,867,763,1630,1122,508,0,1630
476,476,871,646,1517,1076,441,0,1517,668,558,1226,965,261,0,1226,866,762,1628,1120,508,0,1628
477,477,871,646,1517,1076,441,0,1517,667,558,1225,964,261,0,1225,865,762,1627,1119,508,0,1627
478,478,871,646,1517,1076,441,0,1517,667,557,1224,963,261,0,1224,865,762,1627,1119,508,0,1627
479,479,869,646,1515,1074,441,0,1515,666,557,1223,963,260,0,1223,865,761,1626,1119,507,0,1626
480,480,868,646,1514,1074,440,0,1514,666,557,1223,963,260,0,1223,863,761,1624,1117,507,0,1624
481,481,868,646,1514,1074,440,0,1514,664,557,1221,961,260,0,1221,862,759,1621,1114,507,0,1621
482,482,867,646,1513,1074,439,0,1513,664,557,1221,961,260,0,1221,861,759,1620,1113,507,0,1620
483,483,867,644,1511,1074,437,0,1511,664,557,1221,961,260,0,1221,859,758,1617,1113,504,0,1617
484,484,865,644,1509,1072,437,0,1509,664,557,1221,961,260,0,1221,856,758,1614,1113,501,0,1614
485,485,864,644,1508,1072,436,0,1508,663,557,1220,960,260,0,1220,854,757,1611,1112,499,0,1611
486,486,864,643,1507,1072,435,0,1507,663,557,1220,960,260,0,1220,851,756,1607,1110,497,0,1607
487,487,864,643,1507,1072,435,0,1507,663,557,1220,960,260,0,1220,849,754,1603,1110,493,0,1603
488,488,864,643,1507,1072,435,0,1507,663,555,1218,958,260,0,1218,848,753,1601,1110,491,0,1601
489,489,864,643,1507,1072,435,0,1507,663,554,1217,958,259,0,1217,848,751,1599,1110,489,0,1599
490,490,862,643,1505,1071,434,0,1505,662,554,1216,957,259,0,1216,846,748,1594,1105,489,0,1594
491,491,860,641,1501,1071,430,0,1501,662,554,1216,957,259,0,1216,843,745,1588,1103,485,0,1588
492,492,858,640,1498,1071,427,0,1498,662,554,1216,957,259,0,1216,838,745,1583,1102,481,0,1583
493,493,858,640,1498,1071,427,0,1498,662,552,1214,955,259,0,1214,838,745,1583,1102,481,0,1583
494,494,854,640,1494,1070,424,0,1494,662,552,1214,955,259,0,1214,838,744,1582,1102,480,0,1582
495,495,852,639,1491,1068,423,0,1491,661,551,1212,954,258,0,1212,836,739,1575,1101,474,0,1575
496,496,852,638,1490,1068,422,0,1490,661,551,1212,954,258,0,1212,833,738,1571,1098,473,0,1571
497,497,852,637,1489,1067,422,0,1489,661,551,1212,954,258,0,1212,833,738,1571,1098,473,0,1571
498,498,848,637,1485,1067,418,0,1485,661,551,1212,954,258,0,1212,832,738,1570,1097,473,0,1570
499,499,844,637,1481,1063,418,0,1481,661,551,1212,954,258,0,1212,830,737,1567,1097,470,0,1567
500,500,842,636,1478,1061,417,0,1478,661,551,1212,954,258,0,1212,825,733,1558,1093,465,0,1558
501,501,842,636,1478,1061,417,0,1478,661,551,1212,954,258,0,1212,822,732,1554,1092,462,0,1554
502,502,841,635,1476,1060,416,0,1476,661,551,1212,954,258,0,1212,820,729,1549,1090,459,0,1549
503,503,841,635,1476,1060,416,0,1476,660,551,1211,954,257,0,1211,816,725,1541,1090,451,0,1541
504,504,838,635,1473,1057,416,0,1473,660,551,1211,954,257,0,1211,814,723,1537,1089,448,0,1537
505,505,836,635,1471,1056,415,0,1471,660,551,1211,954,257,0,1211,812,722,1534,1087,447,0,1534
506,506,835,635,1470,1056,414,0,1470,660,551,1211,954,257,0,1211,812,718,1530,1084,446,0,1530
507,507,835,635,1470,1056,414,0,1470,660,551,1211,954,257,0,1211,810,716,1526,1084,442,0,1526
508,508,834,635,1469,1055,414,0,1469,660,551,1211,954,257,0,1211,810,715,1525,1084,441,0,1525
509,509,831,635,1466,1053,413,0,1466,660,551,1211,954,257,0,1211,808,714,1522,1082,440,0,1522
510,510,827,634,1461,1053,408,0,1461,660,551,1211,954,257,0,1211,807,709,1516,1077,439,0,1516
511,511,827,633,1460,1053,407,0,1460,659,551,1210,954,256,0,1210,804,708,1512,1076,436,0,1512
512,512,826,633,1459,1053,406,0,1459,659,551,1210,954,256,0,1210,801,707,1508,1074,434,0,1508
513,513,824,633,1457,1053,404,0,1457,659,551,1210,954,256,0,1210,800,707,1507,1074,433,0,1507
514,514,820,633,1453,1053,400,0,1453,659,551,1210,954,256,0,1210,800,702,1502,1074,428,0,1502
515,515,818,631,1449,1051,398,0,1449,659,549,1208,954,254,0,1208,797,694,1491,1071,420,0,1491
516,516,817,631,1448,1051,397,0,1448,659,549,1208,954,254,0,1208,796,692,1488,1070,418,0,1488
517,517,817,631,1448,1051,397,0,1448,659,549,1208,954,254,0,1208,794,691,1485,1068,417,0,1485
518,518,815,631,1446,1051,395,0,1446,659,548,1207,953,254,0,1207,793,689,1482,1067,415,0,1482
519,519,812,628,1440,1048,392,0,1440,659,548,1207,953,254,0,1207,789,686,1475,1067,408,0,1475
520,520,809,628,1437,1045,392,0,1437,659,548,1207,953,254,0,1207,786,684,1470,1065,405,0,1470
521,521,809,628,1437,1045,392,0,1437,659,547,1206,952,254,0,1206,783,682,1465,1061,404,0,1465
522,522,807,627,1434,1045,389,0,1434,659,547,1206,952,254,0,1206,783,681,1464,1061,403,0,1464
523,523,806,626,1432,1044,388,0,1432,658,545,1203,952,251,0,1203,781,677,1458,1061,397,0,1458
524,524,805,626,1431,1044,387,0,1431,658,545,1203,952,251,0,1203,779,676,1455,1061,394,0,1455
525,525,805,625,1430,1043,387,0,1430,657,545,1202,951,251,0,1202,776,674,1450,1057,393,0,1450
526,526,801,624,1425,1041,384,0,1425,657,545,1202,951,251,0,1202,775,672,1447,1055,392,0,1447
527,527,798,621,1419,1041,378,0,1419,657,544,1201,951,250,0,1201,769,669,1438,1053,385,0,1438
528,528,798,621,1419,1041,378,0,1419,657,544,1201,951,250,0,1201,766,669,1435,1053,382,0,1435
529,529,794,619,1413,1036,377,0,1413,657,543,1200,951,249,0,1200,766,668,1434,1052,382,0,1434
530,530,793,618,1411,1036,375,0,1411,656,542,1198,949,249,0,1198,764,664,1428,1049,379,0,1428
531,531,793,617,1410,1036,374,0,1410,656,542,1198,949,249,0,1198,758,659,1417,1045,372,0,1417
532,532,792,617,1409,1036,373,0,1409,656,541,1197,949,248,0,1197,757,659,1416,1045,371,0,1416
533,533,791,614,1405,1033,372,0,1405,656,540,1196,948,248,0,1196,756,659,1415,1044,371,0,1415
534,534,788,614,1402,1031,371,0,1402,656,539,1195,947,248,0,1195,755,659,1414,1044,370,0,1414
535,535,787,612,1399,1031,368,0,1399,656,539,1195,947,248,0,1195,750,653,1403,1038,365,0,1403
536,536,786,611,1397,1030,367,0,1397,656,539,1195,947,248,0,1195,746,651,1397,1034,363,0,1397
537,537,786,611,1397,1030,367,0,1397,656,539,1195,947,248,0,1195,742,650,1392,1031,361,0,1392
538,538,783,608,1391,1029,362,0,1391,656,539,1195,947,248,0,1195,741,650,1391,1030,361,0,1391
539,539,782,606,1388,1027,361,0,1388,656,539,1195,947,248,0,1195,736,649,1385,1030,355,0,1385
540,540,779,605,1384,1027,357,0,1384,656,539,1195,947,248,0,1195,734,645,1379,1027,352,0,1379
541,541,779,605,1384,1027,357,0,1384,656,539,1195,947,248,0,1195,733,645,1378,1026,352,0,1378
542,542,776,605,1381,1027,354,0,1381,655,539,1194,947,247,0,1194,733,644,1377,1026,351,0,1377
543,543,776,603,1379,1027,352,0,1379,655,539,1194,947,247,0,1194,732,642,1374,1026,348,0,1374
544,544,772,603,1375,1023,352,0,1375,655,539,1194,947,247,0,1194,731,641,1372,1025,347,0,1372
545,545,770,602,1372,1021,351,0,1372,655,539,1194,947,247,0,1194,727,638,1365,1021,344,0,1365
546,546,767,601,1368,1021,347,0,1368,655,539,1194,947,247,0,1194,725,636,1361,1017,344,0,1361
